Paper Title,Header Number,Header Title,Text
Mixing Temporal Graphs with MLP for Longitudinal Brain Connectome Analysis,3.2,Evaluation and Discussions on the Results,"Quantitative results (i.e., mean accuracy, precision, and recall) of all experiments and the number of trainable parameters are compared in Table  Preclinical vs. MCI vs. AD on ADNI Dataset. Here, STGMLP achieved 71.3% accuracy with 7.8∼24.0%p margin over baselines. Here, we provide clinically interpretable results by analyzing nodal contributions to classify each class via class-averaged Grad-CAM  Below-Poverty vs. Non-poverty on ABCD Dataset. As shown in Table "
Mixing Temporal Graphs with MLP for Longitudinal Brain Connectome Analysis,3.3,Temporal Analysis on AD-Specific Activation,In Fig. 
Mixing Temporal Graphs with MLP for Longitudinal Brain Connectome Analysis,3.4,Ablation Study on Hyperparamters,"Ablation studies on each module (i.e., GSM, GTM, and STM) and pooling methods were performed on ADNI. The results, reported in Table "
Mixing Temporal Graphs with MLP for Longitudinal Brain Connectome Analysis,4.0,Conclusion,"In this work, we proposed a novel longitudinal graph mixer to investigate longitudinal variations of spatio-temporal graphs. The idea was driven by mixing features temporally and spatially along the topology of brain networks, and its structure was designed to deal with the heterogeneity of data with a significantly reduced number of parameters compared to deep graph convolutional models. Experiments validate the superiority of our framework, successfully identifying key ROIs in classifying different classes, suggesting a significant potential to be deployed for other longitudinal connectome analyses of various brain disorders."
Attentive Deep Canonical Correlation Analysis for Diagnosing Alzheimer’s Disease Using Multimodal Imaging Genetics,1.0,Introduction,"Alzheimer's disease (AD) is an irreversible neurodegenerative disorder that affects millions of people worldwide  In the literature, various methods have been proposed to brain imaging genetics analysis  In this paper, we propose a novel attentive deep canonical correlation analysis (ADCCA) model for diagnosing AD disease and discovering biomarkers using multimodal brain imaging genetics data. As illustrated in Fig.  Through extensive experiments on the real-world ADNI dataset with three imaging modalities (VBM-MRI, FDG-PET, and AV45-PET) and genetic SNP data, we show that our model achieves outstanding performance for classifying AD vs. HC, AD vs. MCI, and MCI vs. HC groups. Also, it is demonstrated that the model explanation can reveal disorder-specific biomarkers coinciding with neuroscience findings. Last, we show that the combination of classification and correlation models can boost disease prediction performance."
Attentive Deep Canonical Correlation Analysis for Diagnosing Alzheimer’s Disease Using Multimodal Imaging Genetics,2.0,Method,"Suppose that the problem includes N subjects with M modalities. Let X m ∈ R N ×dm denote the m-th modality data, where d m represents the dimension of features in the m-th modality, the label information of all subjects. In this work, we seek to learn a disease prediction model that estimates Ŷ from {X m } M m=1 by making full use of all M modalities, as well as identify disease-specific biomarkers for clinical interpretation. The proposed ADCCA aims to combine the strengths of DNN, attention mechanism, and CCA to integrate and exploit the complementary information from multiple data modalities (Fig.  Mathematically, the self-attention representation of f m (X m ) can be calculated as: Third, following  where U 1 , • • • , U 4 , U y are projection matrices for each modality and label information, respectively. I denotes the identity matrix. According to Eq. (  Thus, the label Y can be approximated as follows: , where U † y denotes the pseudo-inverse of U y . Then, we substitute self-attention representations that are more representative of each modality into the above equation and let Further, the conventional supervised crossentropy loss  CrossEntropy Y, Softmax( Ŷm ) . ( The final label prediction of ADCCA can be obtained using the following soft voting of the label presentation of each modality: Ŷ = Softmax(( M m=1 Ŷm )/M ). Overall, our final training objective can be defined as: where L cls is the supervised cross-entropy disease prediction loss, L cor is the correlation loss, and λ is a tunable hyperparameter that scales the numerical value of each loss item to the same order of magnitude to balance their influence. The solution on loss function L is similar to the SGDCCA method except for substituting the outputs of DNN models to their self-attention representations. 3 Experiments and Results"
Attentive Deep Canonical Correlation Analysis for Diagnosing Alzheimer’s Disease Using Multimodal Imaging Genetics,3.1,Data Acquisition and Preprocessing,"Brain imaging genetic data used in this study were obtained from the public ADNI database  For genetic SNP data, according to the AlzGene database"
Attentive Deep Canonical Correlation Analysis for Diagnosing Alzheimer’s Disease Using Multimodal Imaging Genetics,3.2,Evaluation of Disease Classification Performance,"In our experiments, the whole data were separated into three groups, including AD vs. HC, AD vs. MCI, and MCI vs. HC. To quantitatively evaluate the performance of different methods, we considered four commonly-used evaluation metrics: accuracy (ACC), F1-score (F1), area under receiver operating characteristic curve (AUC), and Matthews correlation coefficient (MCC)  Table "
Attentive Deep Canonical Correlation Analysis for Diagnosing Alzheimer’s Disease Using Multimodal Imaging Genetics,3.3,The Most Discriminative Brain Regions and SNPs,"Identifying the most discriminative brain regions (i.e., ROIs) and SNPs is crucial for AD diagnosis. Here, we employed the integrated gradients interface provided by Captum "
Attentive Deep Canonical Correlation Analysis for Diagnosing Alzheimer’s Disease Using Multimodal Imaging Genetics,3.4,Ablation Study,"The proposed ADCCA is trained using both correlation and classification losses. To understand the impact of each loss on classification, we conducted ablation studies by evaluating the performance of two additional models: the ADCCA model trained without the correlation loss (w/o L cor ) and without the classification loss (w/o L cls ). The results presented in Table "
Attentive Deep Canonical Correlation Analysis for Diagnosing Alzheimer’s Disease Using Multimodal Imaging Genetics,3.5,Hyperparameter Analysis,"We investigated the impact of two important hyperparameters in the ADCCA model: λ, which appears in the loss function to balance the classification and correlation losses, and the dimension of the shared representation G. In order to explore the effects of these hyperparameters on the performance of the model, we conducted experiments using different values of λ and the shared representation dimensionality. Due to the space limit, we only report the classification results in AD vs. HC group, as shown in Fig. "
Attentive Deep Canonical Correlation Analysis for Diagnosing Alzheimer’s Disease Using Multimodal Imaging Genetics,4.0,Conclusion,"In this work, we propose a novel deep canonical correlation analysis method for multimodal Alzheimer's disease diagnosis that leverages attention mechanisms to enhance interpretability and multimodal feature learning. Experimental results on the real-world imaging-genetics dataset demonstrate that our approach achieves better classification performance than the existing state-of-theart methods in terms of both classification accuracy and correlation between the modalities. In an exploratory analysis, we further show that the biomarkers identified by our model are closely associated with Alzheimer's disease. Our proposed approach is applicable to other diseases with multimodal data available. However, the limited size of medical datasets may restrict the effectiveness and generalization ability of such deep learning models. To address this issue, a potential future direction is to employ pre-training and transfer learning techniques that facilitate learning across datasets."
NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants,1.0,Introduction,"One important task for the neuroscience community is to study atypical alterations in cortices associated with brain development, degeneration, or disorders. For this aim, recent approaches, namely interpretable and explainable deep learning, rely on the training of diagnostic or predictive deep learning models  Although explainable deep learning methods are being actively studied in the machine learning community, they have two challenges when applying to neuroimaging data. First, existing methods typically adopt post-hoc techniques to explain a deep network  This paper presents an explainable geometric deep network, called NeuroExplainer, with applications to uncover altered infant cortical development patterns associated with preterm birth. NeuroExplainer adopts high-resolution cortical attributes as the input to develop a hierarchical attention-decoding architecture working in the sperical space. Distinct to existing post-hoc methods, the NeuroExplainer is constructed as an end-to-end framework, where finegrained explanation factors can be identified in a fully learnable fashion. Our network take advantage of the explainability to boost classification for the highdimensional neuroimaging data. Specifically, in the framework of weakly supervised discriminative localization, our NeuroExplainer is trained by minimizing general classification losses coupled with a set of constraints designed according to prior knowledge regarding brain development. These targeted regularizers drive the network to implicitly optimize the explainability metrics from multiple aspects (i.e., fidelity, sparsity, and stability), thus capturing fine-grained explanation factors to explicitly improve classification accuracies. Experimental results on the public dHCP benchmark suggest that our NeuroExplainer led to quantitatively reliable explanation results that are qualitatively consistent with representative neuroimaging studies, implying that it could be a practically useful AI tool for other related cortical surface-based neuroimaging studies."
NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants,2.0,Method,As the schematic diagram shown in Fig. 
NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants,2.1,Spherical Attention Encoding,"The starting components of the encoding branch are four spherical convolution blocks (i.e., EB-1 to EB-4 in Fig.  Specifically, let F l and F r ∈ R 162×M0 be the vertex-wise representations (produced by EB-4) for the left and right hemispheres, respectively. We first concatenate them as a 324 × M 0 matrix, on which a self-attention operation  (1) where s o [i] (i = 0 or 1) in our study denote the prediction scores of preterm and fullterm, respectively, and 1 is an unit vector having the same row size with the subsequent matrix. Finally, we define the hemispheric attentions as , respectively, with values spatially varying and depending on the relevance to subject's category."
NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants,2.2,Hierarchically Spherical Attention Decoding,"The explanation factors captured by the encoding branch are relatively coarse, as the receptive field of a cell on the downsampled surfaces (with 162 vertices after three pooling operations) is no smaller than a hexagonal region of 343 cells on the input surfaces (with 10, 242 vertices). To tackle this challenge, we design a spherical attention decoding strategy to hierarchically propagate coarse attentions (from lower-resolution spheres) onto higher-resolution spheres, based on which fine-grained attentions are finally produced to improve classification. Specifically, NeuroExplainer contains three consecutive decoding blocks (i.e., DB-1 to DB-3 in Fig.  Fr in , respectively, where each row of Fin has M in channels, and denotes element-wise dot product. We first upsample F l G and F r G to the spatial resolution of the current DB, by using hexagonal transposed convolutions  where C θ (•) denotes 1-ring conv parameterized by θ, and ⊕ stands for channel concatenation. In terms of F D , the attention mechanism described in (1) is further applied to producing refined spherical attentions and classification scores. Finally, as shown in Fig. "
NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants,2.3,Domain Knowledge-Guided Explanation Enhancement,"To perform task-oriented learning of explanation factors, we design a set of targeted regularization strategies by considering fundamental domain knowledge regarding infant brain development. Specifically, according to existing studies, we assume that human brains in infancy have generally consistent developments, while the structural/functional discrepancies between different groups (e.g., preterm and term-born) are typically rationalized  Explanation Fidelity-Aware Contrastive Learning. Given the spherical attention block at a specific resolution, we have A + i and A - j ∈ R V ×1 as the output attentions for a positive and negative subjects (i.e., preterm and fullterm infants in our study), respectively, and F + i and F - j ∈ R V ×M are the corresponding representation matrices. Based on the prior knowledge regarding infant brain development, it is reasonable to assume that A + i highlights atypically-developed cortical regions caused by preterm birth. In contrast, the remaining part of the cerebral cortex of a preterm infant (corresponding to 1 -A + i ) still growths normally, i.e., looking globally similar to the cortex of a term-born infant. Accordingly, as the illustration shown in Fig.  be the holistic feature vector and its inverse for the ith (positive) sample, respectively. Similarly, denotes the holistic feature vector for the compared jth (negative) sample. By pushing f + i away from both f + i and f - j , while pulling f + i close to f - j , we define the respective loss as where i and j indicate any a pair of positive and negative cases from totally N training samples, and m is a margin setting as 1 in our implementation. Explanation Sparsity-Aware Regularization. According to the specified prior knowledge regarding infant brain development, the attention maps produced by our NeuroExplainer should have two featured properties in terms of sparsity. That is, the attention map for a preterm infant (e.g., A + i ) should be sparse, considering that altered cortical developments are assumed to be localized. In contrast, the attention map for a healthy term-born infant (e.g., A - j ) should not be spatially informative, as all brain regions growth typically without abnormality. To this end, we design a straightforward entropy-based regularization to enhance results' explainability, such as where i and j indicate a positive and a negative cases from totally N training samples, respectively, and 1 is an unit vector to sum up the values of all vertices. Explanation Stability-Aware Regularization. We enhance the explanation stability of our NeuroExplainer from two aspects. First, we require the spherical attention mechanisms to robustly decode from complex cortical-surface data finegrained explanation factors to produce accurate predictions. To this end, we randomize the surface coarsening step by quantifying a vertex's cortical attributes (on the downsampled surface) as the average of a random subset of the vertices from the respective hexagonal region of the highest-resolution surface, such as the examples summarized in Fig.  Second, as described in Sect. 2.2, we design a cross-scale consistency regularization to refine the decoding branch. Specifically, let A l i and A h i be the spherical attentions from two different DB blocks. We simply minimize which encourages spherical attentions at different resolutions to be consistent. Implementation Details. In our implementation, the feature representations produced by EB-1 to EB-4 in Fig.  where the tuning parameters were empirically set as λ 1 = 0.2, λ 3 = 0.5, and λ 3 = 0.1. The network parameters were updated by using Adam optimizer for 500 epochs, with the initial learning rate setting as 0.001 and bath size as 20."
NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants,3.0,Experiments,"Dataset and Experimental Setup. We conducted experiments on the dHCP benchmark  On the other hand, the explanation performance of our NeuroExplainer was compared with two representative feature-based explanation approaches, i.e., CAM  Classification Results. The classification results obtained by different competing methods are summarized in Table  Explanation Results. The quantitative explanation results are summarized in Table  Finally, we compared the individualized preterm-altered cortical development patterns uncovered by our NeuroExplainer with representative group-wise multimodal (dMRI and sMRI) quantitative analyses presented in "
NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants,4.0,Conclusion,"In the paper, we have proposed an geometric deep network, i.e., NeuroExplainer, to learn fine-grained explanation factors from complex cortical-surface data to boost discriminative representation extraction and accurate classification model construction. On the benchmark dHCP database, our NeuroExplainer achieved better performance than existing post-hoc approaches in terms of both explainability and prediction accuracy, in uncovering preterm-altered infant cortical development patterns. The proposed method could be a promising AI tool applied to other similar cortical surface-based neuroimage and neuroscience studies."
NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants,,Competing Mehtods,ACC AUC SEN SPE SphericalCNN 
Incremental Learning for Heterogeneous Structure Segmentation in Brain Tumor MRI,1.0,Introduction,"Accurate segmentation of a variety of anatomical structures is a crucial prerequisite for subsequent diagnosis or treatment  In real-world scenarios, clinical databases are often sequentially constructed from various clinical sites with varying imaging protocols  At present, satisfactory methods applied in the realistic HSI setting are largely unavailable. F irst, recent structure-incremental works cannot deal with domain shift. Early attempts  In this work, we propose a unified HSI segmentor evolving framework with a divergence-aware decoupled dual-flow (D 3 F) module, which is adaptively optimized via HSI pseudo-label distillation using a momentum MixUp decay (MMD) scheme. To explicitly avoid the overwriting of previously learned parameters, our D 3 F follows a ""divide-and-conquer"" strategy to balance the old and new tasks with a fixed rigidity branch and a compensated learnable plasticity branch, which is guided by our novel divergence-aware continuous batch renormalization (cBRN). The complementary knowledge can be flexibly integrated with the model re-parameterization  Our main contributions can be summarized as follow: • To our knowledge, this is the first attempt at realistic HSI segmentation with both incremental structures of interest and diverse domains. • We propose a divergence-aware decoupled dual-flow module guided by our novel continuous batch renormalization (cBRN) for alleviating the catastrophic forgetting under domain shift scenarios. • The adaptively constructed HSI pseudo-label with self-training is developed for efficient HSI knowledge distillation. We evaluated our framework on anatomical structure segmentation tasks from different types of MRI data collected from multiple sites. Our HSI scheme demonstrated superior performance in segmenting all structures with diverse data distributions, surpassing conventional class-incremental methods without considering data shift, by a large margin."
Incremental Learning for Heterogeneous Structure Segmentation in Brain Tumor MRI,2.0,Methodology,"For the segmentation model under incremental structures of interest and domain shift scenarios, we are given an off-the-shelf segmentor f θ 0 : X 0 → Y 0 parameterized with θ 0 , which has been trained with the data {x 0 n , y 0 n } N 0 n=1 in an initial source domain D 0 = {X 0 , Y 0 }, where x 0 n ∈ R H×W and y 0 n ∈ R H×W are the paired image slice and its segmentation mask with the height of H and width of W , respectively. There are T consecutive evolving stages with heterogeneous target domains D t = {X t , S t } T t=1 , each with the paired slice set {x t n } N t n=1 ∈ X t and the current stage label set {s t n } N t n=1 ∈ S t , where x t n , s t n ∈ R H×W . Due to heterogeneous domain shifts, X t from different sites or modalities follows diverse distributions across all T stages. Due to incremental anatomical structures, the overall label space, across the previous t stages, Y t is expanded from Y t-1 with the additional annotated structures for delineating all of the structures Y T seen in T stages."
Incremental Learning for Heterogeneous Structure Segmentation in Brain Tumor MRI,2.1,cBRN Guided Divergence-Aware Decoupled Dual-Flow,"To alleviate the forgetting through parameter overwriting, caused by both new structures and data shift, we propose a D 3 F module for flexible decoupling and integration of old and new knowledge. Specifically, we duplicate the convolution in each layer initialized with the previous model f θ t-1 to form two branches as in  However, under the domain shift, it can be sub-optimal to directly average the parameters, since f r θ t may not perform well to predict Y t-1 on X t . It has been demonstrated that batch statistics adaptation plays an important role in domain generalizable model training  Of note, as a default block in the modern convolutional neural networks (CNN)  The recent BRN  where η ∈ [0, 1] is applied to balance the global statistics and the current batch. In addition, γ = σB σ and β = μB -μ σ are used in both training and testing. Therefore, BRN renormalizes zi = zi-μ σ to highlight the dependency on the global statistics {μ, σ} in training for a more generalizable model, while limited to the static learning. In this work, we further explore the potential of BRN in the continuously evolving HSI task to be general for all of domains involved. Specifically, we extend BRN to cBRN across multiple consecutive stages by updating {μ c , σ c } along with all stages of training, which is transferred as shown in Fig.  For testing, the two branches in final model f θ T can be merged for the lightweight implementation: Therefore, f T θ does not introduce additional parameters for deployment (Fig. "
