paper_id,title,authors,page_numbers,doi,publication_year,volume,path,path_long,extracted_sents_keywords
5,3D Teeth Reconstruction from Panoramic Radiographs Using Neural Implicit Functions,"Sihwa Park, Seongjun Kim, In-Seok Song, Seung Jun Baek",376-386,10.1007/978-3-031-43999-5_36,2023,10,miccai23vol6/paper_74.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"superior performance of our mca policy implies that balanced exploitation of
ﬁne and coarse features with shared weights may provide more robust contex-
tual information compared to using mixed guided information or utilizing them
independently."
5,3D Teeth Reconstruction from Panoramic Radiographs Using Neural Implicit Functions,"Sihwa Park, Seongjun Kim, In-Seok Song, Seung Jun Baek",376-386,10.1007/978-3-031-43999-5_36,2023,10,miccai23vol6/paper_74.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"this group should be managed diﬀerently from
the rest of the low-risk prostate cancer patients in the clinic."
6,A Closed-Form Solution to Electromagnetic Sensor Based Intraoperative Limb Length Measurement in Total Hip Arthroplasty,"Tiancheng Li, Yang Song, Peter Walker, Kai Pan, Victor A. van de Graaf, Liang Zhao et al.",365-375,10.1007/978-3-031-43996-4_35,2023,9,miccai23vol2/paper_9.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_9.pdf,"this is advantageous because extensive
al step size tuning to balance the annotation and computation costs can be
avoided."
7,A Conditional Flow Variational Autoencoder for Controllable Synthesis of Virtual Populations of Anatomy,"Haoran Dou, Nishant Ravikumar, Alejandro F. Frangi",143-152,10.1007/978-3-031-43990-2_14,2023,7,miccai23vol6/paper_61.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_61.pdf,"such scheduling of the weights is done so that in the beginning
of the training, the weights are uniform in order not to wrongly bias the network
when the embeddings are still indiscriminative."
8,A Coupled-Mechanisms Modelling Framework for Neurodegeneration,"Tiantian He, Elinor Thompson, Anna Schroder, Neil P. Oxtoby, Ahmed Abdulaal, Frederik Barkhof et al.",459-469,10.1007/978-3-031-43993-3_45,2023,8,miccai23vol6/paper_68.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_68.pdf,"id
age gender race
ecog smoking py
pstage cancer site
cancer subsite
case1 49
male
white 3
current
21
1
oral cavity ventral tongue
case2 64
male
white 3
former
20
4
larynx
vocal cord
case3 60
male
black
2
current
45
4
larynx
false vocal cord
case4"
8,A Coupled-Mechanisms Modelling Framework for Neurodegeneration,"Tiantian He, Elinor Thompson, Anna Schroder, Neil P. Oxtoby, Ahmed Abdulaal, Frederik Barkhof et al.",459-469,10.1007/978-3-031-43993-3_45,2023,8,miccai23vol6/paper_68.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_68.pdf,"53
male
white 1
current
68
4
larynx
supraglottic
case5 38
male
white 0
never
0
4
oral cavity lateral tongue
case6 76
female
white 1
former
30"
8,A Coupled-Mechanisms Modelling Framework for Neurodegeneration,"Tiantian He, Elinor Thompson, Anna Schroder, Neil P. Oxtoby, Ahmed Abdulaal, Frederik Barkhof et al.",459-469,10.1007/978-3-031-43993-3_45,2023,8,miccai23vol6/paper_68.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_68.pdf,"2
oral cavity lateral tongue
case7 73
male
white 1
former
100
3
larynx
glottis
case8 56
male
white 0
never
0
2
oral cavity tongue
2
dataset
the complete staining protocols for this dataset are given in the accompany-
ing supplementary material."
9,A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration,"Alexander Bigalke, Mattias P. Heinrich",666-676,10.1007/978-3-031-43999-5_63,2023,10,miccai23vol6/paper_56.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_56.pdf,"582
j. zhu et al.
innovatively, our approach can help reduce bias in the learning process of the
segmentation model with the routine unbalanced training set."
9,A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration,"Alexander Bigalke, Mattias P. Heinrich",666-676,10.1007/978-3-031-43999-5_63,2023,10,miccai23vol6/paper_56.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_56.pdf,"the traditional method of integrating gaussian noise
in the mean teacher [18] may be problematic when working with cytopathology
images that have an imbalanced color distribution."
10,A Flexible Framework for Simulating and Evaluating Biases in Deep Learning-Based Medical Image Analysis,"Emma A. M. Stanley, Matthias Wilms, Nils D. Forkert",489-499,10.1007/978-3-031-43895-0_46,2023,2,miccai23vol10/paper_5.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol10/paper_5.pdf,"however, some
acquired sequences are unusable or missing in clinical settings due to incorrect
machine settings, imaging artifacts, high scanning costs, time constraints, con-
trast agents allergies, and diﬀerent acquisition protocols between hospitals [5].
without rescanning or aﬀecting the downstream pipelines, the mri synthesis
technique can generate missing sequences by leveraging redundant shared infor-
mation between multiple sequences"
10,A Flexible Framework for Simulating and Evaluating Biases in Deep Learning-Based Medical Image Analysis,"Emma A. M. Stanley, Matthias Wilms, Nils D. Forkert",489-499,10.1007/978-3-031-43895-0_46,2023,2,miccai23vol10/paper_5.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol10/paper_5.pdf,"+ ϵ
(1)
where w and b are weights and bias for the fc layer, ϵ = 10−5 to avoid dividing
0 in the following equation."
11,A General Stitching Solution for Whole-Brain 3D Nuclei Instance Segmentation from Microscopy Images,"Ziquan Wei, Tingting Dan, Jiaqi Ding, Mustafa Dere, Guorong Wu",46-55,10.1007/978-3-031-43901-8_5,2023,4,miccai23vol3/paper_45.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_45.pdf,"in clinics, couinaud segments obtained from
manual annotation are tedious and time-consuming, based on the vasculature
used as rough guide (fig. 1)."
12,A Model-Agnostic Framework for Universal Anomaly Detection of Multi-organ and Multi-modal Images,"Yinghao Zhang, Donghuan Lu, Munan Ning, Liansheng Wang, Dong Wei, Yefeng Zheng",232-241,10.1007/978-3-031-43898-1_23,2023,3,miccai23vol1/paper_6.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_6.pdf,None
13,A Modulatory Elongated Model for Delineating Retinal Microvasculature in OCTA Images,"Mohsin Challoob, Yongsheng Gao, Andrew Busch, Weichuan Zhang",714-723,10.1007/978-3-031-43990-2_67,2023,7,miccai23vol7/paper_50.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol7/paper_50.pdf,"the samples were evaluated according to the inter-
national society of urological pathology (isup) standards under the supervision
of a dedicated uropathologist."
13,A Modulatory Elongated Model for Delineating Retinal Microvasculature in OCTA Images,"Mohsin Challoob, Yongsheng Gao, Andrew Busch, Weichuan Zhang",714-723,10.1007/978-3-031-43990-2_67,2023,7,miccai23vol7/paper_50.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol7/paper_50.pdf,"compared
to the standard nnu-net settings, we implemented balanced sampling regard-
ing the prevalence of cspca and reduced the number of epochs to 350 to avoid
overﬁtting."
14,A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images,"Yudong Zhang, Ge Yang",503-513,10.1007/978-3-031-43993-3_49,2023,8,miccai23vol4/paper_53.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol4/paper_53.pdf,"considering the rois are usually small and under-
represented compared to the backgrounds, the loss of information may cause a
fatal class imbalance problem in semantic segmentation tasks."
14,A Motion Transformer for Single Particle Tracking in Fluorescence Microscopy Images,"Yudong Zhang, Ge Yang",503-513,10.1007/978-3-031-43993-3_49,2023,8,miccai23vol4/paper_53.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol4/paper_53.pdf,"for the training, we used k augmented
images with the given images for all baselines as in ours for a fair comparison.
evaluation."
15,A Multi-task Method for Immunofixation Electrophoresis Image Classification,"Yi Shi, Rui-Xiang Li, Wen-Qi Shao, Xin-Cen Duan, Han-Jia Ye, De-Chuan Zhan et al.",148-158,10.1007/978-3-031-43987-2_15,2023,6,miccai23vol2/paper_33.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_33.pdf,"(2) large-scale colonoscopy generation: the proposed
approach can be used to generate large-scale datasets with no/arbitrary anno-
tations, which signiﬁcantly beneﬁts the medical image society, laying the foun-
dation for large-scale pre-training models in automatic colonoscopy analysis."
15,A Multi-task Method for Immunofixation Electrophoresis Image Classification,"Yi Shi, Rui-Xiang Li, Wen-Qi Shao, Xin-Cen Duan, Han-Jia Ye, De-Chuan Zhan et al.",148-158,10.1007/978-3-031-43987-2_15,2023,6,miccai23vol2/paper_33.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_33.pdf,"thus assigning constant weights for all polyps
exacerbated the imbalance problem."
15,A Multi-task Method for Immunofixation Electrophoresis Image Classification,"Yi Shi, Rui-Xiang Li, Wen-Qi Shao, Xin-Cen Duan, Han-Jia Ye, De-Chuan Zhan et al.",148-158,10.1007/978-3-031-43987-2_15,2023,6,miccai23vol2/paper_33.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol2/paper_33.pdf,"through extensive exper-
iments, we found inaccurate sample images with coarse polyp boundary that
is not aligned properly with the original masks may introduce large biases and
noises to the datasets."
16,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"Adrito Das, Danyal Z. Khan, Simon C. Williams, John G. Hanrahan, Anouk Borg, Neil L. Dorward et al.",472-482,10.1007/978-3-031-43996-4_45,2023,9,miccai23vol6/paper_50.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_50.pdf,"for a fair compai-
son, we train the cyclegan with two conﬁgurations, namely (#1) using the
entire dataset, and (#2) using only half the dataset, where the latter uses the
same number of the training samples as artifusion."
17,A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics,"Nemo Fournier, Stanley Durrleman",601-610,10.1007/978-3-031-43904-9_58,2023,5,miccai23vol7/paper_40.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol7/paper_40.pdf,None
18,A Novel Multi-task Model Imitating Dermatologists for Accurate Differential Diagnosis of Skin Diseases in Clinical Images,"Yan-Jie Zhou, Wei Liu, Yuan Gao, Jing Xu, Le Lu, Yuping Duan et al.",202-212,10.1007/978-3-031-43987-2_20,2023,6,miccai23vol5/paper_1.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_1.pdf,"this may cause incon-
sistency or even misdiagnosis due to the variant experience of endoscopists in
diﬀerent hospitals."
18,A Novel Multi-task Model Imitating Dermatologists for Accurate Differential Diagnosis of Skin Diseases in Clinical Images,"Yan-Jie Zhou, Wei Liu, Yuan Gao, Jing Xu, Le Lu, Yuping Duan et al.",202-212,10.1007/978-3-031-43987-2_20,2023,6,miccai23vol5/paper_1.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_1.pdf,"all of these cases are collected
from 411 patients in a grade-iii class-a hospital during the period from 2017
to 2022."
19,A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,"Mingxian Yang, Yinran Chen, Bei Li, Zhiyuan Liu, Song Zheng, Jianhui Chen et al.",123-132,10.1007/978-3-031-43996-4_12,2023,9,miccai23vol8/paper_50.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol8/paper_50.pdf,"5: when bvt is trained from scratch, the model faces a trade-oﬀ between
522
m. tran et al.
learning the weight and input alignment and ﬁnding the appropriate inductive
bias to solve the classiﬁcation task."
19,A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,"Mingxian Yang, Yinran Chen, Bei Li, Zhiyuan Liu, Song Zheng, Jianhui Chen et al.",123-132,10.1007/978-3-031-43996-4_12,2023,9,miccai23vol8/paper_50.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol8/paper_50.pdf,"by reintroducing many of the inductive biases
of cnns through the window attention in the case of swin or transfer learning
in the case of bvt, the model likely overcomes this initial problem."
20,A One-Class Variational Autoencoder (OCVAE) Cascade for Classifying Atypical Bone Marrow Cell Sub-types,"Jonathan Tarquino, Jhonathan Rodriguez, Charlems Alvarez-Jimenez, Eduardo Romero",725-734,10.1007/978-3-031-43987-2_70,2023,6,miccai23vol1/paper_71.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"moreover,
data protection policies in diﬀerent clinical centers and hospitals limit
the training of data-dependent deep models."
20,A One-Class Variational Autoencoder (OCVAE) Cascade for Classifying Atypical Bone Marrow Cell Sub-types,"Jonathan Tarquino, Jhonathan Rodriguez, Charlems Alvarez-Jimenez, Eduardo Romero",725-734,10.1007/978-3-031-43987-2_70,2023,6,miccai23vol1/paper_71.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"such privacy breaches
may detrimental to the privacy protection policies of hospitals."
20,A One-Class Variational Autoencoder (OCVAE) Cascade for Classifying Atypical Bone Marrow Cell Sub-types,"Jonathan Tarquino, Jhonathan Rodriguez, Charlems Alvarez-Jimenez, Eduardo Romero",725-734,10.1007/978-3-031-43987-2_70,2023,6,miccai23vol1/paper_71.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"moreover, the
target domain uses the same neural network as the source domain, which is
not desirable for low-resource target users like hospitals [15]."
20,A One-Class Variational Autoencoder (OCVAE) Cascade for Classifying Atypical Bone Marrow Cell Sub-types,"Jonathan Tarquino, Jhonathan Rodriguez, Charlems Alvarez-Jimenez, Eduardo Romero",725-734,10.1007/978-3-031-43987-2_70,2023,6,miccai23vol1/paper_71.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"accordingly, direct knowledge transfer using the output of the source domain
predictor may lead to feature bias in the student model due to the unavoid-
able covariance [20] between the target and source domains."
20,A One-Class Variational Autoencoder (OCVAE) Cascade for Classifying Atypical Bone Marrow Cell Sub-types,"Jonathan Tarquino, Jhonathan Rodriguez, Charlems Alvarez-Jimenez, Eduardo Romero",725-734,10.1007/978-3-031-43987-2_70,2023,6,miccai23vol1/paper_71.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol1/paper_71.pdf,"for single-source domain
adaptation approach, cellsegssda and sfda-dpl, we employ two strategies
to ensure the fairness of the experiments: (1) single-source, i.e. performing adap-
tation on each single source, where we select the best results to display in the
table 1; (2) source-combined, i.e. all source domains are combined into a tra-
ditional single source."
21,A Patient-Specific Self-supervised Model for Automatic X-Ray/CT Registration,"Baochang Zhang, Shahrooz Faghihroohi, Mohammad Farid Azampour, Shuting Liu, Reza Ghotbi, Heribert Schunkert et al.",515-524,10.1007/978-3-031-43996-4_49,2023,9,miccai23vol5/paper_43.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_43.pdf,"keywords: breast ultrasound classiﬁcation · ultrasound video ·
coherence loss
1
introduction
breast cancer is a life-threatening disease that has surpassed lung cancer as lead-
ing cancer in some countries and regions [20]."
21,A Patient-Specific Self-supervised Model for Automatic X-Ray/CT Registration,"Baochang Zhang, Shahrooz Faghihroohi, Mohammad Farid Azampour, Shuting Liu, Reza Ghotbi, Heribert Schunkert et al.",515-524,10.1007/978-3-031-43996-4_49,2023,9,miccai23vol5/paper_43.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_43.pdf,"for fairness comparison, we train these models using both video
and image data, treating images as static videos."
21,A Patient-Specific Self-supervised Model for Automatic X-Ray/CT Registration,"Baochang Zhang, Shahrooz Faghihroohi, Mohammad Farid Azampour, Shuting Liu, Reza Ghotbi, Heribert Schunkert et al.",515-524,10.1007/978-3-031-43996-4_49,2023,9,miccai23vol5/paper_43.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_43.pdf,"it is worth
noting that these two models without coherence loss obtain very low sensitiv-
ity and high speciﬁcity, which means the model predictions are imbalanced and
intend to make benign predictions."
22,A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications,"Matteo Pennisi, Federica Proietto Salanitri, Giovanni Bellitto, Simone Palazzo, Ulas Bagci, Concetto Spampinato",422-431,10.1007/978-3-031-43898-1_41,2023,3,miccai23vol4/paper_33.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol4/paper_33.pdf,"multitask learning ·
hybrid cnn-transformer
1
introduction
breast cancer is the leading cause of cancer-related fatalities among women."
22,A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications,"Matteo Pennisi, Federica Proietto Salanitri, Giovanni Bellitto, Simone Palazzo, Ulas Bagci, Concetto Spampinato",422-431,10.1007/978-3-031-43898-1_41,2023,3,miccai23vol4/paper_33.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol4/paper_33.pdf,"currently, it holds the highest incidence rate of cancer among women in the u.s.,
and in 2022 it accounted for 31% of all newly diagnosed cancer cases [1]."
22,A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications,"Matteo Pennisi, Federica Proietto Salanitri, Giovanni Bellitto, Simone Palazzo, Ulas Bagci, Concetto Spampinato",422-431,10.1007/978-3-031-43898-1_41,2023,3,miccai23vol4/paper_33.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol4/paper_33.pdf,"this is primarily because the architectural design of vits does not rely on the
same inductive biases in feature extraction which allow cnns to learn spatially
invariant features."
22,A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications,"Matteo Pennisi, Federica Proietto Salanitri, Giovanni Bellitto, Simone Palazzo, Ulas Bagci, Concetto Spampinato",422-431,10.1007/978-3-031-43898-1_41,2023,3,miccai23vol4/paper_33.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol4/paper_33.pdf,"moreover,
multitask learning acts as a regularizer by introducing inductive bias and pre-
vents overﬁtting [25] (particularly with vits), and with that, can mitigate the
challenges posed by small bus dataset sizes."
22,A Privacy-Preserving Walk in the Latent Space of Generative Models for Medical Applications,"Matteo Pennisi, Federica Proietto Salanitri, Giovanni Bellitto, Simone Palazzo, Ulas Bagci, Concetto Spampinato",422-431,10.1007/978-3-031-43898-1_41,2023,3,miccai23vol4/paper_33.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol4/paper_33.pdf,"to avoid data leakage and bias, we selected the train, test, and vali-
dation sets based on the cases, i.e., the images from one case (patient) were
350
b. shareef et al.
table 2. performance metrics of the compared methods for bus image classiﬁcation
and segmentation."
23,A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging,"Zheyao Gao, Yuanye Liu, Fuping Wu, Nannan Shi, Yuxin Shi, Xiahai Zhuang",178-188,10.1007/978-3-031-43904-9_18,2023,5,miccai23vol7/paper_53.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol7/paper_53.pdf,"results: the purposed model outperformed all baselines, statistically
signiﬁcantly, with average balanced accuracy of 91.6%."
23,A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging,"Zheyao Gao, Yuanye Liu, Fuping Wu, Nannan Shi, Yuxin Shi, Xiahai Zhuang",178-188,10.1007/978-3-031-43904-9_18,2023,5,miccai23vol7/paper_53.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol7/paper_53.pdf,"particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
23,A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging,"Zheyao Gao, Yuanye Liu, Fuping Wu, Nannan Shi, Yuxin Shi, Xiahai Zhuang",178-188,10.1007/978-3-031-43904-9_18,2023,5,miccai23vol7/paper_53.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol7/paper_53.pdf,"to
ﬁt the dirichlet distribution to the output layer of our network, we use a loss
function consisting of the prediction error lp
i and the evidence adjustment le
i
li(θ) = lp
i (θ) + λle
i(θ)
(2)
where λ is the annealing coeﬃcient to balance the two terms."
23,A Reliable and Interpretable Framework of Multi-view Learning for Liver Fibrosis Staging,"Zheyao Gao, Yuanye Liu, Fuping Wu, Nannan Shi, Yuxin Shi, Xiahai Zhuang",178-188,10.1007/978-3-031-43904-9_18,2023,5,miccai23vol7/paper_53.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol7/paper_53.pdf,"as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
