Paper Title,Header Number,Header Title,Text
CDiffMR: Can We Replace the Gaussian Noise with K-Space Undersampling for Fast MRI?,2.2,K-Space Conditioning Reverse Process,"Two k -space conditioning strategies, SPC and DCC, are designed to guide and accelerate the reverse process. Starting Point Conditioning enables the reverse process of CDiffMR to start from the half way step T instead of step T (see Fig.  Sampling Rate: With the start step T , the reverse process is conditioned by the reverse process of the initial image x T ← F -1 y. The framework of the reverse process follows Algorithm 2 in  x t-1 = x t -D(x 0,t , t) + D(x 0,t , t -1), s.t. t = T ...1. (6)"
CDiffMR: Can We Replace the Gaussian Noise with K-Space Undersampling for Fast MRI?,3.0,Experimental Results,This section describes in detail the set of experiments conducted to validate the proposed CDiffMR. 
CDiffMR: Can We Replace the Gaussian Noise with K-Space Undersampling for Fast MRI?,3.1,Implementation Details and Evaluation Methods,"The experiments were conducted on the FastMRI dataset  Undersampling mask M and M t were generated by the fastMRI official implementation. We applied AF×8 and ×16 Cartesian mask for all experiments. Our proposed CDiffMR was trained on two NVIDIA A100 (80 GB) GPUs, and tested on an NVIDIA RTX3090 (24 GB) GPU. CDiffMR was trained for 100,000 gradient steps, using the Adam optimiser with a learning rate 2e-5 and a batch size 24. We set the total diffusion time step to T = 100 for both LinSR and LogSR degradation schedules. The minimal sampling rate (when t = 100) was set to 1%. For comparison, we used CNN-based methods D5C5  In the quantitative experiments, Peak Signal-to-Noise Ratio (PSNR), Structural Similarity Index Measure (SSIM), Learned Perceptual Image Patch Similarity (LPIPS) "
CDiffMR: Can We Replace the Gaussian Noise with K-Space Undersampling for Fast MRI?,3.2,Comparison and Ablation Studies,The quantitative results are reported in Table 
CDiffMR: Can We Replace the Gaussian Noise with K-Space Undersampling for Fast MRI?,4.0,Discussion and Conclusion,"This work has exploited Cold Diffusion-based model for MRI reconstruction and proposed CDiffMR. We have designed the novel KSUD for degradation operator D(•, t) and trained a restoration function R θ (•, t) for de-aliasing under various undersampling rates. We pioneered the harmonisation of the degradation function in reverse problem (k -space undersampling in MRI reconstruction) and the degradation operator in diffusion model (KSUD). In doing so, CDiffMR is able to explicitly learn the k -space undersampling operation to further improve the reconstruction, while providing the basis for the reverse process acceleration. Two k -space conditioning strategies, SPC and DCC, have been designed to guide and accelerate the reverse process. Experiments have demonstrated that k -space undersampling can be successfully used as degradation in diffusion models for MRI reconstruction. In this study, two KSUD schedules, i.e., have been designed for controlling the k -space sampling rate of every reverse time steps. According to Table  In the ablation studies, we have further examined the selection of reverse process starting point T . Figure  We also explored the validity of DDC in the ablation studies. Figure  The proposed CDiffMR heralds a new kind of diffusion models for solving inverse problems, i.e., applying the degradation model in reverse problem as the degradation module in diffusion model. CDiffMR has proven that this idea performs well for MRI reconstruction tasks. We can envision that our CDiffMR can serve as the basis for general inverse problems."
ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer,1.0,Introduction,"Deformable image registration has always been an important focus in the society of medical imaging, which is essential for the preoperative planning, intraoperative information fusion, disease diagnosis and follow-ups  Transformers have been successfully used in the society of computer vision and have recently made an impact in the field of medical image computing  In this study, we propose a novel motion decomposition Transformer (ModeT) to explicitly model multiple motion modalities by fully exploiting the intrinsic capability of the Transformer structure for deformation estimation. Experiments on two public brain magnetic resonance imaging (MRI) datasets demonstrate our method outcompetes several cutting-edge registration networks and Transformers. The main contributions of our work are summarized as follows: • We propose to leverage the Transformer structure to naturally model the correspondence between images and convert it into the deformation field, "
ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer,2.1,Network Overview,"The proposed deformable registration network is illustrated in Fig.  The feature maps M 5 and F 5 are sent into the ModeT to generate multiple deformation subfields, and then the generated deformation sub-fields are input into the CWM to obtain the fused deformation field ϕ 1 of the coarsest decoding layer as the initial of the total deformation field φ. The moving feature map M 4 is deformed using φ, and the deformed moving feature map is fed into the ModeT along with F 4 to generate multiple sub-fields, which are input into the CWM to get ϕ 2 . Then ϕ 2 is compounded with previous total deformation field to generate the updated φ. The feature maps M 3 and F 3 go through the similar operations. As the decoding feature maps become finer, the number of motion modes at position p decreases, along with the number of attention heads we need to model. At the F 2 /M 2 and F 1 /M 1 levels, we no longer generate multiple deformation sub-fields, i.e., the number of attention heads in ModeT is 1. Finally, the obtained total deformation field φ is used to warp I m to obtain the registered image. To guide the network training, the normalized cross correlation L ncc  where • is the warping operation, and λ is the weight of the regularization term."
ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer,2.2,Motion Decomposition Transformer (ModeT),"In deep-learning-based registration networks, a position p in the low-resolution feature map contains semantic information of a large area in the original image and therefore may often have multiple possibilities of different motion modalities. To model these possibilities, we employ a multi-head neighborhood attention mechanism to decompose different motion modalities at low-resolution level. The illustration of the motion decomposition is shown in Fig.  Let F, M ∈ R c×h×w×l stand for the fixed and moving feature maps from a specific level of the hierarchical encoder, where h, w, l denote feature map size and c is the channel number. The feature maps F and M go through linear projection (proj) and LayerNorm (LN )  Q ={Q (1) , Q (2) , . . . , Q (S) }, K ={K (1) , K (2) , . . . , K (S) },  We then calculate the neighborhood attention map. We use c(p) to denote the neighborhood of voxel p. For a neighborhood of size n × n × n, ||c(p)|| = n 3 . The neighborhood attention map of multiple heads is obtained by: where B ∈ R S×n×n×n is a learnable relative positional bias, initialized to all zeros. We pad the moving feature map with zeros to calculate boundary voxels because the registration task sometimes requires voxels outside the field-of-view to be warped. Equation (3) shows how the neighborhood attention is computed for the s-th head at position p, so that the semantic information of voxels on low resolution can be decomposed to compute similarity one by one, in preparation for modeling different motion modalities. Moreover, the neighborhood attention operation narrows the scope of attention calculation to reduce the computational effort, which is very friendly to volumetric processing. The next step is to obtain the multiple sub-fields at this level by computing the regular displacement field weighted via the neighborhood attention map: where ϕ (s) ∈ R h×w×l×3 , V ∈ R n×n×n , and V (value) represents the relative position coordinates for the neighborhood centroid, which is not learned so that the multi-head attention relationship can be naturally transformed into a multicoordinate relationship. With the above steps, we obtain a series of deformation sub-fields for this level: ϕ (1) , ϕ (2) , . . . , ϕ (S) (5)"
ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer,2.3,Competitive Weighting Module (CWM),"Multiple low-resolution deformation fields need to be reasonably fused when deforming a high-resolution feature map. As shown in Fig.  w (1) , w (2) , . . . , w (S) = W Conv(cat(ϕ (1) , ϕ (2) , . . . , ϕ (S) )), where w (s) ∈ R h×w×l , and ϕ (s) has already been upsampled. W Conv represents the ConvBlock used to calculate weights, as shown in the right part of Fig. "
ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer,3.0,Experiments,"Datasets. Experiments were carried on two public brain MRI datasets, including LPBA  Evaluation Metrics. To quantitatively evaluate the registration performance, Dice score (DSC)  56.7 ± 1.5 1.38 ± 0.09 < 0.00001% 70.1 ± 6.2 1.72 ± 0.12 < 0.0004% VM  where lr m represents the learning rate of m-th epoch and lr init = 1e -4 represents the learning rate of initial epoch. We set the batch size as 1, M as 30 for training. In the inference phase, our method averagely took 0.56 second and 9GB memory to register a volume pair of size 160 × 192 × 160. Comparison Methods. We compared our method with several state-of-theart registration methods: (1) SyN  Quantitative and Qualitative Analysis. The numerical results of different methods on datasets Mindboggle and LPBA are reported in Table "
ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer,4.0,Conclusion,"We present a motion decomposition Transformer (ModeT) to naturally model the correspondence between images and convert this into the deformation field, which improves the interpretability of the deep-learning-based registration network. The proposed ModeT employs the multi-head neighborhood attention mechanism to identify various motion patterns of a voxel in the low-resolution feature map. Then with the help of competitive weighting module and pyramid structure, the motion modes contained in a voxel can be gradually fused and determined in the coarse-to-fine pyramid decoder. The experimental results have proven the superior performance of the proposed method. In our future study, we attempt to implement our ModeT in a more efficient way, and also investigate more effective fusion strategy to combine the displacement field from multiple attention heads."
ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer,,Acknowledgements,. This work was supported in part by the 
CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,1.0,Introduction,"Computed tomography (CT) image is reconstructed from sinogram, which is tomographic raw data collected from detectors. According to kernels being used for CT image reconstruction, there is a trade-off between spatial resolution and noise, and it affects intensity and texture quantitative values  However, once CT image is reconstructed with a specific kernel, sinogram is usually removed because of its large capacity and limited storage. Therefore, clinicians have difficulty to analyze qualitative or quantitative results without CT image reconstructed with different kernels, and this limitation reveals on retrospective or longitudinal studies that cannot control technical parameters, particularly  Recently, many studies have achieved improvement in kernel conversion  Our contributions are as follows: "
CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,2.1,Related Work,"In deep learning methods for CT kernel conversion, there were proposed methods using convolutional neural networks  Generator-guided discriminator regularization (GGDR)  Recently, it has been shown that dense contrastive learning can have a positive effect on learning dense semantic labels. In dense prediction tasks such as object detection and semantic segmentation "
CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,2.2,Generator-Guided Contrastive Learning,GGDR 
CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,,Multi-Domain Image-To-Image Translation.,"We apply generator-guided contrastive learning (GGCL) to StarGAN  where L D and L G are the discriminator and generator losses, respectively. They both have L adv , which is the adversarial loss. L r cls and L f cls are the domain classification losses for a real and fake image, respectively. L cyc , which is the cycle consistency loss, has an importance for the translated image to maintain the structure of source image."
CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,,Patch-Based Contrastive Learning.,"Our method is to add PatchNCE loss  Total Objective. GGCL follows the concept of GGDR, which the generator supervises the semantic representations to the discriminator, so it is a kind of the discriminator regularization. Discriminator conducts real/fake classification, domain classification and semantic label map segmentation, so it can be also a kind of the multi-task learning  where λ cls , λ cyc and λ ggcl are hyper-parameters that weight the importance of domain classification loss, cycle consistency loss and GGCL loss, respectively. We used λ cls = 1, λ cyc = 10 and λ ggcl = 2 in our experiments. 3 Experiments and Results Implementation Details. We maintained the original resolution 512 × 512 of CT images and normalized their Hounsfield unit (HU) range from [-1024HU ~3071HU] to [-1 ~1] for pre-processing. For training, the generator and the discriminator were optimized by Adam  Architecture Improvements. Instead of using original StarGAN "
CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,3.2,Comparison with Other Image-to-Image Translation Methods,We compared GGCL with two-domain image-to-image translation methods such as CycleGAN  Qualitative Results. We showed the qualitative results of image-to-image translation methods including GGDR and GGCL applied to StarGAN for kernel conversion from Siemens into Siemens (see Fig.  Quantitative Results. We showed the quantitative results of image-to-image translation methods including GGDR and GGCL applied to StarGAN for kernel conversion from Siemens into the Siemens (see Table 
CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,3.3,Ablation Study,"We implemented ablation studies about the number of patches, size of pooling and loss weight for GGCL to find out the best performance. We evaluated our method while preserving the network architecture. Ablation studies were also evaluated by PSNR and SSIM. All ablation studies were to change one factor and the rest of them were fixed with their best configurations. The results about the number of patches showed improvement when the number of patches was 64 (see Table "
CT Kernel Conversion Using Multi-domain Image-to-Image Translation with Generator-Guided Contrastive Learning,4.0,Discussion and Conclusion,"In this paper, we proposed CT kernel conversion method using multi-domain imageto-image translation with generator-guided contrastive learning (GGCL). In medical domain image-to-image translation, it is important to maintain anatomical structure of the source image while translating style of the target image. However, GAN based generation has limitation that the training process may be unstable, and the results may be inaccurate so that some fake details may be generated. Especially in unsupervised manner, the anatomical structure of the translated image relies on cycle consistency mainly. If trained unstably, as the translated image to the target domain would be inaccurate, the reversed translated image to the original domain would be inaccurate as well. Then, the cycle consistency would fail to lead the images to maintain the anatomical structure. CycleGAN "
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,1.0,Introduction,"The ultimate goal of entire cortex registration (ECR) is to achieve functional region alignment across subjects. However, existing software often sacrifices the local functional alignment accuracy to accomplish ECR  To address this issue, existing works have introduced the single-scale graph structure to represent and align GHs  (2) We design a MsHE module to extract the high-order relations among GHs at different scales and a MsHM module to propagate GHs features to align GHs. Moreover, the feature distribution of GH optimized by the inter-scale semantic consistency further improves the alignment accuracy. (3) Extensive experiments verify that the proposed matching framework improves the GH alignment remarkably and outperforms state-of-the-art methods. "
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,2.0,Method,"The overview of our proposed framework is shown in Fig.  in the MsHE module (Fig.  where θ represents the neural network parameters, the H is the incidence matrix of hypergraph  We use a neural network to predict C (k ) . The details will be introduced below."
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,2.1,Multi-scale Hypergraph Establishment (MsHE),"As shown in Fig.  s/t , we capture the topological relations among brain atlases to serve as the incidence matrix. The element H (k ) i,j indicates that the i -th GH is included in the j -th hyperedge (brain region or GH). Notably, when k =3, the row sum of s/t is in the diagonal format. As for the hypergraph nodes V s/t , i.e., GHs, we capture various cues in the subject to serve as the raw node feature. Specifically, considering the limited representation of the single vertex knowledge, we expand each GH on the surface by two rings, resulting in a total of 19 vertices as the GHs' raw features. Each vertex features contain three-dimensional coordinates (×3), normal vector coordinates (×3), curvature (×1), convexity (×1), and cortical thickness (×1). Then, the aforementioned features are contacted to obtain the raw node features , where m/n represent the number of source/target subject GHs, respectively. After that, the raw features are sent to Dynamic Graph CNN  s/t . The proposed multi-scale hypergraphs can well model significant surface morphological information and multi-scale GH relations for better GH alignment."
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,2.2,Multi-scale Hypergraph Matching (MsHM),"As shown in Fig.  s/t , and then sent to MsHM to solve the multi-scale matching with four sub-stages, including hyperedge relation learning, self-hyperedge reasoning, bipartite hypergraph matching, and cross-hyperedge reasoning. Hyperedge Relation Learning: To dynamically learn hyperedge relation with better structural information, we propose hyperedge relation learning to model the high-order relation among hyperedges, instead of directly using the handcraft hyperedge weight metric W s/t  where f emb is a transformer-based feature embedding function."
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,,Self-hyperedge Reasoning:,We utilize a self-hyperedge reasoning network to capture the self-correlation of hyperedge features. Propagating features achieve this by hyperedge weight matrix within each hypergraph. It can be written as: where s/t ∈ R D×D denotes the learnable parameters of self-hyperedge reasoning network. And σ(•) is the nonlinear activation function.
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,,Bipartite Hypergraph Matching:,"We use bipartite matching to determine a soft correspondence matrix between two subjects, which is achieved using the following expression: , where Gbm consists of an Affinity layer, an Instance normalization layer, a quadratic constrain (QC) layer, and a Sinkhorn layer. Initially, the affinity matrix is computed as t , where M (k) ∈ R D×D is the learnable parameter matrix in the affinity layer. Next, we apply instance normalization  where , and this loss can optimize the Eq. 1. The k -scale soft assignment matrix of the MsHM l -th layer output is"
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,,Cross-Hyperedge Reasoning:,"We further enhance the hyperedge features by exploring cross-correlation through cross-hyperedge reasoning. Different from self-hyperedge reasoning, the proposed cross-hyperedge reasoning enables subject-aware message propagation, facilitating effective interaction between subjects. The more similar a pair of hyperedges is between two subjects, the better features will be aggregated in better alignment. It can be written as: where f cross consists of a feature concatenate and a fully connected layer. Finally, the new GHs features with a symmetric normalization can be written as: where σ(•) is the nonlinear activation function. s/t are the diagonal node degree matrix and hyperedge degree matrix, respectively. Φ ∈ R D×D denotes the learnable parameters of cross-hyperedge reasoning network."
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,2.3,Inter-Scale Consistency (ISC),"To avoid the potential disagreement among different scales, it is critical to introduce the consistency constraint across scales, which achieves collaborative optimization in different scales and prevents sub-optimal alignment. Specifically, we propose a novel ISC mechanism that leverages the local properties of the tree structure. For a parent hyperedge e p and its child hyperedges {e q c } Q q=1 (Q is the number of children nodes belonging to the same parent node.), which represent the same brain region at different scales, we enforce semantic-level consistency between the child hyperedges and their parent hyperedge to facility the reliable model learning, which is denoted as follows: where L scale denotes the loss function that enforces inter-scale semantic consistency among source/target subjects tree structure T s/t . By incorporating this loss, the model learns to maintain consistent semantic information across different scales for hyperedges corresponding to the same brain region."
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,2.4,Model Optimization,"In the training of this work, we introduce a hyperparameter to add up L m and L scale . Then, the overall train loss for the GH alignment model is denoted as: where β is a hyperparameter to control the intensity. In testing, we utilize the Hungarian algorithm "
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,3.1,Experimental Setup,"Dataset: We evaluate our proposed framework effectiveness by conducting experiments on the GH alignment dataset, which includes the ground truth of GH correspondences across 250 subjects. Each GH contains brain atlas information, various morphological features from T1-weighted (T1w) MRI, and task activation vectors obtained from the task fMRI (tfMRI). The Five Lobe Atlas consists of 10 brain regions, while the DK Atlas includes 66 brain regions. The T1w MRI and tfMRI are acquired from the WU-Minn Human Connectome Project (HCP) consortium  Evaluation: In this study, we adopt the accuracy, the correlation (×10 -2 ), and the mean geodesic errors  Implementation Details To train our model, we utilize the Adam optimizer "
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,3.2,Experimental Results,Comparison with State-of-the-Arts: We present the comparison results in Table  Ablation Studies: Table 
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,,Sensitivity Analysis:,We conduct experiments with varying hyperparameters to investigate the sensitivity of β in Eq. 8 and record the results in Table  Qualitative Analysis: Figure 
$$\mathrm {H^{2}}$$GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment,4.0,Conclusion,"In this paper, we propose a novel framework H 2 GM for brain landmark alignment. Specifically, H 2 GM consists of a MsHE module for constructing the multiscale hypergraphs, a MsHM module for matching them, and ISC for incorporating the semantic consistency among scales. Experimental results demonstrate that our proposed H 2 GM outperforms existing approaches significantly."
A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration,1.0,Introduction,"Recent deep learning-based registration methods have shown great potential in solving medical image registration problems  DA has widely been studied for classification and segmentation tasks  Contributions. We introduce two complementary strategies to denoise the Mean Teacher for domain adaptive point cloud registration, addressing the above limitations (see Fig.  2) The selection process considers both teacher and student predictions and can thus prevent detrimental supervision by the teacher. Our second strategy follows the intuition that good teachers should not pose problems to which they do not know the solution. Instead, they should come up with novel tasks with precisely known solutions. Consequently, we propose a completely novel teacher paradigm, where predicted deformations by the teacher are used to synthesize new training pairs for the student, consisting of the original moving inputs and their warps. These input pairs come with precise noise-free displacement labels and significantly differ from static hand-crafted synthetic deformations "
A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration,2.1,Problem Setup and Standard Mean Teacher,"In point cloud registration, we are given fixed and moving point clouds F ∈ R NF×3 , M ∈ R NM×3 and aim to predict a displacement vector field ϕ ∈ R NM×3 that spatially aligns M to F as M + ϕ. We address the task in a domain adaptation setting with training data comprising a labeled source dataset S of triplets (M s , F s , ϕ s ) and a shifted unlabeled target dataset T of tuples (M t , F t ). While the formulation of our method is agnostic to the specific domain shift between S and T , in this work, we generate the source samples on the fly as random synthetic deformations of the target clouds using a fixed handcrafted deformation function def : R N ×3 → R N ×3 , i.e. source triplets are given as (def Note that def preserves point correspondences enabling ground truth computation through point-wise subtraction. Given the training data, we aim to learn a function f that predicts deformation vector fields as φ = f (M , F ) with optimal performance in the target domain. Baseline Mean Teacher. To solve the problem, the standard Mean Teacher framework  consisting of the supervised loss L sup on source data and the consistency loss L con on target data, weighted by λ 1 and λ 2 . L con guides the learning of the student in the target domain with pseudo-supervision from the teacher, which, as a temporal ensemble, is expected to be superior to the student. Nonetheless, predictions by the teacher can still be noisy and inaccurate, limiting the efficacy of the adaptation process."
A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration,2.2,Chamfer Distance-Based Filtering of Pseudo Labels,"In a worst-case scenario, the student might predict an accurate displacement field φt , which is strongly penalized by the consistency loss due to an inaccurate teacher prediction φ t . To prevent such detrimental supervision, we aim to select only those teacher predictions for supervision that are superior to the corresponding student predictions, which, however, is complicated by the absence of ground truth. We, therefore, propose to assess the quality of student and teacher registrations by measuring the similarity/distance between fixed and warped moving clouds, with higher similarities/lower distances indicating more accurate registrations. Among existing similarity measures, we opt for the symmetric Chamfer distance  (2) While we experimentally found the Chamfer distance insufficient as a direct loss function -presumably due to sparse differentiability and susceptibility to local minima, we still observed a strong correlation between Chamfer distance and actual registration error, making it a suitable choice for our purposes. We also explored other measures (Laplacian curvature  and reformulate the consistency loss in Eq. 1 as (4)"
A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration,2.3,Synthesizing Inputs with Noise-Free Supervision,"While the above filtering strategy mitigates detrimental supervision, the selected pseudo labels are still inaccurate.  To our knowledge, there is no prior work with a similarly ""generative"" teacher model. Altogether, we train the student network by minimizing the loss 3 Experiments"
A Denoised Mean Teacher for Domain Adaptive Point Cloud Registration,3.1,Experimental Setup,"Datasets. We evaluate our method for inhale-to-exhale registration of lung vessel point clouds on the public PVT dataset  Implementation Details. The registration network f is implemented as the default 4-scale architecture of PointPWC-Net  Optimization is performed with the Adam optimizer. We first pre-train the network on source data (batch size 4) for 160 epochs and subsequently minimize the joint loss (Eq. 6) for 140 epochs, both with a constant learning rate of 0.001, which requires up to 11 GB and 13/23 h on an RTX2080. For joint optimization, we use mixed batches of 4 source and 4 target samples, set λ 1 = λ 2 = λ 3 = 10, and the EMA-parameter to α = 0.996. While the original PVT data pairs represent the target domain in all experiments, we consider two variants of the function def to synthesize source data pairs: a realistic task-specific 2-scale random field similar to  Comparison Methods. 1) The source-only model is exclusively trained on source data without DA. 2) We adopt the standard Mean Teacher  Metrics. We interpolate the predicted displacements from the moving input cloud to the annotated moving landmarks with an isotropic Gaussian kernel (σ = 5 mm) and measure the target registration error (TRE) with respect to the fixed landmarks. To assess the smoothness of the predictions, we interpolate the sparse displacement fields to the underlying image grid and measure the standard deviation of the logarithm of the Jacobian determinant (SDlogJ)."
