Paper Title,Header Number,Header Title,Text
CheXstray: A Real-Time Multi-Modal Monitoring Workflow for Medical Imaging AI,,Table 1 .,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,1,Introduction,"Coronary computed tomographic angiography (CCTA) is a well-established noninvasive imaging modality to diagnose coronary artery disease (CAD) which is a common disease with increasing prevalence worldwide [15]. Accurate extraction of coronary arteries from CCTA can assist doctors in diagnosis and treatment of CAD [16].Manual segmentation of coronary arteries is time-consuming and expensive. As a result, multiple traditional methods based on image processing techniques have been developed over the years to automatically or semi-automatically segment coronary arteries [1,2]. With the rapid development of deep learning, more methods have been proposed to automatically extract coronary arteries which show better scalability and higher accuracy [18][19][20]23]. Wolterink et al. [19] used graph convolutional networks to predict vertices in the luminal surface mesh. Zhu et al. [23] designed a multi-scale CNN for thin artery segmentation. Wang et al. [18] aggregated local features on point clouds to remove irrelevant vessels. Zhang et al. [20] captured anotamical dependence and hierarchical topology representations for accurate segmentation. Recent studies on coronary artery segmentation gradually pay attention to extracting thin structures [19,23] or removing false vessels [18], but few of them [20] focus on both two aspects.In spite of reasonably good performance achieved by deep learning-based methods, there are still often some disconnected segments in segmentation results, which may be the mispredicted vessels, or may be caused by the presence of artifacts, stenosis, plaques, and occlusions [9]. Vascular connectivity has an important impact on the screening of vascular lesions. Several studies have been carried out to reconnect the broken vessels in 2D [7,11,13] and 3D [3,6], including coronary arteries. All these studies integrate both local vesselness details and geometric priors in vessel reconnection process. But there is no strategy which is specially designed for 3D coronary artery reconnection and show capability to handle complex disconnections and obtain the complete coronary tree to our knowledge.In this paper, we propose a topology-preserving scheme for the extraction of fully-connected coronary arteries, integrating image segmentation, centerline reconnection, and geometry reconstruction. Our major contributions are as follows: 1) We design a new centerline enhanced loss for coronary artery segmentation; 2) We propose the distance probability cosine (DP C) regularized walk algorithm to reconnect the broken centerlines; 3) We use a reconstruction method based on 2D level-set model and 3D implicit modeling technique to reconstruct vascular model along the stitched centerlines."
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,2,Method,"As shown in Fig. 1, the proposed CorSegRec consists of three stages: vascular segmentation stage, vascular reconnection stage and vascular reconstruction stage. Firstly, CCTA images are fed into a vascular segmentation network (e.g. nnU-Net [8]) and trained with the proposed centerline enhanced loss to obtain the initial segmentation result. Then, we reconnect the broken centerlines with the proposed distance, probability, and cosine similarity (DP C) regularized walk algorithm. Finally, we reconstruct the broken vascular model along the stitched cenerlines by integrating level-set segmentation and implicit modeling techniques, and obtain the fully-connected coronary tree."
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,2.1,Vascular Segmentation Based on NSDT Soft-ClDice Loss,"Shit et al. [17] proposed Soft-ClDice for tubular structure segmentation, in which vessel voxels on skeleton and near wall are assigned with the same weight. However, the centerlines of vessels contain significant topology information. Therefore, we calculate the normalized distance from foreground voxels in masks to skeletons to increase the weights of vessel skeletons. In addition, the skeletons of vessels with different radii are increased to the same weight, which will be beneficial for detecting thin vascular structures. As a result, the network will be more sensitive to vascular topology, and thus detect more hard-to-segment vessels and improve the potential of reconnection. The proposed Normalized Skeleton Distance Transform (NSDT) Soft-ClDice loss is denoted as L dscl and calculated as follows:where V L and V P represent true mask and real-valued probabilistic prediction, while S L , S P represent their skeletons, and NSDT L , NSDT P represent their normalized skeleton distance transform masks. • is the Hadamard product. The first and second parts of numerator in Eq. ( 2) and Eq. ( 3) represent skeletons and masks with NSDT (and probability) values respectively. In Eq. ( 4), in represents foreground, x -y 2 calculates the Euclidean distance between voxel x and y. R is the amplification parameter and set to the maximum skeleton distance in one case. We combine Soft-Dice loss (L dc ) and L dscl in training, and get the final loss:where γ is the balancing weight and set to 0.5 empirically."
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,2.2,Vascular Reconnection Based on DPC Walk,"To improve the connectivity of the segmented coronary arteries, we propose the DP C walk algorithm to reconnect the disconnected vascular centerlines. First, centerlines are extracted from predictions. We refer to the centerlines of the two biggest connected components as V i (i = 1, 2, ...) and other broken centerlines as CL j (j = 1, 2, ...). V i consists of a sequence of points (p 1 , p 2 , ..., p m ) where p 1 represents the head and p m represents the tail, while CL j is represented by (q 1 , q 2 , ..., q n ). Then we select candidate branches for CL j by distance and direction.To connect CL j to candidate V i , we iteratively make locally optimal decisions based on distance (D), centerline probability (P ) and cosine similarity (C). The goal is to identify a potential path from the head of CL j to the tail of V i . In general, if the current point of walker is A, then its 26-connected neighbors are denoted as Θ = {A k |k = 1, 2, ..26}, which form a cube sized 3 × 3 × 3 (see Fig. 2). The D, P and C for each neighbor point A k are calculated as follows:where D is the inverse distance between A k and p m , P is the probability that A k is on the centerline, and C is the cosine similarities between A k 's offset vector (o k ) and the offset vectors of the last two stitched points (o -1 , o -2 ). To obtain P , we first train a centerline binary classifier on mini patch level using cascade forest classifier (CFC) [22] due to its few hyper parameters and high training efficiency. While predicting P for A k , we create a patch of size l × l × l centered at A k . We then flatten the patch and input it into CFC. D, P and C are added up, with P of a weight denoted as ω, which is generally set to 5 but magnified ten-fold in environment of extremely low P . When the direction of o -1 and o -2 is too close, we avoid calculating C to prevent a straight line in walk. The calculation of DP C is defined as follows:The global direction is a vector from q 1 to p m , denoted as v. And the cosine similarity of candidate o k and v should be greater than 0. We then select the next point (A next ) with the largest DP C from the current point A (see Fig. 2):The reconnection process ends abnormally by steps beyond the limit or continuous low probabilities. If A arrives at p m , we then analyse the probability sequences and filter out unstable reconnections. Finally, we remove the vascular segments reconnected unsuccessfully and obtain reconnected centerlines."
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,2.3,Vascular Reconstruction Based on Level-Set Segmentation and Implicit Modeling,"The task of coronary reconstruction stage is to reconstruct the vascular model along the stitched centerlines and obtain a coronary artery tree with full connectivity.Firstly, we construct cross-section profiles perpendicular to the stitched centerlines, and extract the corresponding vessel contours using level-set model. We propose a Self-adaptive Local Hybrid level-set model, which can automatically calculate the dynamic threshold using the local region information to act as the lower bound of target object. The energy function is defined as follows: (11) where α and β are pre-set weights, I is image, φ is the contour represented by the level-set method, g( * ) is monotone decreasing function of [0, ∞] → R+, and H(φ) is Heaviside function. μ(x, φ) is the automatically calculated local threshold, and calculated as follows:where K σ (x) is a truncated Gaussian window sized (4k + 1) × (4k + 1). k is the largest integer smaller than the standard deviation. Secondly, the extracted vessel contours are represented as 2D Partial Shape-Preserving Spline (PSPS) functions [10], and different cross-section profiles are weighted and extruded into 3D vessel models along the centerline using the 1D PSPS basis functions (Fig. 3). Finally, these reconstructed 3D vessel models are merged with the original vessel branches to ultimately obtain the fully-connected coronary artery tree."
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,3,Experiments,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,3.1,Setup,"Dataset. We validate our approach on two datasets. The first dataset is public available from the MICCAI 2020 Automated Segmentation of Coronary Arteries (ASOCA) challenge1  [4,5]. ASOCA includes 60 CCTA images, 40 for training and 20 for testing, half of which are patients with CAD. The second dataset named PDSCA is from reference [20], including 50 CCTAs, which is evaluated by five-fold cross-validation for fair comparison.Evaluation Metric. The quantitative results are reported using Dice similarity coefficient (Dice), Hausdorff Distance (HD) and Overlap (OV). Besides, Reconnection Accuracy (RecAcc) is defined to evaluate how successful DPC Walk is to reconnect the broken vessels by calculating directly on centerlines involved in reconnection and removal:where b and s represent the broken and stitched centerlines respectively. For the points on these centerlines, we label them by comparing the reconnected centerlines with ground truth. Similarly, we obtain Reconnection Sensitivity (RecSen) and Reconnection Specificity (RecSpe):"
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,3.2,Implementation Details,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,,1),"We trained 3d_fullres version of nnU-Net [8] as baseline in environment of NVIDIA GETFORCE GTX 1080Ti, Python 3.7.11 and PyTorch 1.7.1, only loss function modified. 2) We used CascadeForestClassifier [22] implemented in Python deepforest library as centerline classifier. The length parameter l was set to 7, while for thick vessels it was 15 and finally unified to 7 by maxpool. We ramdomly sampled mini image patches centered at voxels on training set with a ratio 1:4 for positive and negative samples. The validation accuracy reached 86% and 94% for two categories respectively."
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,3.3,Comparison with State-of-the-Art Methods,"We performed quantitative comparisons with some advanced deep learning-based segmentation methods on ASOCA and PDSCA as presented in Table 1 and Table 2.For ASOCA, our CorSegRec has better performance in Dice and HD compared with other methods using vanilla 2D or 3D U-Net, and nnU-Net [8] with pre-processing, network improvement or post-processing. It proves CorSegRec has stronger ability in extracting coronary arteries compared with some methods of vascular enhancing and removal.For PDSCA, our approach shows significant improvements in Dice and HD compared with ResU-Net [12] and MPSPNet [23]. The rest of methods pay attention to the structures of objects in segmentation [14,17,20]. Differently, we focus on learning useful information from probability and direction to reconnect the broken vessels and get the best results."
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,3.4,Ablation Study,"Ablation Study on Components of DPC Walk. We conducted several experiments by combining different subsets of D, P , and C. As shown in Table 3, DPC Walk outperforms the others in terms of RecAcc, RecSen and OV. Our focus is to extract a complete coronary tree by emphasizing connection rather than removal, hence the RecSpe is relatively low. The walk without P yielded the worst results, indicating that P is the critical component of the DPC Walk algorithm. The ranking of P C and DP is close, as both have the crucial P . P C Walk lacks guidance to the destination and may encounter difficulties in longdistance reconnections, whereas DP Walk is unable to handle situations when D or P dominates. Overall, DPC Walk is the optimal choice. Ablation Study on Vascular Reconstruction. Figure 4 presents the evaluation of initial segmentation and final results using Dice (orange lines with a left y-axis) and HD (green bars with a right y-axis). The complete CorSegRec scheme achieves superior results. As shown in Fig. 5, most broken segments are correctly connected to the two largest components after reconstruction. Moreover, the reconstructed vessel models have similar appearance to the ground truth. "
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,4,Conclusion,"In this paper, we present a new topology-preserving scheme called CorSegRec to extract fully-connected coronary arteries from CCTA. Our approach combines coronary artery segmentation, centerline reconnection, and coronary model reconstruction. Notably, the proposed DPC Walk algorithm can remove most false positive segments and effectively track and connect some arteries hardto-segment. Experiment results on two CCTA datasets demonstrate that our method can achieve better connected and more accurate coronary artery extraction compared to other methods."
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,,Fig. 1 .,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,,Fig. 2 .,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,,Fig. 3 .,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,,Fig. 4 .Fig. 5 .,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,,Table 1 .,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,,Table 2 .,
CorSegRec: A Topology-Preserving Scheme for Extracting Fully-Connected Coronary Arteries from CT Angiography,,Table 3 .,
Joint Dense-Point Representation for Contour-Aware Graph Segmentation,1,Introduction,"Semantic segmentation is a fundamental task in medical imaging used to delineate regions of interest, and has been applied extensively in diagnostic radiology. Recently, deep learning methods that use a dense probability map to classify each pixel such as UNet [2], R-CNN [3], FCN [4] have advanced the state-of-the-art in this area. Despite overall excellent performance, dense-based approaches learn using a loss defined at the pixel-level which can lead to implausible segmentation boundaries such as unexpected interior holes or disconnected blobs [1]. This is a particular problem in medical image analysis where information-poor, occluded or artefact-affected areas are common and often limit a network's ability to predict reasonable boundaries. Furthermore, minimising the largest error (Hausdorff distance (HD)) is often prioritised over general segmentation metrics such as Dice Similarity (DS) or Jaccard Coefficient (JC) in medical imaging, as stable and trustworthy predictions are more desirable.To address this problem in segmentation networks, Gaggion et al. proposed HybridGNet [1] that replaces the convolutional decoder in UNet with a graph convolutional network (GCN), where images are segmented using a polygon generated from learned points. Due to the relational inductive bias of graph networks where features are shared between neighbouring nodes in the decoder, there is a natural smoothing effect in predictions leading to stable segmentation and vastly reduced HD. In addition this approach is robust to domain shift and can make reasonable predictions on unseen datasets sourced from different medical centres, whereas dense-based methods fail due to domain memorization [5]. In HybridGNet, improved stability and HD comes at the cost of reduced contour detail conveyed by sub-optimal DS and JC metrics when compared to dense-based approaches such as UNet. Many methods have addressed this problem by rasterizing polygon points predicted by a decoder to a dense mask and then training the network using typical pixel-level losses such as Dice or crossentropy [7,9,10]. These approaches have merit but are often limited by their computational requirements. For example, in CurveGCN [7], the rasterization process uses OpenGL polygon triangulation which is not differentiable, and the gradients need to be approximated using Taylor expansion which is computationally expensive and can therefore only be applied at the fine-tuning stage [8]. While in ACDRNet [10], rasterization is differentiable, however the triangulation process is applicable only to convex polygons, and therefore limits application to more complicated polygon shapes. Rasterization is extended to non-convex polygons in BoundaryFormer [9] by bypassing the triangulation step and instead approximating the unsigned distance field. This method gives excellent results on MS-COCO dataset [11], however is computationally expensive (see Sect. 3.3).With this in mind, we return to HybridGNet which efficiently optimises points directly and theorise about the causes of the performance gap relative to dense segmentation models. We identify that describing segmentation contours using points is a sub-optimal approach because (1) points are an incomplete representation of the segmentation map; (2) the supervisory signal is usually weaker (n distances are calculated from n pairs of points, versus, h x w distances for pairs of dense probability maps); (3) the distance from the contour is more meaningful than the distance from the points representing the contour, hence minimising the point-wise distance can lead to predictions which fall on the contour being penalised."
Joint Dense-Point Representation for Contour-Aware Graph Segmentation,,Contributions:,"We propose a novel joint architecture and contour loss to address this problem that leverages the benefits of both point and dense approaches. First, we combine image features from an encoder trained using a point-wise distance with image features from a decoder trained using a pixel-level objective. Our motivation is that contrasting training strategies enable diverse image features to be encoded which are highly detailed, discriminative and semantically rich when combined. Our joint learning strategy benefits from the segmentation accuracy of dense-based approaches, but without topological errors that regularly afflict models trained using a pixel-level loss. Second, we propose a novel hybrid contour distance (HCD) loss which biases the distance field towards pre-dictions that fall on the contour boundary using a sampled unsigned distance function which is fully differentiable and computationally efficient. To our knowledge this is the first time unsigned distance fields have been applied to graph segmentation tasks in this way. Our approach is able to generate highly plausible and accurate contour predictions with lower HD and higher DS/JC scores than a variety of dense and graph-based segmentation baselines."
Joint Dense-Point Representation for Contour-Aware Graph Segmentation,2,Methods,
Joint Dense-Point Representation for Contour-Aware Graph Segmentation,2.1,Network Design,"We implement an architecture consisting of two networks, a Dense-Graph (DG) network and a Dense-Dense (DD) network, as shown in Fig. 1. Each network takes the same image input X of height H and width W with skip connections passing information from the decoder of DD to the encoder of DG. For DG, we use a HybridGNet-style architecture containing a convolutional encoder to learn image features at multiple resolutions, and a graph convolutional decoder to regress the 2D coordinates of each point. In DG, node features are initialised in a variational autoencoder (VAE) bottleneck where the final convolutional output is flattened to a low dimensional latent space vector z. We sample z from a distribution Normal(μ, σ) using the reparameterization trick [12], where μ and σ are learnt parameters of the encoder. Image-to-Graph Skip Connections (IGSC) [1] are used to sample dense feature maps F I ∈ R H×W ×C from DG's encoder using node position predictions P ∈ R N ×2 from DG's graph decoder and concatenate these with previous node features F G ∈ R N ×f to give new node features F G ∈ R N ×(f +C+2) . Here, N is the number of nodes in the graph and f is the dimension of the node embedding. We implement IGSC at every encoder-decoder level and pass node predictions as output, resulting in seven node predictions. For DD, we use a standard UNet using the same number of layers and dimensions as the DG encoder with a dense segmentation prediction at the final decoder layer. "
Joint Dense-Point Representation for Contour-Aware Graph Segmentation,2.2,Graph Convolutional Network,"Our graph decoder passes features initialised from the VAE bottleneck through six Chebyshev spectral graph convolutional [13] (ChebConv) layers using K-order polynomial filters. Briefly, this is defined bywhere Θ (k) ∈ R fin × fout are learnable weights and σ is a ReLU activation function. Z (k)  is computed recursively such that Z (1) = X, Z (2) = L•Z (1) , 2) where X ∈ R N × fin are graph features, and L represents the scaled and normalized graph Laplacian [14]. In practice, this allows for node features to be aggregated within a K-hop neighbourhood, eventually regressing the 2D location of each node using additional ChebConv prediction layers (f out = 2). As in [1], our graph network also includes an unpooling layer after ChebConv block 3 to upsample the number of points by adding a new point in between existing ones. "
Joint Dense-Point Representation for Contour-Aware Graph Segmentation,2.3,Joint Dense-Point Learning,"As typical DG networks are trained with a point-wise distance loss and not a pixel-level loss, the image encoder is not directly optimised to learn clear and well-defined boundary features. This misalignment problem results in the DG encoder learning features pertinent to segmentation which are distinctively different from those learnt in DD encoders. This is characterised by activation peaks in different image regions such as the background and other non-boundary areas (see Fig. 2). To leverage this observation, we enrich the DG encoder feature maps at multiple scales by fusing them with image features learnt by a DD decoder using a pixel-level loss. These diverse and highly discriminative features are concatenated before being passed through the convolutional block at each level. Current GCN feature learning paradigms aim at combining feature maps from neighbouring or adjacent levels so as to aggregate similar information. This results in a ""coarse-to-fine"" approach by first passing high level features to early graph decoder blocks, followed by low level features to late graph decoder blocks. Our joint learning approach is similar to this strategy but also supplements each DG encoder level with both semantically rich and highly detailed contour features learnt by the DD network. "
