title,keyword
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer (vol5),geographical
DiffDP: Radiotherapy Dose Prediction via a Diffusion Model (vol5),problem
DiffDP: Radiotherapy Dose Prediction via a Diffusion Model (vol5),hospital
Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning (vol5),bias
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images (vol5),women
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images (vol5),countries
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images (vol5),issues
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images (vol5),hospitals
Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images (vol5),challenge
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs (vol5),challenge
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs (vol5),challenge
MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans (vol5),problem
MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans (vol5),hospitals
Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology (vol5),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol5),women
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol5),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol5),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol5),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol5),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol5),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol5),challenge
Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering (vol5),problem
Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction (vol5),challenges
Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement (vol5),women
Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement (vol5),issues
Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement (vol5),issues
MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis (vol5),balanced
Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors (vol5),women
Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors (vol5),challenges
Histopathology Image Classification Using Deep Manifold Contrastive Learning (vol5),hospital
Histopathology Image Classification Using Deep Manifold Contrastive Learning (vol5),balance
Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides (vol5),issue
Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides (vol5),issues
Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides (vol5),balance
Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection (vol5),issue
Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection (vol5),challenge
Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification (vol5),hospital
Artifact Restoration in Histology Images with Diffusion Probabilistic Models (vol5),issue
Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer (vol6),difficulties
ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment (vol6),problem
ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment (vol6),issue
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment (vol6),society
Detection of Basal Cell Carcinoma in Whole Slide Images (vol6),fairness
Detection of Basal Cell Carcinoma in Whole Slide Images (vol6),fair
Detection of Basal Cell Carcinoma in Whole Slide Images (vol6),fair
Detection of Basal Cell Carcinoma in Whole Slide Images (vol6),balanced
Detection of Basal Cell Carcinoma in Whole Slide Images (vol6),fair
Multi-scale Prototypical Transformer for Whole Slide Image Classification (vol6),issue
Multi-scale Prototypical Transformer for Whole Slide Image Classification (vol6),problem
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer (vol6),geographical
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer (vol6),geographical
DiffDP: Radiotherapy Dose Prediction via a Diffusion Model (vol6),problem
DiffDP: Radiotherapy Dose Prediction via a Diffusion Model (vol6),hospital
Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning (vol6),bias
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images (vol6),women
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images (vol6),countries
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images (vol6),issues
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images (vol6),hospitals
Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images (vol6),challenge
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs (vol6),challenge
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs (vol6),challenge
MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans (vol6),problem
MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans (vol6),hospitals
Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology (vol6),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol6),women
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol6),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol6),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol6),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol6),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol6),challenge
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis (vol6),challenge
Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering (vol6),problem
Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction (vol6),challenges
Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement (vol6),women
Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement (vol6),issues
Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement (vol6),issues
MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis (vol6),balanced
Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors (vol6),women
Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors (vol6),challenges
Histopathology Image Classification Using Deep Manifold Contrastive Learning (vol6),hospital
Histopathology Image Classification Using Deep Manifold Contrastive Learning (vol6),balance
Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides (vol6),issue
Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides (vol6),issues
Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides (vol6),balance
Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection (vol6),issue
Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection (vol6),challenge
Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification (vol6),hospital
Artifact Restoration in Histology Images with Diffusion Probabilistic Models (vol6),issue
Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification (vol7),women
Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation (vol7),challenges
Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation (vol7),challenge
Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation (vol7),challenges
DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning (vol7),women
DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning (vol7),transparency
Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network (vol7),challenges
Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network (vol7),challenge
Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network (vol7),challenge
Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network (vol7),issue
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer (vol7),balance
Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism (vol7),women
Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism (vol7),challenges
Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism (vol7),problems
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information (vol7),challenges
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information (vol7),issue
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information (vol7),problem
CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction (vol7),challenges
EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition (vol7),bias
EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition (vol7),problem
EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition (vol7),problems
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images (vol7),problem
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images (vol7),women
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images (vol7),difficult
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images (vol7),challenges
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images (vol7),hospital
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images (vol7),hospital
Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T (vol8),problem
A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging (vol8),hospital
B-Cos Aligned Transformers Learn Human-Interpretable Features (vol8),problem
Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping (vol8),issues
Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping (vol8),age
Intraoperative CT Augmentation for Needle-Based Liver Interventions (vol9),challenge
Intraoperative CT Augmentation for Needle-Based Liver Interventions (vol9),problem
Intraoperative CT Augmentation for Needle-Based Liver Interventions (vol9),challenges
Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network (vol9),difficult
Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing (vol9),issue
Surgical Video Captioning with Mutual-Modal Concept Alignment (vol9),hospital
Learning Expected Appearances for Intraoperative Registration During Neurosurgery (vol9),problem
FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery (vol9),challenge
FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery (vol9),imbalanced
FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery (vol9),challenge
FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery (vol9),imbalanced
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery (vol9),challenge
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery (vol9),problem
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery (vol9),problem
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery (vol9),problem
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery (vol9),problem
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery (vol9),problem
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery (vol9),problem
A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation (vol9),issues
A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation (vol9),problem
A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation (vol9),difficult
A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation (vol9),issues
A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation (vol9),difficulty
A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation (vol9),challenge
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation (vol9),issues
Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations (vol10),challenge
Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations (vol10),problem
StructuRegNet: Structure-Guided Multimodal 2D-3D Registration (vol10),awareness
StructuRegNet: Structure-Guided Multimodal 2D-3D Registration (vol10),awareness
X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior (vol10),problem
X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior (vol10),difficult
FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction (vol10),difficult
Geometric Ultrasound Localization Microscopy (vol10),challenges
DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration (vol10),challenge
DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration (vol10),problem
DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration (vol10),difficult
Solving Low-Dose CT Reconstruction via GAN with Local Coherence (vol10),clinic
