,title,extracted_keyword_sent
37,Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,none
38,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,none
39,FedGrav: An Adaptive Federated Aggregation Algorithm for Multi-institutional Medical Image Segmentation,none
40,Faithful Synthesis of Low-Dose Contrast-Enhanced Brain MRI Scans Using Noise-Preserving Conditional GANs,none
41,A Spatial-Temporal Deformable Attention Based Framework for Breast Lesion Detection in Videos,none
42,DeDA: Deep Directed Accumulator,none
43,OpenAL: An Efficient Deep Active Learning Framework for Open-Set Pathology Image Classification,none
44,SFusion: Self-attention Based N-to-One Multimodal Fusion Block,none
45,ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification,"some diseases are common while others are rare, making it difficult to collect
balanced data to tackle the challenge of learning unbiased classifiers with
imbalanced data, many previous works focus on three main ideas, including
re-sampling data recently, contrastive learning (cl) methods pose great
potential for representation learning when trained on imbalanced data to address
the above issues, we propose a class-enhancement contrastive learning (ecl)
method for skin lesion classification, differences between scl and ecl are
illustrated in fig."
46,SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,none
47,UniSeg: A Prompt-Driven Universal Segmentation Model as Well as A Strong Representation Learner,none
48,Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,none
49,Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,none
50,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,none
51,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,none
52,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,none
53,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,none
54,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,"this indirect supervision avoids the misleading of box-shape bias of
annotations."
55,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,none
56,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,none
57,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,none
58,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,none
59,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,none
60,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,none
61,Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,none
62,Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk,none
63,Learning Reliability of Multi-modality Medical Images for Tumor Segmentation via Evidence-Identified Denoising Diffusion Probabilistic Models,none
64,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,breast cancer is the leading cause of cancer-related fatalities among women.
65,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"currently, it holds the highest incidence rate of cancer among women in the
u.s., and in 2022 it accounted for 31% of all newly diagnosed cancer cases in
the past decade, deep learning-based approaches achieved remarkable advancements
in bus tumor classification vision transformer (vit) accordingly, numerous prior
studies introduced modifications to the original vit network specifically
designed for bus image classification multitask learning leverages shared
information across related tasks by jointly training the model."
66,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"moreover, multitask learning acts as a regularizer by introducing inductive bias
and prevents overfitting in this study, we introduce a hybrid multitask
approach, hybrid-mt-estan, which encompasses tumor classification as a primary
task and tumor segmentation as a secondary task."
67,SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,"breast cancer is the most common cause of cancer-related deaths among women all
around the world to better support the radiologists with breast cancer
diagnosis, various segmentation algorithms have been developed although in this
study, we propose a simple yet effective weakly-supervised strategy, by using
extreme points as annotations (see fig."
68,SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,such setting can help alleviate class imbalance issue.
69,Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,none
70,DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,none
71,M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,none
72,Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,none
73,RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,none
74,Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,none
75,A Sheaf Theoretic Perspective for Robust Prostate Segmentation,none
76,MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,none
77,Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,none
78,A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,none
79,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"to solve the inherent issue of imbalanced tumor type in the training data
collected in clinic, a novel ordinal manifold mixup based feature augmentation
is applied in the training of the tumor subtyping network."
80,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"in addition, information of patient age and tumor position is also used."
81,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"specifically, the in-house dataset collected in cooperation hospitals contains
pre-operative multimodal mr images, including t1, t1 contrast enhanced (t1c),
t2, and flair, of 1726 patients (age 49.7 ± 13.1) with confirmed diffuse glioma
types."
82,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"besides the inhouse dataset, a public dataset brats2019, including pre-operative
multimodal mr images of 210 non-censored patients (age 61.4 ± 12.2), is adopted
as the external independent testing dataset."
83,Medical Boundary Diffusion Model for Skin Lesion Segmentation,none
84,H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,"to mitigate the pixel imbalance problem, we use a combined loss of focal loss
where n refers to the total number of pixels, p t and q t denote the predicted
probability and ground truth of the t-th pixel, respectively, and r = 2 is the
modulation factor."
85,H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,"concretely, a multi-path parallel embedding module and a densely connected
transformer block were developed and integrated to balance accuracy and
computational complexity."
86,TransNuSeg: A Lightweight Multi-task Transformer for Nuclei Segmentation,none
87,QCResUNet: Joint Subject-Level and Voxel-Level Prediction of Segmentation Quality,"the two parts are combined using a weight parameter λ to balance the different
loss components: 3 experiments for this study, pre-operative multimodal mri
scans of varying grades of glioma were obtained from the 2021 brain tumor
segmentation (brats) challenge in this work, we proposed a novel cnn
architecture called qcresunet to perform automatic brain tumor segmentation qc
in multimodal mri scans."
88,EGE-UNet: An Efficient Group Enhanced UNet for Skin Lesion Segmentation,none
89,Diffusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,none
90,Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,none
91,EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"the encoder effectively extracts features from images by striking a balance
between cnn and transformer architectures."
92,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"furthermore, clinical data collected for training is usually imbalanced in some
properties, e.g., more samples with light skins compared with dark skins."
93,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"our dataset with manual labels is available at this url secondly, we design a
simple yet novel data preprocessing and alternation method, called edgemixup, to
improve lyme disease segmentation and diagnosis fairness on samples with
different skin-tones."
94,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"such an improvement is an iterative process that gradually improves lesion edge
detection and segmentation fairness until convergence."
95,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"then, the detected, converged edge in the first step also helps classification
of lyme diseases via mixup with improved fairness."
96,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"our results show that edgemixup is able to increase segmentation utility and
improve fairness."
97,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"we also show that the improved segmentation further improves classification
fairness as well as joint fairness-utility metrics compared to existing
debiasing methods, e.g., ad"
98,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,none
99,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,none
100,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,none
101,Detection of Basal Cell Carcinoma in Whole Slide Images,"we observed that conventional nas methods often overlook fairness ranking during
the search, hindering the search for optimal solutions."
102,Detection of Basal Cell Carcinoma in Whole Slide Images,"our sc-net framework addresses this by ensuring fair training and precise
ranking."
103,Detection of Basal Cell Carcinoma in Whole Slide Images,"to ensure a fair comparison on our dataset, we selected several papers in the
field of pathological image analysis, such as evaluation metrics."
104,Detection of Basal Cell Carcinoma in Whole Slide Images,"by formulating sc-net as a balanced supernet, we ensure fair ranking and
treatment of all potential architectures."
105,Detection of Basal Cell Carcinoma in Whole Slide Images,"we observed that conventional nas methods often overlook fairness ranking during
the search, hindering the search for optimal solutions."
106,Detection of Basal Cell Carcinoma in Whole Slide Images,"our sc-net framework addresses this by ensuring fair training and precise
ranking."
107,Detection of Basal Cell Carcinoma in Whole Slide Images,"to ensure a fair comparison on our dataset, we selected several papers in the
field of pathological image analysis, such as evaluation metrics."
108,Detection of Basal Cell Carcinoma in Whole Slide Images,"by formulating sc-net as a balanced supernet, we ensure fair ranking and
treatment of all potential architectures."
109,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,none
110,Multi-scale Prototypical Transformer for Whole Slide Image Classification,none
111,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,none
112,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,none
113,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,none
114,DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,none
115,Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning,"the bias and error generated in each level of the representation model will
accumulate in the final decision model."
116,Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning,"the bias and error generated in each level of the representation model will
accumulate in the final decision model."
117,Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,"cervical cancer is a common and severe disease that affects millions of women
globally, particularly in developing countries several computer-aided cervical
cancer screening methods have been proposed for whole slide images (wsis) in the
literature."
118,Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,"we divide all 5384 samples into five independent parts for five-fold
cross-validation, and the results are shown in table cervical cancer is a common
and severe disease that affects millions of women globally, particularly in
developing countries several computer-aided cervical cancer screening methods
have been proposed for whole slide images (wsis) in the literature."
119,Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images,none
120,Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,none
121,HIGT: Hierarchical Interaction Graph-Transformer for Whole Slide Image Analysis,none
122,MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,none
123,Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology,none
124,Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening,none
125,CellGAN: Conditional Cervical Cell Synthesis for Augmenting Cytopathological Image Classification,none
126,An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,none
127,Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis,"breast cancer (bc) is one of the most common malignant tumors in women worldwide
and it causes nearly 0.7 million deaths in 2020 recently, with the development
of transformer, multi-modal pre-training has achieved great success in the
fields of computer vision (cv) and natural language processing (nlp)."
128,Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis,"breast cancer immunohistochemical image generation challenge breast cancer (bc)
is one of the most common malignant tumors in women worldwide and it causes
nearly 0.7 million deaths in 2020 recently, with the development of transformer,
multi-modal pre-training has achieved great success in the fields of computer
vision (cv) and natural language processing (nlp)."
129,Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions,none
130,Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering,none
131,Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction,none
132,Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement,cervical cancer is the second most common cancer among adult women.
133,Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement,"in our approach, we begin by utilizing retinanet cervical cancer is the second
most common cancer among adult women."
134,MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,"in our analysis, we focused on the embedding-based configuration and on the
balanced combined approach (referred to as 2/2)."
135,MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,"in our analysis, we focused on the embedding-based configuration and on the
balanced combined approach (referred to as 2/2)."
136,Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors,"breast cancer (bc) is the most common cancer diagnosed among females and the
second leading cause of cancer death among women after lung cancer among
different types of imaging biomarkers, histopathological images are generally
considered the golden standard for bc prognosis since they can confer important
cell-level information that can reflect the aggressiveness of bc to deal with
the above challenges, several researchers began to design domain adaption
algorithms, which utilize the labeled data from a related cancer subtype to help
predict the patients' survival in the target domain."
137,Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors,"breast cancer (bc) is the most common cancer diagnosed among females and the
second leading cause of cancer death among women after lung cancer among
different types of imaging biomarkers, histopathological images are generally
considered the golden standard for bc prognosis since they can confer important
cell-level information that can reflect the aggressiveness of bc to deal with
the above challenges, several researchers began to design domain adaption
algorithms, which utilize the labeled data from a related cancer subtype to help
predict the patients' survival in the target domain."
138,Gene-Induced Multimodal Pre-training for Image-Omic Classification,none
139,Histopathology Image Classification Using Deep Manifold Contrastive Learning,"the k-nearest neighbors graph and the geodesic distance matrix are updated once
every five training epochs, which is empirically chosen to balance running time
and accuracy."
140,Histopathology Image Classification Using Deep Manifold Contrastive Learning,"the k-nearest neighbors graph and the geodesic distance matrix are updated once
every five training epochs, which is empirically chosen to balance running time
and accuracy."
141,Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides,"the optimization process aims to achieve a balance between these two goals,
resulting in an embedding space that encodes as much information as possible
about tumor-associated stroma identification while not encoding any information
on the data source."
142,Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides,"the optimization process aims to achieve a balance between these two goals,
resulting in an embedding space that encodes as much information as possible
about tumor-associated stroma identification while not encoding any information
on the data source."
143,Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image Based Cancer Survival Prediction,none
144,Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection,none
145,Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification,none
146,Artifact Restoration in Histology Images with Diffusion Probabilistic Models,none
147,Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,"breast cancer is the most prevalent form of cancer among women and can have
serious physical and mental health consequences if left unchecked deep neural
networks have been widely adopted for breast cancer diagnosis to alleviate the
workload of radiologists."
148,Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,none
149,DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,"breast cancer (bc) is the most common cancer in women and incidence is
increasing authenticated by the bi-rads lexicon the question of ""what the bi-mg
would look like if they were symmetric?"" is often considered when radiologists
determine the symmetry of bi-mg."
150,DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,"training with synthetic artifacts is a low-cost but efficient way to supervise
the model to better reconstruct images the alpha weights α k is a 2d gaussian
distribution map, in which the co-variance is determined by the size of k-th
tumor t, representing the transparency of the pixels of the tumor."
151,Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network,none
152,Skin Lesion Correspondence Localization in Total Body Photography,none
153,Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,"to fit the dirichlet distribution to the output layer of our network, we use a
loss function consisting of the prediction error l p i and the evidence
adjustment where λ is the annealing coefficient to balance the two terms."
154,Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism,"breast cancer is the most common cancer and the leading cause of cancer death in
women with the development of computer technology, artificial intelligence-based
methods have shown potential in image generation and have received extensive
attention."
155,Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,none
156,Automated CT Lung Cancer Screening Workflow Using 3D Camera,none
157,Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma,none
158,Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,none
159,CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,none
160,EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,"however, recent research has revealed that the success of these models may be a
result of overly relying on ""spurious cues"" in dermoscopic images, such as
rulers, gel bubbles, dark corners, and hairs to alleviate the artifact bias and
enhance the model's generalization ability, we rethink the problem from the
domain generalization (dg) perspective, where a model trained within multiple
different but related domains are expected to perform well in unseen test
domains."
161,Self-feedback Transformer: A Multi-label Diagnostic Model for Real-World Pancreatic Neuroendocrine Neoplasms Data,none
162,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,"breast cancer is a serious health problem with high incidence and wide
prevalence for women throughout the world therefore, there is a high demand for
automatic and robust methods to achieve accurate breast tumor segmentation."
163,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,none
164,Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,none
165,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,none
166,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,none
167,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,none
168,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,none
169,Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning,none
170,Prompt-Based Grouping Transformer for Nucleus Detection and Classification,none
171,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,none
172,atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning,none
173,B-Cos Aligned Transformers Learn Human-Interpretable Features,none
174,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"it publicly released preprocessed restingstate fmri data of 1000 healthy
right-handed subjects with an average age 21.5 ± 2.9 years and approximately
equal numbers of males and females from the brain genomics superstruct project
(gsp) brats 2020."
175,Intraoperative CT Augmentation for Needle-Based Liver Interventions,none
176,Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,none
177,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,none
178,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,none
179,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,none
180,Surgical Video Captioning with Mutual-Modal Concept Alignment,none
181,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,none
182,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,none
183,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,none
184,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,"one significant challenge in developing a flim-based classifier to detect tumor
in the surgical cavity is the presence of highly imbalanced labels."
185,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,"to address the technical challenge of highly imbalanced label distribution and
the need for intraoperative real-time cavity imaging, we developed an
intraoperative flim guidance model to identify residual tumors by classifying
residual cancer as anomalies."
186,FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,none
187,Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,none
188,A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,none
189,Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,none
190,Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,none
191,StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,none
192,X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,none
193,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,none
194,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,none
195,Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,none
196,Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,none
197,An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,none
198,Geometric Ultrasound Localization Microscopy,none
199,Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras,none
200,DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration,none
201,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,none
202,Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,none
203,Trackerless Volume Reconstruction from Intraoperative Ultrasound Images,none
204,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,"it shows superiority in model training however, current dm-based methods focus
on one-to-one mri translation, promising to be improved by many-to-one methods,
which requires dedicated design to balance the multiple conditions introduced by
multi-modal mri."
205,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,"-propose an auto-weight adaptation to balance multi-conditions and maximise the
chance of leveraging relevant multi-modal information."
206,LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline,none
