,title,extracted_keyword_sent
25,Self-supervised Learning for Physiologically-Based Pharmacokinetic Modeling in Dynamic PET,"further details on
the dataset are presented elsewhere [16].the pet frames and the label map were
resampled to an isotropic voxel size of 2.5 mm."
26,Self-supervised Learning for Physiologically-Based Pharmacokinetic Modeling in Dynamic PET,"then, the dataset was split
patient-wise into training, validation, and test set, with 10, 4, and 9 patients
respectively."
27,Self-supervised Learning for Physiologically-Based Pharmacokinetic Modeling in Dynamic PET,"details on the dataset split are available in the supplementary
material (table 1)."
28,Self-supervised Learning for Physiologically-Based Pharmacokinetic Modeling in Dynamic PET,"a
possible way to leverage this would be to work on simulated data, yet the
validity of such evaluations strongly depends on how realistic the underlying
simulation models are."
29,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"however, most deep
learning approaches for segmentation require fully or partially labeled training
datasets, which can be time-consuming and expensive to annotate."
30,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"we evaluate our method on the brain tumor segmentation challenge (brats) dataset
[1,2,14], which contains 2,000 cases, each of which includes four 3d volumes
from four different mri modalities: t1, post-contrast enhanced t1 (t1-ce), t2,
and t2 fluid attenuated inversion recovery (t2-flair), as well as a
corresponding segmentation ground-truth mask."
31,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"the official data split divides
these cases by the ratio of 8:1:1 for training, validation, and testing (5,802
positive and 1,073 negative images)."
32,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"we
preprocess the data by slicing each volume along the z-axis to form a total of
193,905 2d images, following the approach of kang et al."
33,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"finally, the proposed ame-cam achieves optimal performance in all modalities of
the brats dataset.compared to the unsupervised baseline (ul), c&f is unable to
separate the tumor and the surrounding tissue due to low contrast, resulting in
low dice scores in all experiments."
34,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"2 shows the
visualization of the cam and segmentation results from all six cam-based
approaches under four different modalities from the brats dataset."
35,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"we aim to demonstrate the superiority of the proposed
attention-based aggregation approach for segmenting tumor regions in t1 mri of
the brats dataset."
36,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"note that we only report the results for t1 mri in the brats
dataset."
37,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,the experiments are done on the t1-ce mri of brats dataset.
38,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"1 and the
multipleexit using results from m 2 and m 3 , and using all exits (ame-cam) on
t1-ce mri in the brats dataset.the comparisons show that the activation map
obtained from the shallow layer m 1 and the deepest layer m 4 result in low dice
scores, around 0.15."
39,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"we then use an
attention model to hierarchically aggregate these activation maps, learning
pixel-wise weighted sums.experimental results on the four modalities of the 2021
brats dataset demonstrate the superiority of our approach compared with other
cam-based weakly-supervised segmentation methods."
40,AME-CAM: Attentive Multiple-Exit CAM for Weakly Supervised Segmentation on MRI Brain Tumor,"specifically, ame-cam achieves
the highest dice score for all patients in all datasets and modalities."
41,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"in this work, we focus on the scenario where
radiological meta-data (thus, low-confidence labels) are available for a large
amount of images, whereas high-confidence labels, obtained by histological
analysis, are scarce.naive extensions of contrastive learning methods, such as
[5,10,11], from 2d to 3d images may be difficult due to limited gpu memory and
therefore small batch size."
42,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"these works implicitly assume a certain threshold on depth to define
positive and negative samples, which may be difficult to define and may be
different among applications and datasets."
43,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"we compare the proposed method with different contrastive and non-contrastive
methods, that either use no meta-data (simclr [5], byol [10]), or leverage only
discrete labels (supcon [13]), or continuous labels (depth-aware [8])."
44,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"this is the public lihc
dataset from the cancer genome atlas [9], which presents a histological score,
the ishak score, designated as y 2 histo , that differs from the metavir score
present in d 1 histo ."
45,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"similarly to the metavir score in d 1 histo
, we also binarize the ishak score, as proposed in [16,20], which results in two
cohorts of 34 healthy and 15 pathological patients.in all datasets, we select
the slices based on the liver segmentation of the patients."
46,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"for the
latter pretraining dataset, it presents an average slice spacing of 3.23 mm with
a standard deviation of 1.29 mm."
47,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"more
details and an illustration of tinynet are available in the supplementary
material, as well as a full illustration of the algorithm flow.data
augmentation, sampling and optimization."
48,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"cl methods [5,10,11] require strong
data augmentations on input images, in order to strengthen the association
between positive samples [22]."
49,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"data augmentations are computed on
the gpu, using the kornia library [17]."
50,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"all models share the same
data augmentation module, with a batch size of b = 64 and a fixed number of
epochs n epochs = 200."
51,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"then, we train a regularized logistic regression on the frozen
representations of the datasets d 1 histo and d 2 histo ."
52,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"as a baseline, we train a classification algorithm from
scratch (supervised) for each dataset, d 1 histo and d 2 histo , using both
backbone encoders and the same 5-fold crossvalidation strategy."
53,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"finally, we report the
cross-validated results for each model on the aggregated dataset we present in
table 1 the results of all our experiments."
54,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"for each of them, we
report whether the pretraining method integrates the weak label meta-data, the
depth spatial encoding, or both, which is the core of our method."
55,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"first, we can
notice that our method outperforms all other pretraining methods in d 1 histo
and d 1+2 histo , which are the two datasets with more patients."
56,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"for the second dataset d 2 histo , our method
is on par with byol and supcon when using a small encoder and outperforms the
other methods when using a larger backbone.to illustrate the impact of the
proposed method, we report in fig."
57,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"in this work, we proposed a novel kernel-based contrastive learning method that
leverages both continuous and discrete meta-data for pretraining."
58,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"we tested it
on a challenging clinical application, cirrhosis prediction, using three
different datasets, including the lihc public dataset."
59,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classification,"to the best of our
knowledge, this is the first time that a pretraining strategy combining
different kinds of meta-data has been proposed for such application."
60,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"furthermore,
experts may focus on annotating objects they are already aware of, thereby
restricting the possibility of new structural discoveries in large datasets
using deep learning."
61,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"3) our approach outperforms previous
3d unsupervised discovery methods on challenging synthetic datasets and on a
real-world brain tumor segmentation (brats'19) dataset."
62,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"we draw γ from the uniform distribution: to compare with state-of-the-art
unsupervised 3d segmentation methods we follow
[13] and evaluate our method on challenging biologically inspired 3d synthetic
datasets and a real-world brain tumor segmentation (brats'19) dataset.the
synthetic dataset of [13], consists of 120 volumes (80-20-20 split) of size 50 ×
50 × 50."
63,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"the regular variant of the dataset contains
cubical and spherical objects, while the irregular variant contains more complex
shapes."
64,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"pink noise of magnitude m = 0.25 which is commonly seen in biological
data [30] is applied to the volume."
65,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"figure 3 shows sample slices of both
variants.the brats'19 dataset [2,3,21] is an established benchmark for 3d tumor
segmentation of brain mris."
66,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"we compare our method with state-of-the-art unsupervised 3d structure discovery
approaches including clustering using 3d feature learning [23], a 3d
convolutional autoencoder [24], and self-supervised hyperbolic representations
[13].for the synthetic datasets, we used k = 2 (background and cell) for level
1, k = 4 (background, cell, vesicle, mitochondria) for level 2, and k = 8
(background, cell, vesicle, mitochondria, and 4 small protein aggregates) for
level 3 predictions."
67,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"table 1 shows the results for the regular and irregular variants of the
cryo-et-inspired synthetic dataset."
68,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"[7] used 2% of annotated
data, zhao et al."
69,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"we also show in table 2 that features from early decoder stages of the
u-net-based diffusion models better discover larger objects in the hierarchy,
features at intermediate stages better capture intermediate objects, and
features at later stages better find smaller objects.for the brain tumor
segmentation (brats'19) dataset, we use the whole tumor (wt) segmentation mask
for evaluation, which is detectable based on the flair images alone."
70,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"our predictions look smoother and do not capture fine details
of tumor segmentations.we perform ablation studies on the brats'19 dataset
(table 3: below the line)."
71,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"to evaluate the
significance of the diffusion features, we replaced our diffusion feature
extractor with a 3d resnet from med3d [5] trained on 23 medical datasets."
72,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"our method outperforms
existing unsupervised segmentation approaches and discovers meaningful
hierarchical concepts on challenging biologically-inspired synthetic datasets
and on the brats brain tumor dataset."
73,Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features,"while we tested our approach for
unsupervised image segmentation it is conceivable that it could also be useful
in semisupervised settings and that could be applied to data types other than
images."
74,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"the effectiveness of deep
learning models in medical applications is usually based on large,
well-annotated datasets, which in turn necessitates a time-consuming and
expertise-driven annotation process."
75,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"the effectiveness of medical applications during in-site deployment
depends on their ability to generalize to unseen data and remain robust against
data corruption."
76,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"therefore,
we comprehensively evaluate our approach on multiple datasets from various
medical sites to showcase its viability and effectiveness across different
contexts.dual-branch learning has been widely adopted in annotation-efficient
learning to encourage mutual consistency through co-teaching."
77,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"an extensive assessment of our approach through the examination of
four publicly accessible datasets establishes its superiority and clinical
significance."
78,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"in addition, spectrum learning also exhibits advantageous robustness and
generalization against adversarial attacks, data corruption, and distribution
shifts [19]."
79,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"as far as we know, spatial-spectral cross-domain consistency has never
been investigated to promote learning with sparse annotations of medical data."
80,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"consequently, such a scheme can lead to
better feature extraction, more meaningful data representation, and
domain-specific knowledge transmission, thus boosting model generalization and
robustness.entropy-guided pseudo label ensemble learning."
81,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,datasets.
82,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"we employ the sun-seg [10] dataset with scribble annotations for
training and assessing the in-distribution performance."
83,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"this dataset is based on
the sun database [16], which contains 100 different polyp video cases."
84,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"to reduce
data redundancy and memory consumption, we choose the first of every five
consecutive frames in each case."
85,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"we then randomly split the data into 70, 10,
and 20 cases for training, validation, and testing, leaving 6677, 1240, and 1993
frames in the respective split."
86,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"for out-of-distribution evaluation, we utilize
three public datasets, namely kvasir-seg [9], cvc-clinicdb [2], and polypgen [1]
with 1000, 612, and 1537 polyp frames, respectively."
87,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"these datasets are
collected from diversified patients in multiple medical centers with various
data acquisition systems."
88,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"varying data shifts and corruption like motion blur
and specular reflections2 pose significant challenges to model generalization
and robustness.implementation details."
89,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"2, our s 2 me achieves superior in-distribution performance quantitatively and
qualitatively compared with other baselines on the sun-seg [10] dataset."
90,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"regarding generalization and robustness, as indicated in table 2, our method
outperforms other weakly-supervised methods by a significant margin on three
unseen datasets, and even exceeds the fully-supervised upper bound on two of
them 4 ."
91,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"notably, the encouraging performance on unseen datasets exhibits
promising clinical implications in deploying our method to real-world scenarios."
92,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"with extensive in-domain and
out-ofdomain evaluation on four public datasets, our method shows superior
accuracy, generalization, and robustness, indicating its clinical significance
in alleviating data-related issues such as data shift and corruption which are
commonly encountered in the medical field."
93,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"one of the current bottle-necks to obtain better 3d models is the lack of more
abundant and higher quality correspondences in real data.this work introduces
superpoint-e, a new model to extract interest points from endoscopic images."
94,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"we propose to
automatically generate reliable training data from video sequences by tracking
feature points from existing detection methods, which do not require training."
95,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"this idea is supported for example by
recent efforts on collecting new public dataset, to further advance in this
field, such as endoscopic recordings from endoslam [16] and endomapper [1]
datasets."
96,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"superpoint supervision is referred to as homographic adaptation and assumes that
the surfaces are locally plane, which is not the case in our data."
97,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"our training set contains short sequences (4-7 s) from the
complete colonoscopy recordings in endomapper dataset where colmap software was
able to obtain a 3d reconstruction."
98,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"the following experiments demonstrate the proposed feature detection efficacy to
obtain 3d models on real colonoscopy videos, comparing different variations of
our approach and relevant baseline methods.dataset."
99,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"we seek techniques that are
applicable to real medical data, so we train and evaluate with subsequences from
the endomapper dataset [1], which contains a hundred complete endoscopy
recordings obtained during regular medical practice."
100,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"we use colmap 3d
reconstructions obtained from subsequences from this dataset (11260 frames from
65 reconstructions obtained along 14 different videos for training, and 838
frames from 7 reconstructions from 6 different videos for testing)."
101,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"for both metrics, our detector achieves significantly better
results, showcasing the better properties of our detector for 3d
reconstruction.to provide quantitative evaluation of the camera motion
estimation, we use a simulated dataset [3] to have ground truth available for
the camera trajectory."
102,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"we took 5 sequences of 100-150 frames from this dataset,
and we tested the baselines and our model."
103,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"simulated data lacks some of the biggest challenges of endoscopy
images (e.g."
104,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"however, data acquisition for medical
images poses unique challenges due to privacy concerns and the high cost of
manual annotation."
105,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"moreover, pathological images from different tissues or
cancer types often show significant domain shifts, which hamper the
generalization of models trained on one dataset to others."
106,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"[3,5,14] explore how to implicitly align target domain
data with the model trained on the source domain without accessing the source
domain data."
107,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"therefore, how to leverage the existing knowledge of black-box
models to effectively train new models for the target domain without accessing
the source domain data remains a critical challenge.in this paper, we present a
novel source-free domain adaptation framework for cross-tissue cell segmentation
without accessing both source domain data and model parameters, which can
seamlessly integrate heterogeneous models from different source domains into any
cell segmentation network with high generality."
108,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"we only use the source models' predictions on the target data for
knowledge transfer without accessing the source data and parameters."
109,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"also, we
apply two different perturbations (η, η ) to the target domain data and feed
them into the student model and the mean-teacher model respectively."
110,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"dataset and setting: we collect four pathology image datasets to validate our
proposed approach."
111,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"[10] publish a dataset of nucleus segmentation containing 5,060
segmented slides from 10 tcga cancer types."
112,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"we have also included 463 images of
kidney renal clear cell carcinoma (kirc) in our dataset, which are made publicly
available by irshad et al [11]."
113,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"[2] publicly release a dataset
containing tissue slide images and associated clinical data on colorectal cancer
(crc), from which we randomly select 200 patches for our study."
114,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"for each source domain network, we conduct
full-supervision training on the corresponding source domain data and directly
evaluate its performance on target domain data."
115,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"to ensure the reliability of the
results, we use the same data for training, validation, and testing, which
account for 80%, 10%, and 10% of the original data respectively."
116,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"in semi-supervised domain adaptation, we only use 10% of the
target domain data as labeled data.experimental results: to validate our method,
we compare it with the following approaches: (1) cellsegssda [8], an adversarial
learning based semisupervised domain adaptation approach."
117,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"2 demonstrate that our proposed
method exhibits superior performance, even when compared to these white-box
methods, surpassing them in various evaluation metrics and visualization
results.in addition, the experimental results also show that simply combining
multiple source data into a traditional single source will result in performance
degradation in some cases, which also proves the importance of studying
multi-source domain adaptation methods.ablation study: to evaluate the impact of
our proposed methods of weighted logits(wl), pseudo-cutout label(pcl) and
maximize mutual information(mmi) on the model performance, we conduct an
ablation study."
118,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"our proposed multi-source black-box domain adaptation method achieves
competitive performance by solely relying on the source domain outputs, without
the need for access to the source domain data or models, thus avoiding
information leakage from the source domain."
119,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"we
demonstrate the effectiveness of our method on multiple public datasets and
believe it can be readily applied to other domains and adaptation scenarios."
120,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"yet, acquiring large training datasets and
their corresponding labels, especially from a cohort of patients, can be costly
or even infeasible, which poses a significant challenge in developing a dl model
with high performance [7]."
121,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"second, even when large-scale datasets are available
through collaborative research from multiple sites, dl models trained on such
datasets may yield sub-optimal solutions due to domain gaps caused by
differences in images acquired from different sites [20]."
122,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"third, due to the
small number of datasets from each domain, the images for each individual domain
may not capture representative features, limiting the ability of dl models to
generalize across domains [3].domain adaptation (da) has been extensively
studied to alleviate the aforementioned limitations, the goal of which is to
reduce the domain gap caused by the diversity of datasets from different domains
[12,20,26,29,33]."
123,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"this is due to
sensitive privacy issues in patients' data, particularly in collaborative
research, which restricts access to labels from different domains."
124,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"• our framework is effective at preserving privacy, since it carries out da
using only pre-trained network parameters, without transferring any patient
data."
125,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"• we applied our framework to the task of segmenting breast cancer from
ultrasound imaging data, demonstrating its superior performance over competing
uda methods.our results indicate that our framework is effective in improving
the accuracy of breast cancer segmentation from ultrasound images, which could
have potential implications for improving the diagnosis and treatment of breast
cancer."
126,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"all three databases contain ultrasound
imaging data and segmentation masks for breast cancer, with the masks labeled as
0 (background) and 1 (lesion) using a one-hot encoding."
127,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"due to the low resolution of
ultrasound images, manual segmentation of breast cancer is challenging even for
expert clinicians, resulting in a sparse number of labeled data."
128,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"additionally, our framework is
well-suited to a scenario in which access to source domain data is limited, due
to data privacy protocols."
129,PET-Diffusion: Unsupervised PET Enhancement Based on the Latent Diffusion Model,"but these supervised methods
relied heavily on the paired lpet and spet data that are rare in actual clinic
due to radiation exposure and involuntary motions (e.g., respiratory and muscle
relaxation)."
130,PET-Diffusion: Unsupervised PET Enhancement Based on the Latent Diffusion Model,"however, these methods still require lpet to train
models, which contradicts with the fact that only spet scans are conducted in
clinic.fortunately, the recent glowing diffusion model [6] provides us with the
idea for proposing a clinically-applicable pet enhancement approach, whose
training only relies on spet data."
