title,extracted_keyword_sent
"vox2vec: A Framework for Self-supervised
Contrastive Learning of Voxel-Level
Representations in Medical Images","on top of that, we observe that in non-linear probing regime, it performs
(within the standard deviation) as well as the fpn trained from scratch while
having x50 times fewer trainable parameters (see fig. we reproduce the key
results on msd challenge ct datasets, which contain tumor and organ segmentation
tasks."
"vox2vec: A Framework for Self-supervised
Contrastive Learning of Voxel-Level
Representations in Medical Images","we plan to investigate further how the performance of vox2vec scales with the
increasing size of the pre-training dataset and the pre-trained architecture
size. another interesting research direction is exploring the effectiveness of
vox2vec with regard to domain adaptation to address the challenges of domain
shift between different medical imaging datasets obtained from different
sources."
"Multi-Target Domain Adaptation with
Prompt Learning for Medical Image
Segmentation","deep learning has brought medical image segmentation into the era of datadriven
approaches, and has made significant progress in this field domain adaptation
(da) has been proposed and investigated to combat distribution shift in medical
image segmentation. many researchers proposed using adversarial learning to
tackle distribution shift problems to tackle the aforementioned issues, we
propose utilizing prompt learning to take full advantage of domain information."
"Multi-Target Domain Adaptation with
Prompt Learning for Medical Image
Segmentation","we evaluate our proposed method on two multi-domain datasets: 1). the infant
brain mri dataset for cross-age segmentation; 2)."
"Multi-Target Domain Adaptation with
Prompt Learning for Medical Image
Segmentation","our proposed method was evaluated using two medical image segmentation da
datasets. the first dataset, i.e., cross-age infant segmentation the first
dataset is for infant brain segmentation (white matter, gray matter and
cerebrospinal fluid)."
"Multi-Target Domain Adaptation with
Prompt Learning for Medical Image
Segmentation","to build the cross-age dataset, we take advantage 10 brain mris of 6-month-old
from iseg2019 the 2nd dataset is for brain tumor segmentation (enhancing tumor,
peritumoral edema and necrotic and non-enhancing tumor core), which has 285 mri
samples (210 hgg and 75 lgg). we take hgg as the source domain and lgg as the
target domain."
"Multi-Target Domain Adaptation with
Prompt Learning for Medical Image
Segmentation","we take hgg as the source domain and lgg as the target domain. we compared our
method with four sota methods: adda for fair comparison, we have replaced the
backbone of these models with the same we used in our approach."
"Multi-Target Domain Adaptation with
Prompt Learning for Medical Image
Segmentation","the quantitative comparison results of cross-age infant brain segmentation is
presented in table when transferring to a single target domain in the brain
tumor segmentation task, our proposed da solution improves about 3.09 dice in
the target lgg domain. also, the proposed method shows considerable improvements
over adda and cycada, but very subtle improvements to the sifa and adr methods
(although adr shows a small advantage on the whole category)."
"Gall Bladder Cancer Detection from US
Images with only Image Level Labels",none
"Structured State Space Models for
Multiple Instance Learning in Digital
Pathology","the resulting images are of gigapixel size, rendering their computational
analysis challenging. to deal with this issue, multiple instance learning (mil)
schemes based on weakly supervised training are used for wsi classification
tasks."
"Multi-scale Self-Supervised Learning for
Longitudinal Lesion Tracking with
Optional Supervision","based on longitudinal imaging for a given patient it requires establishing which
lesions are corresponding (i.e., same lesion, observed at different timepoints),
which lesions have disappeared and which are new compared to prior scanning.
this information can be leveraged to assess treatment response, e.g., by
analyzing the evolution of size and morphology for a given tumor in practice,
the development of automatic and reliable lesion tracking solutions is hindered
by the complexity of the data (over different modalities), the absence of large,
annotated datasets, and the difficulties associated with lesion identification
(i.e., varying sizes, poses, shapes, and sparsely distributed locations)."
Geometry-Invariant Abnormality Detection,none
"Interpretable Medical Image
Classification Using Prototype Learning
and
Privileged Information",none
"ArSDM: Colonoscopy Images Synthesis with
Adaptive Refinement Semantic Diffusion
Models",none
"Synthetic Augmentation with Large-Scale
Unconditional Pre-training","it is worth noting that the labels for these samples have been kept, which
allows the fine-tuning process to be guided by labeled data, leading to better
predictions on the specific task or domain being trained. by ensuring that the
fine-tuning process is representative of the entire dataset through even
sampling from each tissue type, we can eliminate bias towards any particular
tissue type."
"Learning Transferable Object-Centric
Diffeomorphic Transformations for Data
Augmentation in Medical Image
Segmentation","a must-have ingredient for training a deep neural network (dnn) is a large
number of labelled data that is not always available in real-world applications.
this challenge of data annotation becomes even worse for medical image
segmentation tasks that require pixel-level annotation by experts."
"Learning Transferable Object-Centric
Diffeomorphic Transformations for Data
Augmentation in Medical Image
Segmentation","data augmentation (da) is a recognized approach to tackle this challenge. common
da strategies create new samples by using predefined transformations such as
rotation, translation, and colour jitter to existing data, where the performance
gains heavily relies on the choice of augmentation operations and parameters to
mitigate this reliance, recent efforts have focused on learning optimal
augmentation operations for a given task and dataset however, to date, all
existing approaches to learning deformable registrationbased da assume a perfect
alignment of image pairs to learn the transformations."
"Learning Transferable Object-Centric
Diffeomorphic Transformations for Data
Augmentation in Medical Image
Segmentation","in other words, the deformation-based transformations are learned globally for
the image. this assumption is restrictive and associated with several
challenges."
"Learning Transferable Object-Centric
Diffeomorphic Transformations for Data
Augmentation in Medical Image
Segmentation","first, the learning of a global image-level transformation requires image
alignment that may be non-trivial in many scenarios, such as the alignment of
tumours that can appear at different locations of an image, or alignment of
images from different modalities. the learning of transformations itself is also
complicated by the presence of other objects in the image and is best suited
when the object of interest is always in the same (and often centre) location in
all the images, i.e., images are globally aligned a priori intuitively,
object-centric transformations and augmentations have the potential to overcome
the challenges associated with global image-level transformations."
"Centroid-Aware Feature Recalibration for
Cancer Grading in Pathology Images",none
"Explaining Massive-Training Artificial
Neural Networks in Medical Image
Analysis
Task Through Visualizing Functions
Within the Models","figure in this study, we proposed a novel xai approach to explain the functions
and behavior of an mtann model for semantic segmentation of liver tumors in ct.
our structure optimization algorithm refined the structure and made every hidden
unit in the model have a clear, meaningful function by removing redundant hidden
units and ""condensing"" the functions into fewer hidden units, which solved the
issue of unstable xai results with conventional xai methods."
"TransLiver: A Hybrid Transformer Model
for Multi-phase Liver Lesion
Classification","liver cancer is one of the most deadly cancers and has the second highest
fatality rate a single-phase lesion annotation means the annotation of both
lesion position and its class. in hospitals, collected multi-phase cts are
normally grouped by patients rather than lesions, which makes single-phase
lesion annotation insufficient for feature fusion learning."
"TransLiver: A Hybrid Transformer Model
for Multi-phase Liver Lesion
Classification","we use additional cross phase tokens at the last stage to complete a multi-phase
fusion, which can focus on cross-phase communication and improve the fusion
effectiveness as compared with conventional modes. while most multi-phase liver
lesion classification studies use datasets with no more than three phases
(without dl phase for its difficulty of collection) or no more than six lesion
classes, we validate the whole framework on an in-house dataset with four phases
of abdominal ct and seven classes of liver lesions."
"Adaptive Region Selection for Active
Learning in Whole Slide Image Semantic
Segmentation","to validate our segmentation framework, we first train on the fully-annotated
data (average performance of five repetitions reported). with a patch extraction
stride s = 256 pixels, our framework yields an froc score of 0.760 that is
equivalent to the challenge top 2, and an miou (tumor) of 0.749, which is higher
than the most comparable method in"
"Explainable Image Classification with
Improved Trustworthiness for Tissue
Characterisation",none
"Continual Learning for Abdominal
Multi-organ and Tumor Segmentation","humans inherently learn in an incremental manner, acquiring new concepts over
time without forgetting previous ones. in contrast, deep learning models suffer
from catastrophic forgetting the medical domain faces a similar problem: the
ability to dynamically extend a model to new classes is critical for multiple
organ and tumor segmentation, wherein the key obstacle lies in mitigating
'forgetting.' a typical strategy involves retaining some previous data."
"Continual Learning for Abdominal
Multi-organ and Tumor Segmentation","therefore, we identify two main open questions that must be addressed when
designing a multi-organ and tumor segmentation framework. q1: can we relieve the
forgetting problem without needing previous data and annotations?"
"Continual Learning for Abdominal
Multi-organ and Tumor Segmentation","q2: can we design a new model architecture that allows us to share more
parameters among different continual learning steps? to tackle the above
questions, in this paper, we propose a novel continual multi-organ and tumor
segmentation method that overcomes the forgetting problem with little memory and
computation overhead."
"Efficient Subclass Segmentation in
Medical Images",problem definition.
"Efficient Subclass Segmentation in
Medical Images","intuitively, given sufficient superclass labels in supervised learning, the
superclassification head tends to reduce feature distance among samples within
the same superclass, which conflicts with the goal of increasing the distance
between subclasses within the same superclass. to alleviate this issue, we aim
to enhance the internal diversity of the distribution within the same superclass
while preserving the discriminative features among superclasses."
"Efficient Subclass Segmentation in
Medical Images","this segmentation result is supervised by the superposition of the pseudo label
map z pse and subclass labels z, with weighting factor α: the intuition behind
this framework is to simultaneously leverage the information from both unlabeled
and labeled data by incorporating a more robust supervision from
transform-invariant pseudo labels. while mixing up only the semantic foreground
provides a way of exchanging knowledge between similar foreground objects while
lifting the confirmation bias in pseudo labeling"
"Towards AI-Driven Radiology Education: A
Self-supervised Segmentation-Based
Framework for High-Precision Medical
Image Editing","trainee physicians require several years of experience with a diverse range of
clinical cases to develop sufficient skills and expertise. however, designing
educational materials solely based on real-world data poses several challenges."
"Towards AI-Driven Radiology Education: A
Self-supervised Segmentation-Based
Framework for High-Precision Medical
Image Editing","for example, although small but significant disease characteristics (e.g., depth
of cancer invasion) can sometimes alter diagnosis and treatment, collecting
pairs with and without these characteristics is cumbersome. another major
challenge is longitudinal tracking of pathological progression over time (e.g.,
from the early stage of cancer to the advanced stage), which is difficult to
understand because medical images are often snapshots."
"Towards AI-Driven Radiology Education: A
Self-supervised Segmentation-Based
Framework for High-Precision Medical
Image Editing","our medical image editing method can be applied to medical education, which has
been overlooked as an application of ai. future challenges include improving
scalability with fewer manual operations, validating segmentation maps from a
more objective perspective, and comparing our proposed algorithm with existing
methods, such as those based on superpixels data use declaration and
acknowledgment: the pelvic mri and chest ct datasets were collected from the
national cancer center hospital."
"Medical Image Computing and Computer
Assisted Intervention – MICCAI 2023","multi-modal learning has become a popular research area in computer vision and
medical image analysis, with modalities spanning across various media types,
including texts, audio, images, videos and multiple sensor data. this approach
has been utilised in robot control the missing modality issue is a significant
challenge in the multi-modal domain, and it has motivated the community to
develop approaches that attempt to address this problem."
"Medical Image Computing and Computer
Assisted Intervention – MICCAI 2023","havaei et al. aiming at this issue, we propose the non-dedicated training model
-we propose the learnable cross-modal knowledge distillation (lckd) model to
address missing modality problem in multi-modal learning."
"FedGrav: An Adaptive Federated
Aggregation Algorithm for
Multi-institutional
Medical Image Segmentation","training data. the real-world dataset used in experiments is provided by the
fets challenge organizer, which is the training set of the whole dataset about
brain tumor segmentation."
"FedGrav: An Adaptive Federated
Aggregation Algorithm for
Multi-institutional
Medical Image Segmentation","it can adaptively adjust the aggregation weights and explore the internal
correlations of local models more effectively. we evaluated our method on
cifar-10 and real-world miccai federated tumor segmentation challenge (fets)
datasets, and the superior results demonstrated the effectiveness and robustness
of our fedgrav."
"Faithful Synthesis of Low-Dose
Contrast-Enhanced Brain MRI Scans Using
Noise-Preserving Conditional GANs",none
"A Spatial-Temporal Deformable Attention
Based Framework for Breast Lesion
Detection in Videos","ultrasound imaging is a very effective technique for breast lesion diagnosis,
which has high sensitivity. automatically detecting breast lesions is a
challenging problem with a potential to aid in improving the efficiency of
radiologists in ultrasound-based breast cancer diagnosis most existing breast
lesion detection methods can be categorized into imagebased to address the
aforementioned issues, we propose a spatial-temporal deformable attention based
network, named stnet, for detecting the breast lesions in ultrasound videos."
DeDA: Deep Directed Accumulator,none
"OpenAL: An Efficient Deep Active
Learning Framework for Open-Set
Pathology Image
Classification","deep learning techniques have achieved unprecedented success in the field of
medical image classification, but this is largely due to large amount of
annotated data active learning (al) is an effective approach to address this
issue from a data selection perspective, which selects the most informative
samples from an unlabeled sample pool for experts to label and improves the
performance of the trained model with reduced labeling cost recently, ning et
al."
"SFusion: Self-attention Based N-to-One
Multimodal Fusion Block","sfusion without ce denotes that feature representations are directly fed into
the ma module (fig. in this paper, we propose a self-attention based n-to-one
fusion block sfusion to tackle the problem of multimodal missing modalities
fusion."
"ECL: Class-Enhancement Contrastive
Learning for Long-Tailed Skin Lesion
Classification","serious skin diseases such as melanoma can be life-threatening, making early
detection and treatment essential accuracy and robustness requirements in
applications, which is hard to suffice due to the long-tailed occurrence of
diseases in the real-world. long-tailed problem is usually caused by differences
in incidence rate and difficulties in data collection."
"ECL: Class-Enhancement Contrastive
Learning for Long-Tailed Skin Lesion
Classification","some diseases are common while others are rare, making it difficult to collect
balanced data to tackle the challenge of learning unbiased classifiers with
imbalanced data, many previous works focus on three main ideas, including
re-sampling data recently, contrastive learning (cl) methods pose great
potential for representation learning when trained on imbalanced data to address
the above issues, we propose a class-enhancement contrastive learning (ecl)
method for skin lesion classification, differences between scl and ecl are
illustrated in fig. our contributions can be summarized as follows:"
"SLPT: Selective Labeling Meets Prompt
Tuning on Label-Limited Lesion
Segmentation","datasets and pre-trained model. we conducted experiments on automating liver
tumor segmentation in contrast-enhanced ct scans, a crucial task in liver cancer
diagnosis and surgical planning collecting large-scale data from our hospital
and training a new model will be expensive."
"SLPT: Selective Labeling Meets Prompt
Tuning on Label-Limited Lesion
Segmentation","therefore, we can use the model trained from them as a starting point and use
slpt to adapt it to our hospital with minimum cost. we collected a dataset from
our in-house hospital comprising 941 ct scans with eight categories:
hepatocellular carcinoma, cholangioma, metastasis, hepatoblastoma, hemangioma,
focal nodular hyperplasia, cyst, and others."
"SLPT: Selective Labeling Meets Prompt
Tuning on Label-Limited Lesion
Segmentation","we collected a dataset from our in-house hospital comprising 941 ct scans with
eight categories: hepatocellular carcinoma, cholangioma, metastasis,
hepatoblastoma, hemangioma, focal nodular hyperplasia, cyst, and others. it
covers both major and rare tumor types."
"UniSeg: A Prompt-Driven Universal
Segmentation Model as Well as A Strong
Representation Learner","recent years have witnessed the remarkable success of deep learning in medical
image segmentation. however, although the performance of deep learning models
even surpasses the accuracy of human exports on some segmentation tasks, two
challenges still persist."
"UniSeg: A Prompt-Driven Universal
Segmentation Model as Well as A Strong
Representation Learner","(1) different segmentation tasks are usually tackled separately by specialized
networks (see fig. several strategies have been attempted to address both
challenges."
"Cross-Modulated Few-Shot Image
Generation for Colorectal Tissue
Classification","therefore, developing automatic and accurate histopathological image analysis
methods that leverage recent progress in deep learning has received significant
attention in recent years. in this work, we investigate the problem of
diagnosing colorectal cancer, which is one of the most common reason for cancer
deaths around the world and particularly in europe and america existing deep
learning-based colorectal tissue classification methods while generative
adversarial networks (gans) the ability of generative models our approach: while
the aforementioned works explore fs generation in natural images, to the best of
our knowledge, we are the first to investigate fs generation in colorectal
tissue images."
"Cross-Modulated Few-Shot Image
Generation for Colorectal Tissue
Classification","in this work, we look into multi-class colorectal tissue analysis problem, with
low and high-grade tumors included in the set. the corresponding dataset we
conduct experiments on human colorectal cancer dataset"
"Structure-Preserving Instance
Segmentation via Skeleton-Aware Distance
Transform",dataset and evaluation metric. we use the gland segmentation challenge dataset
"DAST: Differentiable Architecture Search
with Transformer for 3D Medical Image
Segmentation",none
"Pre-trained Diffusion Models for
Plug-and-Play Medical Image Enhancement",none
"Evidence Reconciled Neural Network for
Out-of-Distribution Detection in Medical
Images",none
"Scale-Aware Test-Time Click Adaptation
for Pulmonary Nodule and Mass
Segmentation","computer aided diagnosis (cad) systems can significantly reduce such heavy
workloads. the accuracy of the existing nodule detection model reaches 96.1%
several studies have proposed solutions to tackle the large scale span
challenges at both the input and feature level."
"WeakPolyp: You only Look Bounding Box
for Polyp Segmentation","then, this transformed mask is supervised by the bounding box annotation. this
indirect supervision avoids the misleading of box-shape bias of annotations."
"Shifting More Attention to Breast Lesion
Segmentation in Ultrasound Videos",none
"FocalUNETR: A Focal Transformer for
Boundary-Aware Prostate Segmentation
Using
CT Images",none
"Asymmetric Contour Uncertainty
Estimation for Medical Image
Segmentation","the results reported before reveal that approaching the problem of segmentation
uncertainty prediction via a regression task, where the uncertainty is expressed
in terms of landmark location, is globally better than via pixel-based
segmentation methods."
"Asymmetric Contour Uncertainty
Estimation for Medical Image
Segmentation","this is why on very noisy and poorly contrasted data, the univariate or the
bivariate model might be preferable to using the asymmetric model. while our
method works well on the tasks presented, it is worth noting that it may not be
applicable to all segmentation problems like tumour segmentation."
"Anatomical-Aware Point-Voxel Network for
Couinaud Segmentation in Liver CT","since it is defined based on the anatomical structure of live vessels, even no
intensity contrast (fig. in this paper, to tackle the aforementioned challenges,
we propose a pointvoxel fusion framework that represents the liver ct in
continuous points to better learn the spatial structure, while performing the
convolutions in voxels to obtain the complementary semantic information of the
couinaud segments."
"HENet: Hierarchical Enhancement Network
for Pulmonary Vessel Segmentation in
Non-contrast CT Images","segmentation of the pulmonary vessels is the foundation for the clinical
diagnosis of pulmonary vascular diseases such as pulmonary embolism (pe),
pulmonary hypertension (ph) and lung cancer in the literature, several
conventional methods to summarize, there exist several challenges for pulmonary
vessel segmentation in non-contrast ct images: to address the above challenges,
we propose a h ierarchical e nhancement n etwork (henet) for pulmonary vessel
segmentation in non-contrast ct images by enhancing the representation of
vessels at both image-and feature-level."
"Dice Semimetric Losses: Optimizing the
Dice Score with Soft Labels",none
"Anti-adversarial Consistency
Regularization for Data Augmentation:
Applications
to Robust Medical Image Segmentation",none
"Multimodal CT and MR Segmentation of
Head and Neck Organs-at-Risk",none
"Learning Reliability of Multi-modality
Medical Images for Tumor Segmentation
via
Evidence-Identified Denoising Diffusion
Probabilistic Models","integrating multi-modality medical images for tumor segmentation is crucial for
comprehensive diagnosis and surgical planning. in the clinic, the consistent
information and complementary information in multi-modality medical images
provide the basis for tumor diagnosis."
"Breast Ultrasound Tumor Classification
Using a Hybrid Multitask CNN-Transformer
Network",breast cancer is the leading cause of cancer-related fatalities among women.
"Breast Ultrasound Tumor Classification
Using a Hybrid Multitask CNN-Transformer
Network","currently, it holds the highest incidence rate of cancer among women in the
u.s., and in 2022 it accounted for 31% of all newly diagnosed cancer cases in
the past decade, deep learning-based approaches achieved remarkable advancements
in bus tumor classification vision transformer (vit) accordingly, numerous prior
studies introduced modifications to the original vit network specifically
designed for bus image classification multitask learning leverages shared
information across related tasks by jointly training the model. it constrains
models to learn representations that are relevant to all tasks rather than
learning task-specific details."
"Breast Ultrasound Tumor Classification
Using a Hybrid Multitask CNN-Transformer
Network","it constrains models to learn representations that are relevant to all tasks
rather than learning task-specific details. moreover, multitask learning acts as
a regularizer by introducing inductive bias and prevents overfitting in this
study, we introduce a hybrid multitask approach, hybrid-mt-estan, which
encompasses tumor classification as a primary task and tumor segmentation as a
secondary task."
"Breast Ultrasound Tumor Classification
Using a Hybrid Multitask CNN-Transformer
Network","since in medical image diagnosis achieving high sensitivity places emphasis on
the detection of malignant lesions, we employed the focal loss for the
classification task to trade off between sensitivity and specificity. because
malignant tumors are more challenging to detect due to greater differences in
margin, shape, and appearance in bus images, focal loss forces the model to
focus more on difficult predictions."
"SimPLe: Similarity-Aware Propagation
Learning for Weakly-Supervised Breast
Cancer Segmentation in DCE-MRI","breast cancer is the most common cause of cancer-related deaths among women all
around the world to better support the radiologists with breast cancer
diagnosis, various segmentation algorithms have been developed although in this
study, we propose a simple yet effective weakly-supervised strategy, by using
extreme points as annotations (see fig."
"SimPLe: Similarity-Aware Propagation
Learning for Weakly-Supervised Breast
Cancer Segmentation in DCE-MRI","the batch size was 2, consisting of a random foreground patch and a random
background patch located via initial segmentation y init . such setting can help
alleviate class imbalance issue."
"Conditional Diffusion Models for Weakly
Supervised Medical Image Segmentation","in this field, previous wsss works meanwhile, denoising diffusion models brain
tumor segmentation. brats (brain tumor segmentation challenge) only
classification labels are used during training the diffusion models, and
segmentation masks are used for evaluation in the test stage."
"DBTrans: A Dual-Branch Vision
Transformer for Multi-Modal Brain Tumor
Segmentation","glioma is one of the most common malignant brain tumors with varying degrees of
invasiveness with the rise of deep learning, researchers have begun to study
deep learning-based image analysis methods in recent years, models based on the
self-attention mechanism, such as transformer, have received widespread
attention due to their excellent performance in natural language processing
(nlp) while transformer-based models have shown effectiveness in capturing
long-range dependencies, designing a transformer architecture that performs well
on the samm-bts task remains challenging. first, modeling relationships between
3d voxel sequences is much more difficult than 2d pixel sequences."
"DBTrans: A Dual-Branch Vision
Transformer for Multi-Modal Brain Tumor
Segmentation","datasets. we use the multimodal brain tumor segmentation challenge (brats 2021
comparative experiments."
"M-GenSeg: Domain Adaptation for Target
Modality Tumor Segmentation with
Annotation-Efficient Supervision",none
"Edge-Aware Multi-task Network for
Integrating Quantification Segmentation
and
Uncertainty Prediction of Liver Tumor on
Multi-modality Non-contrast MRI","in this paper, we have proposed an eamtnet for the simultaneous segmentation and
multi-index quantification of liver tumors on multi-modality ncmri. the new eafa
enhances edge awareness by utilizing boundary information as prior knowledge
while capturing the long-range dependency of features to improve feature
selection and fusion."
"RCS-YOLO: A Fast and High-Accuracy
Object Detector for Brain Tumor
Detection",none
"Category-Level Regularized
Unlabeled-to-Labeled Learning for
Semi-supervised
Prostate Segmentation with Multi-site
Unlabeled Data",none
"A Sheaf Theoretic Perspective for Robust
Prostate Segmentation",none
"MedNeXt: Transformer-Driven Scaling of
ConvNets for Medical Image Segmentation","transformers the convnext architecture marries the scalability and long-range
spatial representation learning capabilities of vision in this work, we maximize
the potential of a convnext design while uniquely addressing challenges of
limited datasets in medical image segmentation."
"Deep Probability Contour Framework for
Tumour Segmentation and Dose Painting in
PET Images","however, as illustrated in beyond tumour delineation, another important use of
functional images, such as pet images is their use for designing imrt dose
painting (dp). in particular, dose painting uses functional images to paint
optimised dose prescriptions based on the spatially varying radiation
sensitivities of tumours, thus enhancing the efficacy of tumour control to
address both tumour delineation and corresponding dose painting challenges, we
propose to combine the expressiveness of deep cnns with the versa-tility of kspc
in a unified framework, which we call kspc-net."
"Deep Probability Contour Framework for
Tumour Segmentation and Dose Painting in
PET Images","our framework is completely automatic and differentiable. more specifically, we
use the classic unet the dataset is from the hecktor challenge in miccai 2021
(head and neck tumor segmentation challenge)."
"Deep Probability Contour Framework for
Tumour Segmentation and Dose Painting in
PET Images","the kspc-net utilizes the benefits of kspc to deliver both contour-based and
grid-based segmentation outcomes, leading to improved precision in the
segmentation of contours. promising performance was achieved by our proposed
kspc-net compared to the state-of-the-art approaches on the miccai 2021
challenge dataset (hecktor)."
"A2FSeg: Adaptive Multi-modal Fusion
Network for Medical Image Segmentation","due to the possibility of missing modalities, we will have different numbers of
feature maps for fusion. to address this issue, we normalize the different
attention weights by using a softmax function: that is, we only consider feature
maps from those available modalities but normalize their contribution to the
final fusion result, so that, the fused one has a consistent value range, no
matter how many modalities are missing."
"Pre-operative Survival Prediction of
Diffuse Glioma Patients with Joint Tumor
Subtyping","despite the promising results of existing pre-operative survival prediction
methods, they often overlook clinical knowledge that could aid in improving the
prediction accuracy. notably, tumor types have been found to be strongly
correlated with the prognosis of diffuse glioma our method is evaluated using
pre-operative multimodal mr brain images of 1726 diffuse glioma patients
collected from cooperation hospitals and a public dataset brats2019 diffuse
glioma can be classified into three histological types: the oligodendroglioma,
the astrocytoma, and the glioblastoma the tumor subtyping network is trained
independently before being integrated into the backbone."
"Pre-operative Survival Prediction of
Diffuse Glioma Patients with Joint Tumor
Subtyping","to solve the inherent issue of imbalanced tumor type in the training data
collected in clinic, a novel ordinal manifold mixup based feature augmentation
is applied in the training of the tumor subtyping network. it is worth noting
that the ground truth of tumor types, which is determined after craniotomy, is
available in the training data, while for the testing data, tumor types are not
required, because tumor-type-related features can be learned from the
pre-operative multimodal mr brain images."
