Paper Title,Header Number,Header Title,Text
Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,1.0,Introduction,"endoscopy is an important medical procedure with many applications, from routine screening to detection of early signs of cancer and minimally invasive treatment. automatic analysis and understanding of these videos raises many opportunities for novel assistive and automatization tasks on endoscopy procedures. obtaining 3d models from the intracorporeal scenes captured in endoscopies is an essential step to enable these novel tasks and build applications, for example, for improved monitoring of existing patients or augmented reality during training or real explorations. 3d reconstruction strategies have been studied for long, and one crucial step in these strategies is feature detection and matching which serves as input for structure from motion (sfm) pipelines. endoscopic images are a challenging case for feature detection and matching, due to several well known challenges for these tasks, such as lack of texture, or the presence of frequent artifacts, like specular reflections. these problems are accentuated when all the elements in the scene are deformable, as it is the case in most endoscopy scenarios, and in particular in the real use case studied in our work, the lower gastrointestinal tract explored with colonoscopies. existing 3d reconstruction pipelines are able to build small 3d models out of short clips from real and complete recordings  this work introduces superpoint-e, a new model to extract interest points from endoscopic images. we build on the well known superpoint architecture "
Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,3.0,Experiments,"dataset and setting: we collect four pathology image datasets to validate our proposed approach. firstly, we acquire 50 images from a cohort of patients with triple negative breast cancer (tnbc), which is released by naylor et al  experimental results: to validate our method, we compare it with the following approaches: (1) cellsegssda  in addition, the experimental results also show that simply combining multiple source data into a traditional single source will result in performance degradation in some cases, which also proves the importance of studying multi-source domain adaptation methods. ablation study: to evaluate the impact of our proposed methods of weighted logits(wl), pseudo-cutout label(pcl) and maximize mutual information(mmi) on the model performance, we conduct an ablation study. we compare the baseline model with the models that added these three methods separately. we chose crc, kirc and brca as our source domains, and tnbc as our target domain. the results of these experiments, presented in the table "
Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,1.0,Introduction,"in recent years, deep learning (dl) methods have demonstrated remarkable performance in detecting and localizing tumors on ultrasound images  domain adaptation (da) has been extensively studied to alleviate the aforementioned limitations, the goal of which is to reduce the domain gap caused by the diversity of datasets from different domains  to alleviate the problem of pseudo-label-based uda, in this work, we propose an advanced uda framework based on self-supervised da with a test-time finetuning network. test-time adaptation methods have been developed  to summarize, our contributions are three-fold: • we design a self-supervised da framework that includes a parameter search method and provide a mathematical justification for it. with our framework, we are able to identify the best-performing parameters that result in improved performance in da tasks. • our framework is effective at preserving privacy, since it carries out da using only pre-trained network parameters, without transferring any patient data. • we applied our framework to the task of segmenting breast cancer from ultrasound imaging data, demonstrating its superior performance over competing uda methods. our results indicate that our framework is effective in improving the accuracy of breast cancer segmentation from ultrasound images, which could have potential implications for improving the diagnosis and treatment of breast cancer. sample batches of (t, ?) ∼ t"
Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,4.0,Discussion and Conclusion,"in this work, we proposed a dl-based segmentation framework for multi-domain breast cancer segmentation on ultrasound images. due to the low resolution of ultrasound images, manual segmentation of breast cancer is challenging even for expert clinicians, resulting in a sparse number of labeled data. to address this issue, we introduced a novel self-supervised da network for breast cancer segmentation in ultrasound images. in particular, we proposed a test-time finetuning network to learn domain-specific knowledge via knowledge distillation by self-supervised learning. since uda is susceptible to error accumulation due to imprecise pseudo-labels, which can lead to degraded performance, we employed a self-supervised learning-based pretext task. specifically, we utilized an autoencoder-based network architecture to generate synthetic images that matched the input images. moreover, we introduced a randomized re-initialization module that injects randomness into network parameters to reposition the network from the local minimum in the source domain to a local minimum that is better suited for the target domain. this approach enabled our framework to efficiently fine-tune the network in the target domain and achieve better segmentation performance. experimental results, carried out with three ultrasound databases from different domains, demonstrated the superior segmentation performance of our framework over other competing methods. additionally, our framework is well-suited to a scenario in which access to source domain data is limited, due to data privacy protocols. it is worth noting that we used vanilla u-net "
PET-Diffusion: Unsupervised PET Enhancement Based on the Latent Diffusion Model,1.0,Introduction,"positron emission tomography (pet) is a sensitive nuclear imaging technique, and plays an essential role in early disease diagnosis, such as cancers and alzheimer's disease  in recent years, many enhancement algorithms have been proposed to improve pet image quality. among the earliest are filtering-based methods such as non-local mean (nlm) filter  fortunately, the recent glowing diffusion model  taking all into consideration, we propose the spet-only unsupervised pet enhancement (upete) framework based on the latent diffusion model. specifically, upete has an encoder-<diffusion model>-decoder structure that first uses the encoder to compress input the lpet/spet images into latent representations, then uses the latent diffusion model to learn/estimate the distribution of spet latent representations, and finally uses the decoder to recover spet images from the estimated spet latent representations. the keys of our upete include 1) compressing the 3d pet images into a lower dimensional space for reducing the computational cost of diffusion model, 2) adopting the poisson noise, which is the dominant noise in pet imaging  our work had three main features/contributions: i) proposing a clinicallyapplicable unsupervised pet enhancement framework, ii) designing three targeted strategies for improving the diffusion model, including pet image compression, poisson diffusion, and ct-guided cross-attention, and iii) achieving better performance than state-of-the-art methods on the collected pet datasets."
Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,1.0,Introduction,"medical image segmentation is a critical task in computer-aided diagnosis and treatment planning. it involves the delineation of anatomical structures or pathological regions in medical images, such as magnetic resonance imaging (mri) or computed tomography (ct) scans. accurate and efficient segmentation is essential for various medical applications, including tumor detection, surgical planning, and monitoring disease progression. however, manual medical imaging annotation is time-consuming and expensive because it requires the domain knowledge from medical experts. therefore, there is a growing interest in developing semi-supervised learning that leverages both labeled and unlabeled data to improve the performance of image segmentation models  existing semi-supervised segmentation methods exploit smoothness assumption, e.g., the data samples that are closer to each other are more likely to to have the same label. in other words, the smoothness assumption encourages the model to generate invariant outputs under small perturbations. we have seen such perturbations being be added to natural input images at data-level  in this paper, we propose a novel cross-adversarial local distribution regularization for semi-supervised medical image segmentation for smoothness assumption enhancement"
Infusing Physically Inspired Known Operators in Deep Models of Ultrasound Elastography,2.4,Dataset and Quantitative Metrics,"we use publicly available data collected from a breast phantom (model 059, cirs: tissue simulation & phantom technology, norfolk, va) using an alpinion e-cube r12 research us machine (bothell, wa, usa). the center frequency was 8 mhz and the sampling frequency was 40 mhz. the young's modulus of the experimental phantom was 20 kpa and contains several inclusions with young's modulus of higher than 40 kpa. this data is available online at http://code.sonography.ai in  in vivo data was collected at johns hopkins hospital from patients with liver cancer during open-surgical rf thermal ablation by a research antares siemens system using a vf 10-5 linear array with the sampling frequency of 40 mhz and the center frequency of 6.67 mhz. the institutional review board approved the study with the consent of the patients. we selected 600 rf frame pairs of this dataset for the training of the networks. two well-known metrics of contrast to noise ratio (cnr) and strain ratio (sr) are utilized to evaluate the compared methods. two regions of interest (roi) are selected to compute these metrics and they can be defined as  where the subscript t and b denote the target and background rois. the sr is only sensitive to the mean (s x ), while cnr depends on both the mean and the standard deviation (σ x ) of rois. for stiff inclusions as the target, higher cnr correlates with better target visibility, and lower sr translates to a higher difference between the target and background strains."
SLPD: Slide-Level Prototypical Distillation for WSIs,1.0,Introduction,"in computational histopathology, visual representation extraction is a fundamental problem  more recently, some works propose to close the gap via directly learning slidelevel representations in pre-training. for instance, hipt  in this paper, we propose to encode the intra-and inter-slide semantic structures by modeling the mutual-region/slide relations, which is called slpd: slide-level prototypical distillation for wsis. specifically, we perform the slide-level clustering for the 4096 × 4096 regions within each wsi to yield the prototypes, which characterize the medically representative patterns of the tumor (e.g., morphological phenotypes). in order to learn this intra-slide semantic structure, we encourage the region representations to be closer to the assigned prototypes. by representing each slide with its prototypes, we further select semantically simi- lar slides by the set-to-set distance of prototypes. then, we learn the inter-slide semantic structure by building correspondences between region representations and cross-slide prototypes. we conduct experiments on two benchmarks, nsclc subtyping and brca subtyping. slpd achieves state-of-the-art results on multiple slide-level tasks, demonstrating that representation learning of semantic structures of slides can make a suitable proxy task for wsi analysis. we also perform extensive ablation studies to verify the effectiveness of crucial model components."
SLPD: Slide-Level Prototypical Distillation for WSIs,2.3,Slide-Level Clustering,"many histopathologic features have been established based on the morphologic phenotypes of the tumor, such as tumor invasion, anaplasia, necrosis and mitoses, which are then used for cancer diagnosis, prognosis and the estimation of response-to-treatment in patients  to characterize the histopathologic features underlying the slides, a straightforward practice is the global clustering, i.e., clustering the region embeddings from all the wsis, as shown in the left of fig. "
SLPD: Slide-Level Prototypical Distillation for WSIs,2.5,Inter-Slide Distillation,"tumors of different patients can exhibit morphological similarities in some respects  where cos(•, •) measures the cosine similarity between two vectors, and s m enumerates the permutations of m elements. the optimal permutation σ * can be computed efficiently with the hungarian algorithm  the inter-slide distillation can encode the sldie-level information complementary to that of intra-slide distillation into the region embeddings. the overall learning objective of the proposed slpd is defined as: where the loss scale is simply set to α 1 = α 2 = 1. we believe the performance can be further improved by tuning this."
PROnet: Point Refinement Using Shape-Guided Offset Map for Nuclei Instance Segmentation,1.0,Introduction,"nuclei segmentation in histopathology images is an important task for cancer diagnosis and immune response prediction  thousands of instances are tedious and the ambiguous nature of nuclei boundaries requires high-level expert annotators. to address this, weakly-supervised nuclei segmentation methods  to overcome these challenges, we propose a novel weakly supervised instance segmentation method that effectively distinguishes adjacent nuclei and is robust to point shifts. the proposed model consists of three modules responsible for binary segmentation, boundary delineation, and instance separation. to train the binary segmentation module, we generate pseudo binary segmentation masks using geodesic distance-based voronoi labels and cluster labels from point annotations. geodesic distance provides more precise nuclei shape information than previous euclidean distance-based schemes. to train the offset map module, we generate pseudo offset maps by computing the offset distance between binary segmentation pixel predictions and the point label. the offset information facilitates precise delineation of the boundaries between adjacent nuclei. to make the model robust to center point shifts, we introduce an expectation maximization (em)  the contributions of this paper are as follows:  (2) by utilizing geodesic distance, we produce more detailed voronoi and cluster labels that precisely delineate the boundary between adjacent nuclei. (3) we introduce an em algorithm-based refinement process to encourage model robustness on center-shifted point labels. (4) ablation and evaluation studies on two public datasets demonstrate our model's ability to outperform state-of-the-art techniques not only with ideal labels but also with shifted labels."
TPRO: Text-Prompting-Based Weakly Supervised Histopathology Tissue Segmentation,1.0,Introduction,"automated segmentation of histopathological images is crucial, as it can quantify the tumor micro-environment, provide a basis for cancer grading and prognosis, and improve the diagnostic efficiency of clinical doctors  ours cam under the microscope, tumor epithelial ɵssue may appear as solid nests, acinar structures, or papillary formaɵons. the cells may have enlarged and irregular nuclei."
TPRO: Text-Prompting-Based Weakly Supervised Histopathology Tissue Segmentation,,Tumor epithelial Ɵssue,"necrosis ɵssue tumor-associated stroma necrosis may appear as areas of pink, amorphous material under the microscope, and may be surrounded by viable tumor cells and stroma. tumor-associated stroma ɵssue is the connecɵve ɵssue that surrounds and supports the tumor epithelial ɵssue. fig.  recent studies on weakly supervised segmentation primarily follow class activation mapping (cam)  to remedy the limitations of image-level supervision, we advocate for the integration of language knowledge into weakly supervised learning to provide reliable guidance for the accurate localization of target structures. to this end, we propose a text-prompting-based weakly supervised segmentation method (tpro) for accurate histopathology tissue segmentation. the text information originates from the task's semantic labels and external descriptions of subtype manifestations. for each semantic label, a pre-trained medical language model is utilized to extract the corresponding text features that are matched to each feature point in the image spatial space. a higher similarity represents a higher possibility of this location belonging to the corresponding semantic category. additionally, the text representations of subtype manifestations, including tissue morphology, color, and relationships to other tissues, are extracted by the language model as external knowledge. the discriminative information can be explored from the text knowledge to help identify and locate complete tissues accurately by jointly modeling long-range dependencies between image and text. we conduct experiments on two weakly supervised histological segmentation benchmarks, luad-histoseg and bcss-wsss, and demonstrate the superior quality of pseudo labels produced by our tpro model compared to other cam-based methods. our contributions are summarized as follows: (1) to the best of our knowledge, this is the first work that leverages language knowledge to improve the quality of pseudo labels for weakly-supervised histopathology image segmentation. "
MetaLR: Meta-tuning of Learning Rates for Transfer Learning in Medical Imaging,1.0,Introduction,"transfer learning has become a standard practice in medical image analysis as collecting and annotating data in clinical scenarios can be costly. the pre-trained parameters endow better generalization to dnns than the models trained from scratch  diversity between domains and tasks and privacy concerns related to pre-training data. consequently, recent work  previous studies have shown that the transferability of lower layers is often higher than higher layers that are near the model output  to search for optimal layer combinations for fine-tuning, manually selecting transferable layers  in summary, this work makes the following three contributions. 1) we introduce metalr, a meta-learning-based lr tuner that can adaptively adjust layerwise lrs based on transfer learning feedback from various medical domains. 2) we enhance metalr with a proportional hyper-lr and a validation scheme using batched training data to improve the algorithm's stability and efficacy. 3) extensive experiments on both lesion detection and tumor segmentation tasks were conducted to demonstrate the superior efficiency and performance of met-alr compared to current sota medical fine-tuning techniques."
DAS-MIL: Distilling Across Scales for MIL Classification of Histological WSIs,3.0,Method,"our approach aims to promote the information flow through the different employed resolutions. while existing works  feature extraction. our work exploits dino, the self-supervised learning approach proposed in  architecture. the representations yield by dino provide a detailed description of the local patterns in each patch; however, they retain poor knowledge of the surrounding context. to grasp a global guess about the entire slide, we allow patches to exchange local information. we achieve it through a pyramidal graph neural network (pgnn) in which each node represents an individual wsi patch seen at different scales. each node is connected to its neighbors (8-connectivity) in the euclidean space and between scales following the relation ""part of"" in general terms, such a module takes as input multi-scale patch-level representations x = [x 1 x 2 ], where x 1 ∈ r n1×f and x 2 ∈ r n2×f are respectively the representations of the lower and higher scale. the input undergoes two graph layers: while the former treats the two scales as independent subgraphs a 1 ∈ r n1×n1 and a 2 ∈ r n2×n2 , the latter process them jointly by considering the entire graph a (see fig.  where h ≡ [h 1 h 2 ] stands for the output of the pgnn obtained by concatenating the two scales. these new contextualized patch representations are then fed to the attention-based mil module proposed in  aligning scales with (self ) knowledge distillation. we have hence obtained two distinct sets of predictions for the two resolutions: namely, a bag-level score (e.g., a tumor is either present or not) and a patch-level one (e.g., which instances contribute the most to the target class). however, as these learned metrics are inferred from different wsi zooms, a disagreement may emerge: indeed, we have observed (see table  formally, the first term seeks to align bag predictions from the two scales through (self) knowledge distillation  where kl stands for the kullback-leibler divergence and τ is a temperature that lets secondary information emerge from the teaching signal. the second aligning term regards the instance scores. it encourages the two resolutions to assign criticality scores in a consistent manner: intuitively, if a lowresolution patch has been considered critical, then the average score attributed to its children patches should be likewise high. we encourage such a constraint by minimizing the euclidean distance between the low-resolution criticality grid map z 1 and its subsampled counterpart computed by the high-resolution branch: (2) in the equation above, graphpooling identifies a pooling layer applied over the higher scale: to do so, it considers the relation ""part of"" between scales and then averages the child nodes, hence allowing the comparison at the instance level. overall objective. to sum up, the overall optimization problem is formulated as a mixture of two objectives: the one requiring higher conditional likelihood w.r.t. ground truth labels y and carried out through the cross-entropy loss l ce (•; y); the other one based on knowledge distillation: where λ is a hyperparameter weighting the tradeoff between the teaching signals provided by labels and the higher resolution, while β balances the contributions of the consistency regularization introduced in eq. ( "
DAS-MIL: Distilling Across Scales for MIL Classification of Histological WSIs,,TCGA Lung Dataset.,"it is available on the gdc data transfer portal and comprises two subsets of cancer: lung adenocarcinoma (luad) and lung squamous cell carcinoma (lusc), counting 541 and 513 wsis, respectively. the aim is to classify luad vs lusc; we follow the split proposed by dsmil "
DAS-MIL: Distilling Across Scales for MIL Classification of Histological WSIs,4.2,Model Analysis,"on the impact of knowledge distillation. to assess its merits, we conducted several experiments varying the values of the corresponding balancing coefficients (see table  single-scale vs multi-scale.  the impact of the feature extractors and gnns. table  h 2 -mil exploits a global pooling layer (ihpool) that fulfils only the spatial structure of patches: as a consequence, if non-tumor patches surround a tumor patch, its contribution to the final prediction is likely to be outweighed by the ihpool module of h 2 -mil. differently, our approach is not restricted in such a way, as it can dynamically route the information across the hierarchical structure (also based on the connections with the critical instance)."
vox2vec: A Framework for Self-supervised Contrastive Learning of Voxel-Level Representations in Medical Images,1.0,Introduction,"medical image segmentation often relies on supervised model training  secondly, the resulting models may not generalize well to unseen data domains. even small changes in the task may result in a significant drop in performance, requiring re-training from scratch  self-supervised learning (ssl) is a promising solution to these limitations. ssl pre-trains a model backbone to extract informative representations from unlabeled data. then, a simple linear or non-linear head on top of the frozen pre-trained backbone can be trained for various downstream tasks in a supervised manner (linear or non-linear probing). alternatively, the backbone can be finetuned for a downstream task along with the head. pre-training the backbone in a self-supervised manner enables scaling to larger datasets across multiple data and task domains. in medical imaging, this is particularly useful given the growing number of available datasets. in this work, we focus on contrastive learning  several works have implemented contrastive learning of dense representations in medical imaging  the common weakness of all the above works is that they do not evaluate their ssl models in linear or non-linear probing setups, even though these setups are de-facto standards for evaluation of ssl methods in natural images  our contributions are threefold. first, we propose vox2vec, a framework for contrastive learning of voxel-level representations. our simple negative sampling strategy and the idea of storing voxel-level representations in a feature pyramid form result in high-dimensional, fine-grained, multi-scale representations suitable for the segmentation of different organs and tumors in full resolution. second, we employ vox2vec to pre-train a fpn architecture on a diverse collection of six unannotated datasets, totaling over 6,500 ct images of the thorax and abdomen. we make the pre-trained model publicly available to simplify the reproduction of our results and to encourage practitioners to utilize this model as a starting point for the segmentation algorithms training. finally, we compare the pretrained model with the baselines on 22 segmentation tasks on seven ct datasets in three setups: linear probing, non-linear probing, and fine-tuning. we show that vox2vec performs slightly better than sota models in the fine-tuning setup and outperforms them by a huge margin in the linear and non-linear probing setups. to the best of our knowledge, this is the first successful attempt to evaluate dense ssl methods in the medical imaging domain in linear and non-linear probing regimes."
vox2vec: A Framework for Self-supervised Contrastive Learning of Voxel-Level Representations in Medical Images,5.0,Results,"the mean value and standard deviation of dice score across 5 folds on the btcv dataset for all models in all evaluation setups are presented in table  nevertheless, vox2vec-fpn significantly outperforms other models in linear and non-linear regimes. on top of that, we observe that in non-linear probing regime, it performs (within the standard deviation) as well as the fpn trained from scratch while having x50 times fewer trainable parameters (see fig.  we reproduce the key results on msd challenge ct datasets, which contain tumor and organ segmentation tasks. table "
vox2vec: A Framework for Self-supervised Contrastive Learning of Voxel-Level Representations in Medical Images,6.0,Conclusion,"in this work, we present vox2vec -a self-supervised framework for voxel-wise representation learning in medical imaging. our method expands the contrastive learning setup to the feature pyramid architecture allowing to pre-train effective representations in full resolution. by pre-training a fpn backbone to extract informative representations from unlabeled data, our method scales to large datasets across multiple task domains. we pre-train a fpn architecture on more than 6500 ct images and test it on various segmentation tasks, including different organs and tumors segmentation in three setups: linear probing, nonlinear probing, and fine-tuning. our model outperformed existing methods in all regimes. moreover, vox2vec establishes a new state-of-the-art result on the linear and non-linear probing scenarios. still, this work has a few limitations to consider. we plan to investigate further how the performance of vox2vec scales with the increasing size of the pre-training dataset and the pre-trained architecture size. another interesting research direction is exploring the effectiveness of vox2vec with regard to domain adaptation to address the challenges of domain shift between different medical imaging datasets obtained from different sources. a particular interest is a lowshot scenario when only a few examples from the target domain are available."
Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,1.0,Introduction,"deep learning has brought medical image segmentation into the era of datadriven approaches, and has made significant progress in this field  domain adaptation (da) has been proposed and investigated to combat distribution shift in medical image segmentation. many researchers proposed using adversarial learning to tackle distribution shift problems  to tackle the aforementioned issues, we propose utilizing prompt learning to take full advantage of domain information. prompt learning  in this paper, we introduce a domain prompt learning method (prompt-da) to tackle distribution shift in multi-target domains. different from the recent prompt learning methods, we generate domain-specific prompts in the encoding feature space instead of the image space. as a consequence, it can improve the quality of the domain prompts, more importantly, we can easily consolidate the prompt learning with the other da methods, for instance, adversarial learning based da. in addition, we propose a specially designed fusion module to reinforce the respective characteristics of the encoder features and domain-specific prompts, and thus generate domain-aware features. as a way to prove the prompt-da is compatible with other das, a very simple adversarial learning module is jointly adopted in our method to further enhance the model's generalization ability (we denote this model as comb-da). we evaluate our proposed method on two multi-domain datasets: 1). the infant brain mri dataset for cross-age segmentation; 2). the brats2018 dataset for cross-grade tumor segmentation. experiments show our proposed method outperforms state-of-the-art methods. moreover, ablation study demonstrates the effectiveness of the proposed domain prompt learning and the feature fusion module. our claim about the successful combination of prompt learning with adversarial learning is also well-supported by experiments."
Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,3.1,Datasets,"our proposed method was evaluated using two medical image segmentation da datasets. the first dataset, i.e., cross-age infant segmentation  the first dataset is for infant brain segmentation (white matter, gray matter and cerebrospinal fluid). to build the cross-age dataset, we take advantage 10 brain mris of 6-month-old from iseg2019  the 2nd dataset is for brain tumor segmentation (enhancing tumor, peritumoral edema and necrotic and non-enhancing tumor core), which has 285 mri samples (210 hgg and 75 lgg). we take hgg as the source domain and lgg as the target domain. "
Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,3.2,Comparison with State-of-the-Art (SOTA) Method,"we compared our method with four sota methods: adda  for fair comparison, we have replaced the backbone of these models with the same we used in our approach. the quantitative comparison results of cross-age infant brain segmentation is presented in table  when transferring to a single target domain in the brain tumor segmentation task, our proposed da solution improves about 3.09 dice in the target lgg domain. also, the proposed method shows considerable improvements over adda and cycada, but very subtle improvements to the sifa and adr methods (although adr shows a small advantage on the whole category). we also visualize the segmentation results on a typical test sample of the infant brain dataset in fig. "
