,title,extracted_keyword_sent
56,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"an extensive assessment of our approach through the examination of
four publicly accessible datasets establishes its superiority and clinical
significance."
57,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,datasets.
58,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"we employ the sun-seg [10] dataset with scribble annotations for
training and assessing the in-distribution performance."
59,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"this dataset is based on
the sun database [16], which contains 100 different polyp video cases."
60,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"for out-of-distribution evaluation, we utilize
three public datasets, namely kvasir-seg [9], cvc-clinicdb [2], and polypgen [1]
with 1000, 612, and 1537 polyp frames, respectively."
61,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"these datasets are
collected from diversified patients in multiple medical centers with various
data acquisition systems."
62,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"2, our s 2 me achieves superior in-distribution performance quantitatively and
qualitatively compared with other baselines on the sun-seg [10] dataset."
63,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"regarding generalization and robustness, as indicated in table 2, our method
outperforms other weakly-supervised methods by a significant margin on three
unseen datasets, and even exceeds the fully-supervised upper bound on two of
them 4 ."
64,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"notably, the encouraging performance on unseen datasets exhibits
promising clinical implications in deploying our method to real-world scenarios."
65,S 2 ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,"with extensive in-domain and
out-ofdomain evaluation on four public datasets, our method shows superior
accuracy, generalization, and robustness, indicating its clinical significance
in alleviating data-related issues such as data shift and corruption which are
commonly encountered in the medical field."
66,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"this idea is supported for example by
recent efforts on collecting new public dataset, to further advance in this
field, such as endoscopic recordings from endoslam [16] and endomapper [1]
datasets."
67,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"our training set contains short sequences (4-7 s) from the
complete colonoscopy recordings in endomapper dataset where colmap software was
able to obtain a 3d reconstruction."
68,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"the following experiments demonstrate the proposed feature detection efficacy to
obtain 3d models on real colonoscopy videos, comparing different variations of
our approach and relevant baseline methods.dataset."
69,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"we seek techniques that are
applicable to real medical data, so we train and evaluate with subsequences from
the endomapper dataset [1], which contains a hundred complete endoscopy
recordings obtained during regular medical practice."
70,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"we use colmap 3d
reconstructions obtained from subsequences from this dataset (11260 frames from
65 reconstructions obtained along 14 different videos for training, and 838
frames from 7 reconstructions from 6 different videos for testing)."
71,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"for both metrics, our detector achieves significantly better
results, showcasing the better properties of our detector for 3d
reconstruction.to provide quantitative evaluation of the camera motion
estimation, we use a simulated dataset [3] to have ground truth available for
the camera trajectory."
72,Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy,"we took 5 sequences of 100-150 frames from this dataset,
and we tested the baselines and our model."
73,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"moreover, pathological images from different tissues or
cancer types often show significant domain shifts, which hamper the
generalization of models trained on one dataset to others."
74,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"dataset and setting: we collect four pathology image datasets to validate our
proposed approach."
75,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"[10] publish a dataset of nucleus segmentation containing 5,060
segmented slides from 10 tcga cancer types."
76,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"we have also included 463 images of
kidney renal clear cell carcinoma (kirc) in our dataset, which are made publicly
available by irshad et al [11]."
77,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"[2] publicly release a dataset
containing tissue slide images and associated clinical data on colorectal cancer
(crc), from which we randomly select 200 patches for our study."
78,Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"we
demonstrate the effectiveness of our method on multiple public datasets and
believe it can be readily applied to other domains and adaptation scenarios."
79,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"yet, acquiring large training datasets and
their corresponding labels, especially from a cohort of patients, can be costly
or even infeasible, which poses a significant challenge in developing a dl model
with high performance [7]."
80,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"second, even when large-scale datasets are available
through collaborative research from multiple sites, dl models trained on such
datasets may yield sub-optimal solutions due to domain gaps caused by
differences in images acquired from different sites [20]."
81,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,"third, due to the
small number of datasets from each domain, the images for each individual domain
may not capture representative features, limiting the ability of dl models to
generalize across domains [3].domain adaptation (da) has been extensively
studied to alleviate the aforementioned limitations, the goal of which is to
reduce the domain gap caused by the diversity of datasets from different domains
[12,20,26,29,33]."
82,PET-Diffusion: Unsupervised PET Enhancement Based on the Latent Diffusion Model,"the keys of
our upete include 1) compressing the 3d pet images into a lower dimensional
space for reducing the computational cost of diffusion model, 2) adopting the
poisson noise, which is the dominant noise in pet imaging [20], to replace the
gaussian noise in the diffusion process for avoiding the introduction of details
that are not existing in pet images, and 3) designing ct-guided cross-attention
to incorporate additional ct images into the inverse process for helping the
recovery of structural details in pet.our work had three main
features/contributions: i) proposing a clinicallyapplicable unsupervised pet
enhancement framework, ii) designing three targeted strategies for improving the
diffusion model, including pet image compression, poisson diffusion, and
ct-guided cross-attention, and iii) achieving better performance than
state-of-the-art methods on the collected pet datasets."
83,PET-Diffusion: Unsupervised PET Enhancement Based on the Latent Diffusion Model,"3 experiments our dataset consists of 100 spet images for training and 30 paired
lpet and spet
images for testing."
84,PET-Diffusion: Unsupervised PET Enhancement Based on the Latent Diffusion Model,"validated by
extensive experiments, our upete achieved better performance than both
state-of-the-art unsupervised and fully-supervised pet enhancement methods, and
showed stronger generalizability to the tracer dose changes.despite the advance
of upete, our current work still suffers from a few limitations such as (1)
lacking theoretical support for our poisson diffusion, which is just an
engineering attempt, and 2) only validating the generalizability of upete on a
simulated dataset."
85,PET-Diffusion: Unsupervised PET Enhancement Based on the Latent Diffusion Model,"in our future work, we will complete the design of poisson
diffusion from theoretical perspective, and collect more real pet datasets
(e.g., head datasets) to comprehensively validate the generalizability of our
upete."
86,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"[4] train a vessel
segmentation model from unsupervised 2d labels transferred from a publicly
available dataset, however, there is still a gap to be closed between
unsupervised and supervised model performance."
87,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,dataset.
88,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"we use an in-house dataset of contrast-enhanced abdominal computed
tomography images (cts) in the arterial phase to segment the peripancreatic
arteries [6]."
89,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"the dataset contains binary 3d
annotations of the peripancreatic arteries carried out by two radiologists, each
having annotated half of the dataset."
90,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"for more information about
the dataset, see [6].image augmentation and transformation."
91,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"we
implement [13] as a baseline on our dataset, training on up to 3 fixed
orthogonal projections."
92,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"we
theorize that this is because the dataset itself contains noisy annotations and
fully supervised models better overfit to the type of data annotation, whereas
our models converge to following the contrast and segmenting more vessels, which
are sometimes wrongfully labeled as background in the ground truth."
93,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"msd are not
very telling in our dataset due to the noisy annotations and the nature of
vessels, as an under-or over-segmented vessel branch can quickly translate into
a large surface distance.the effect of dataset size."
94,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"we vary the size of the
training set from |d tr | = 80 to as little as |d tr | = 10 samples, while
keeping the size of the validation and test sets constant, and train models on
single random viewpoints.in table 2, we compare single random projections
trained with and without depth information at varying dataset sizes to ilustrate
the usefulness of the depth information with different amounts of training data."
95,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"our depth loss offers consistent improvement across multiple dataset sizes and
reduces the overall performance variance."
96,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"the smaller the dataset
size is, the greater the performance boost from the depth."
97,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"we perform a wilcoxon
rank-sum statistical test comparing the individual sample predictions of the
models trained at various dataset sizes with single random orthogonal viewpoints
with or without depth information, obtaining a statistically significant
(p-value of < 0.0001)."
98,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"using a labeled dataset consisting of
single, randomly selected, orthogonal 2d annotations for each training sample
and additional depth information obtained at no extra cost, we obtain accuracy
almost on par with fully supervised models trained on 3d data at a mere fraction
of the annotation cost."
99,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"limitations of our work are that the depth information
relies on the assumption that the vessels exhibit minimal intensity fluctuations
within local neighborhoods, which might not hold on other datasets, where more
sophisticated ray-tracing methods would be more effective in locating the front
and back of projected objects."
100,3D Arterial Segmentation via Single 2D Projections and Depth Supervision in Contrast-Enhanced CT Images,"furthermore, careful preprocessing is performed
to eliminate occluders, which would limit its transferability to datasets with
many occluding objects of similar intensities."
101,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"here, we focus on the automated construction of pdms because,
compared to deformation fields, point correspondences are easier to interpret by
clinicians, are computationally efficient for large datasets, and less sensitive
to noise and outliers than deformation fields [5].ssm performance depends on the
underlying process used to generate shape correspondences and the quality of the
input data."
102,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"this vae
branch serves two purposes: (a) serves as a shape analysis module for the
non-linear shape variations and (b) learns a data-specific template from the
latent space of the correspondences that is fed back to the correspondence
generation network.to motivate the need for the mesh feature encoder and study
the effect of the template selection, we considered the box-bump dataset, a
synthetic dataset of 3d shapes of boxes with a moving bump."
103,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"dataset: we use the publicly available decath-pancreas dataset of 273
segmentations from patients who underwent pancreatic mass resection [24]."
104,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"although the dgcnn mesh autoencoder used in mesh2ssm does not require
the same number of vertices, uniformity across the dataset makes it
computationally efficient; hence, we pad the smallest mesh by randomly repeating
the vertices (akin to padding image for convolutions)."
105,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"similar to the
observations made box-bump dataset, flowssm is affected by the choice of the
template, and the modes of variation differ as the template changes."
106,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"pancreatic cancer mainly presents itself on the head of the
structure [20] and for the decath dataset, we can see the first mode identifies
the change in the shape of the head."
107,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"figure 4.a shows the metrics for the
pancreas dataset."
108,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"using the analysis module of
mesh2ssm, we visualized the top three modes of variation identified by sorting
the latent dimensions of sp-vae based on the standard deviations of the latent
embeddings of the training dataset."
109,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"for the pancreas dataset
with the medoid as the initial template, mesh2ssm with the template feedback
produced more precise models."
110,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"like most deep learning models,
performance of mesh2ssm could be affected by small dataset size, and it can
produce overconfident estimates."
111,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,"the method
is demonstrated to have superior performance in identifying shape variations
using fewer parameters on synthetic and clinical datasets."
112,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"4) we conduct comprehensive
experiments on adcd [1] and la [26] datasets, showing that our cross-ald
regularization achieves state-of-the-art performance against existing solutions
[8,11,12,14,21,22,28]."
113,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"let d l and d ul be the labeled and unlabeled dataset, respectively, with p d l
and p d ul being the corresponding data distribution."
114,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"the labeled image x l and segmentation
groundtruth y are sampled from the labeled dataset d l (x l , y ∼ p d l ), and
the unlabeled image sampled from d ul is x ∼ p d ul .given an input x ∼ p d ul
(i.e., the unlabeled data distribution), let us denote the ball constraint
around the image x aswhere is a ball constraint radius with respect to a norm ||
• || p , and x is an adversarial example2 ."
115,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"the
first term is the dice loss, where labeled image x l and segmentation
ground-truth y are sampled from labeled dataset d l ."
116,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"in this section, we conduct several comprehensive experiments using the acdc4
dataset [1] and the la5 dataset [26] for 2d and 3d image segmentation tasks,
respectively."
117,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"the cross-ald uses
the u-net [18] and v-net [13] architectures for the acdc and la dataset,
respectively."
118,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"we then illustrate the cross-ad outperforms other recent methods
on acdc and la datasets in sect."
119,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"φ is the decoder of
u-net in acdc dataset, while φ is the decoder of v-net in la dataset."
120,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"we randomly pick three
images from the datasets to generate adversarial particles."
121,Cross-Adversarial Local Distribution Regularization for Semi-supervised Medical Image Segmentation,"we adapt cross-ald to semi-supervised medical image
segmentation to achieve start-of-the-art performance on the acdc and la datasets
compared to many recent methods such as vat [14], ua-mt [28], sassnet [8], dtc
[11], urpc [12] , mc-net [22], and ss-net [21]."
122,Infusing Physically Inspired Known Operators in Deep Models of Ultrasound Elastography,"we then present the training and test datasets and finish the section by
demonstrating the network architecture."
123,Infusing Physically Inspired Known Operators in Deep Models of Ultrasound Elastography,"we selected 600 rf frame
pairs of this dataset for the training of the networks.two well-known metrics of
contrast to noise ratio (cnr) and strain ratio (sr) are utilized to evaluate the
compared methods."
124,SLPD: Slide-Level Prototypical Distillation for WSIs,"meanwhile, this clustering strategy ignores the
hierarchical structure ""region→wsi→whole dataset"" underlying the data, where the
id of the wsi can be served as an extra learning signal."
125,SLPD: Slide-Level Prototypical Distillation for WSIs,"specifically, for a region embedding z belonging to the slide w and
assigned to the prototype c, we first search the top-k nearest neighbors of w in
the dataset based on the semantic similarity, denoted as { ŵk } k k=1 ."
126,SLPD: Slide-Level Prototypical Distillation for WSIs,datasets.
127,SLPD: Slide-Level Prototypical Distillation for WSIs,"we conduct experiments on two public wsi datasets for downstream
tasks."
128,PROnet: Point Refinement Using Shape-Guided Offset Map for Nuclei Instance Segmentation,"(4) ablation and evaluation studies on two public datasets demonstrate our
model's ability to outperform state-of-the-art techniques not only with ideal
labels but also with shifted labels."
129,PROnet: Point Refinement Using Shape-Guided Offset Map for Nuclei Instance Segmentation,dataset.
130,PROnet: Point Refinement Using Shape-Guided Offset Map for Nuclei Instance Segmentation,"to validate the effectiveness of our model, we use two public nuclei
segmentation datasets i.e., cpm17 [26] & monuseg [12]."
131,PROnet: Point Refinement Using Shape-Guided Offset Map for Nuclei Instance Segmentation,"monuseg is a multi-organ nuclei
segmentation dataset consisting of 30 h&e stained images (1000×1000) extracted
from seven different organs."
132,PROnet: Point Refinement Using Shape-Guided Offset Map for Nuclei Instance Segmentation,"we obtain statistically significant (p-value <0.05) for the aji of all
comparison methods on two datasets in all scenarios."
133,PROnet: Point Refinement Using Shape-Guided Offset Map for Nuclei Instance Segmentation,"compared to other variants, our proposed
model is more robust to the point shift in both datasets."
134,PROnet: Point Refinement Using Shape-Guided Offset Map for Nuclei Instance Segmentation,"according to our experimental results, we
established a new state-of-art on two publicly available datasets across
different levels of point annotation imperfections."
135,Many Tasks Make Light Work: Learning to Localise Medical Anomalies from Multiple Synthetic Tasks,"to the best of our knowledge, this is the first work to
train models to directly identify anomalies on tasks that are deformation-based,
tasks that use poisson blending with patches extracted from external datasets,
and tasks that perform efficient poisson image blending in 3d volumes, which is
in itself a new contribution of our work."
136,Many Tasks Make Light Work: Learning to Localise Medical Anomalies from Multiple Synthetic Tasks,"also, all tasks share a common recipe: the target anomaly mask m h is always a
randomly sized and rotated ellipse or rectangle (ellipsoids/cuboids in 3d); all
anomalies are positioned such that at least 50% of the mask intersects with the
foreground of the image; and after one augmentation is applied, the process is
randomly repeated (based on a fair coin toss, p = 0.5), for up to a maximum of 4
anomalies per image.the intra-dataset blending task."
137,Many Tasks Make Light Work: Learning to Localise Medical Anomalies from Multiple Synthetic Tasks,"the intra-dataset blending task therefore
results from xintra = p oissonblend(x, x , m h ) with x, x ∈ d with samples from
a common dataset d and is therefore similar to the self-supervision task used in
[23] for 2d images.the inter-dataset blending task follows the same process as
intra-dataset blending but uses patches extracted from an external dataset d ,
allowing for a greater variety of structures."
138,Many Tasks Make Light Work: Learning to Localise Medical Anomalies from Multiple Synthetic Tasks,"data: we evaluate our method on t2-weighted brain mr and chest x-ray datasets to
provide direct comparisons to state-of-the-art methods over a wide range of real
anomalies."
