,title,header_no,header_title,text,volume
284,Geometry-Invariant Abnormality Detection,1.0,Introduction,"the use of machine learning for anomaly detection in medical imaging analysis
has gained a great deal of traction over previous years. most recent approaches
have focused on improvements in performance rather than flexibility, thus
limiting approaches to specific input types -little research has been carried
out to generate models unhindered by variations in data geometries. often,
research assumes certain similarities in data acquisition parameters, from image
dimensions to voxel dimensions and fields-of-view (fov). these restrictions are
then carried forward during inference [5,25]. this strong assumption can often
be complex to maintain in the real-world and although image pre-processing steps
can mitigate some of this complexity, test error often largely increases as new
data variations arise. this can include variances in scanner quality and
resolution, in addition to the fov selected during patient scans. usually
training data, especially when acquired from differing sources, undergoes
significant preprocessing such that data showcases the same fov and has the same
input dimensions, e.g. by registering data to a population atlas. whilst making
the model design simpler, these pre-processing approaches can result in poor
generalisation in addition to adding significant pre-processing times
[11,13,26]. given this, the task of generating an anomaly detection model that
works on inputs with a varying resolution, dimension and fov is a topic of
importance and the main focus of this research.unsupervised methods have become
an increasingly prominent field for automatic anomaly detection by eliminating
the necessity of acquiring accurately labelled data [4,7] therefore relaxing the
stringent data requirements of medical imaging. this approach consists of
training generative models on healthy data, and defining anomalies as deviations
from the defined model of normality during inference. until recently, the
variational autoencoder (vae) and its variants held the state-of-the-art for the
unsupervised approach. however, novel unsupervised anomaly detectors based on
autoregressive transformers coupled with vector-quantized variational
autoencoders (vq-vae) have overcome issues associated with autoencoder-only
methods [21,22]. in [22], the authors explore the advantage of tractably
maximizing the likelihood of the normal data to model the long-range
dependencies of the training data. the work in [21] takes this method a step
further through multiple samplings from the transformer to generate a
non-parametric kernel density estimation (kde) anomaly map.even though these
methods are state-of-the-art, they have stringent data requirements, such as
having a consistent geometry of the input data, e.g., in a whole-body imaging
scenario, it is not possible to crop a region of interest and feed it to the
algorithm, as this cropped region will be wrongly detected as an anomaly. this
would happen even in the case that a scan's original fov was restricted [17].as
such, we propose a geometric-invariant approach to anomaly detection, and apply
it to cancer detection in whole-body pet via an unsupervised anomaly detection
method with minimal spatial labelling. through adapting the vq-vae transformer
approach in [21], we showcase that we can train our model on data with varying
fields of view, orientations and resolutions by adding spatial conditioning in
both the vq-vae and transformer. furthermore, we show that the performance of
our model with spatial conditioning is at least equivalent to, and sometimes
better, than a model trained on whole-body data in all testing scenarios, with
the added flexibility of a ""one model fits all data"" approach. we greatly reduce
the pre-processing requirements for generating a model (as visualised in fig.
1), demonstrating the potential use cases of our model in more flexible
environments with no compromises on performance.",1
293,Geometry-Invariant Abnormality Detection,5.0,Conclusion,"detection and segmentation of anomalous regions, particularly for cancer
patients, is essential for staging, treatment and intervention planning.
generally, the variation scanners and acquisition protocols can cause failures
in models trained on data from single sources. in this study, we proposed a
system for anomaly detection that is robust to variances in geometry. not only
does the proposed model showcase strong and statistically-significant
performance improvements on varying image resolutions and fov, but also on
whole-body data. through this, we demonstrate that one can improve the
adaptability and flexibility to varying data geometries while also improving
performance. such flexibility also increases the pool of potential training
data, as they dont require the same fov. we hope this work serves as a
foundation for further exploration into geometry-invariant deep-learning methods
for medical-imaging.",1
298,Interpretable Medical Image Classification Using Prototype Learning and Privileged Information,3.0,Experiments,"data. the proposed approach is evaluated using the publicly available lidc-idri
dataset consisting of 1018 clinical thoracic ct scans from patients with
non-small cell lung cancer (nsclc) [2,3]. each lung nodule with a minimum size
of 3 mm was segmented and annotated with a malignancy score ranging from
1-highly unlikely to 5-highly suspicious by one to four expert raters. nodules
were also scored according to their characteristics with respect to predefined
attributes, namely subtlety (difficulty of detection, 1-extremely subtle,
5-obvious), internal structure (1-soft tissue, 4-air ), pattern of calcification
(1popcorn, 6-absent), sphericity (1-linear, 5-round ), margin (1-poorly defined,
5sharp), lobulation (1-no lobulation, 5-marked lobulation), spiculation (1-no
spiculation, 5-marked spiculation), and texture (1-non-solid, 5-solid ). the
pylidc framework [7] is used to access and process the data. the mean attribute
annotation and the mean and standard deviation of the malignancy annotations are
calculated. the latter was used to fit a gaussian distribution, which serves as
the ground truth label for optimization. samples with a mean expert malignancy
score of 3-indeterminate or annotations from fewer than three experts were
excluded in consistency with the literature [8,9,11].experiment designs. to
ensure comparability with previous work [8,9,11], the main metric used is
within-1-accuracy, where a prediction within one score is considered correct.
five-fold stratified cross-validation was performed using 10 % of the training
data for validation and the best run of three is reported.the algorithm was
implemented using the pytorch framework version 1.13 and cuda version 11.6. a
learning rate of 0.5 was chosen for the prototype vectors and 0.02 for the other
learnable parameters. the batch size was set to 128 and the optimizer was adam
[10]. with a maximum of 1000 epochs, but stopping early if there was no
improvement in target accuracy within 100 epochs, the experiments lasted an
average of three hours on a geforce rtx 3090 graphics card. the code is publicly
available at https://github.com/xrad-ulm/proto-caps.besides pure performance,
the effect of reduced availability of attribute annotations was investigated.
this was done by using attribute information only for a randomly selected
fraction of the nodules during the training.to investigate the effect of
prototypes on the network performance, an ablation study was performed. three
networks were compared: proto-caps (proposed) including learning and applying
prototypes during inference, proto-caps w/o use where prototypes are only
learned but ignored for inference, and proto-caps w/o learn using the proposed
architecture without any prototypes.",2
343,Longitudinal Multimodal Transformer Integrating Imaging and Latent Clinical Signatures from Routine EHRs for Pulmonary Nodule Classification,3.0,Experimental Setup,"datasets. this study used an imaging-only cohort from the nlst [28] and three
multimodal cohorts from our home institution with irb approval (table 1). for
the nlst cohort (https://cdas.cancer.gov/nlst/), we identified cases who had a
biopsy-confirmed diagnosis of lung malignancy and controls who had a positive
screening result for an spn but no lung malignancy. we randomly sampled from the
control group to obtain a 4:6 case control ratio. next, ehr-pulmonary was the
unlabeled dataset used to learn clinical signatures in an unsupervised manner.
we searched all records in our ehr archives for patients who had billing codes
from a broad set of pulmonary conditions, intending to capture pulmonary
conditions beyond just malignancy. additionally, image-ehr was a labeled dataset
with paired imaging and ehrs. we searched our institution's imaging archive for
patients with three chest cts within five years. in the ehr-image cohort,
malignant cases were labeled as those with a billing code for lung malignancy
and no cancer of any type prior. importantly, this case criteria includes
metastasis from cancer in non-lung locations. benign controls were those who did
not meet this criterion. finally, image-ehr-spn was a subset of image-ehr with
the inclusion criteria that subjects had a billing code for an spn and no cancer
of any type prior to the spn. we labeled malignant cases as those with a lung
malignancy billing code occurring within three years after any scan and only
used data collected before the lung malignancy code. all data within the
five-year period were used for controls. we removed all billing codes relating
to lung malignancy. a description of the billing codes used to define spn and
lung cancer events are provided in supplementary 1.2. training and validation.
all models were pretrained with the nlst cohort after which we froze the
convolutional embedding layer. while this was the only pretraining step for
image-only models (csimage and tdimage), the multimodal models underwent another
stage of pretraining using the image-ehr cohort with subjects from image-ehr-spn
subtracted. in this stage, we randomly selected one scan and the corresponding
clinical signature expressions for each subject and each training epoch. models
were trained until the running mean over 100 global steps of the validation loss
increased by more than 0.2. for evaluation, we performed five-fold
cross-validation with image-ehr-spn, using up to three of the most recent scans
in the longitudinal models. we report the mean auc and 95% confidence interval
from 1000 bootstrapped samples, sampling with replacement from the pooled
predictions across all test folds. a two-sided wilcoxon signed-rank test was
used to test if differences in mean auc between models were
significant.reclassification analysis. we performed a reclassification analysis
of low, medium, and high-risk tiers separated by thresholds of 0.05 and 0.65,
which are the cutoffs used to guide clinical management. given a baseline
comparison, our approach reclassifies a subject correctly if it predicts a
higher risk tier than the baseline in cases, or a lower risk tier than the
baseline in controls (fig. 2).",2
355,Centroid-Aware Feature Recalibration for Cancer Grading in Pathology Images,1.0,Introduction,"globally, cancer is a leading cause of death and the burden of cancer incidence
and mortality is rapidly growing [1]. in cancer diagnosis, treatment, and
management, pathologydriven information plays a pivotal role. cancer grade is,
in particular, one of the major factors that determine the treatment options and
life expectancy. however, the current pathology workflow is sub-optimal and
low-throughput since it is, by and large, manually conducted, and the large
volume of workloads can result in dysfunction or errors in cancer grading, which
have an adversarial effect on patient care and safety [2]. therefore, there is a
high demand to automate and expedite the current pathology workflow and to
improve the overall accuracy and robustness of cancer grading.recently, many
computational tools have shown to be effective in analyzing pathology images
[3]. these are mainly built based upon deep convolutional neural networks
(dcnns). for instance, [4] used dccns for prostate cancer detection and grading,
[5] classified gliomas into three different cancer grades, and [6] utilized an
ensemble of dcnns for breast cancer classification. to further improve the
efficiency and effectiveness of dcnns in pathology image analysis, advanced
methods that are tailored to pathology images have been proposed. for example,
[7] proposed to incorporate both local and global contexts through the
aggregation learning of multiple context blocks for colorectal cancer
classification; [8] extracted and utilized multi-scale patterns for cancer
grading in prostate and colorectal tissues; [9] proposed to re-formulate cancer
classification in pathology images as both categorical and ordinal
classification problems. built based upon a shared feature extractor, a
categorical classification branch, and an ordinal classification branch, it
simultaneously conducts both categorical and ordinal learning for colorectal and
prostate cancer grading; a hybrid method that combines dccns with hand-crafted
features was developed for mitosis detection in breast cancer [10]. moreover,
attention mechanisms have been utilized for an improved pathology image
analysis. for instance, [11] proposed a two-step framework for glioma sub-type
classification in the brain, which consists of a contrastive learning framework
for robust feature extractor training and a sparse-attention block for
meaningful multiple instance feature aggregation. such attention mechanisms have
been usually utilized in a multiple instance learning framework or as
self-attention for feature representations. to the best of our knowledge,
attention mechanisms have not been used for feature representations of class
centroids.in this study, we propose a centroid-aware feature recalibration
network (cafenet) for accurate and robust cancer grading in pathology images.
cafenet is built based upon three major components: 1) a feature extractor, 2) a
centroid update (cup) module, and 3) a centroid-aware feature recalibration
(cafe) module. the feature extractor is utilized to obtain the feature
representation of pathology images. cup module obtains and updates the centroids
of class labels, i.e., cancer grades. cafe module adjusts the input embedding
vectors with respect to the class centroids (i.e., training data distribution).
assuming that the classes are well separated in the feature space, the centroid
embedding vectors can serve as reference points to represent the data
distribution of the training data. this indicates that the centroid embedding
vectors can be used to recalibrate the input embedding vectors of pathology
images. during inference, we fix the centroid embedding vectors so that the
recalibrated embedding vectors do not vary much compared to the input embedding
vectors even though the data distribution substantially changes, leading to
improved stability and robustness of the feature representation. in this manner,
the feature representations of the input pathology images are re-calibrated and
stabilized for a reliable cancer classification. the experimental results
demonstrate that cafenet achieves the state-of-the-art cancer grading
performance in colorectal cancer grading datasets. the source code of cafenet is
available at https://github.com/col in19950703/cafenet.",2
370,Explaining Massive-Training Artificial Neural Networks in Medical Image Analysis Task Through Visualizing Functions Within the Models,3.1,Dynamic Contrast-Enhanced Liver CT,"our xai technique was applied to explain the mtann model's decision in a liver
tumor segmentation task [20]. dynamic contrast-enhanced liver ct scans
consisting of 42 patients with 194 liver tumors in the portal venous phase from
the lits database [21] were used in this study. each slice of the ct volumes in
the dataset has a matrix size of 512 × 512 pixels, with in-plane pixel sizes of
0.60-1.00 mm and thicknesses of 0.20-0.70 mm. the dataset consists of the
original hepatic ct image with the liver mask and the ""gold-standard"" liver
tumor region manually segmented by a radiologist, as illustrated in fig. 2.
firstly, to have the same physical scale on spatial coordinates, bicubic
interpolation was applied on the original hepatic ct images together with the
corresponding liver mask and ""gold-standard"" tumor segmentation to obtain
isotropic images with a voxel size of 0.60 × 0.60 × 0.60 mm 3 . then, to unify
the image size into the same size, the isotropic image was cropped to obtain the
liver region volume of interest (voi) with an in-plane matrix size of 512 × 512.
an anisotropic diffusion filter was applied to reduce the quantum noise, which
could substantially reduce the noise while major structures such as tumors and
vessels maintained [22]. finally, a z-score normalization was applied to unify
complex histograms of tumors in different cases. the final pre-processed ct
images were used as the input images.in addition, since most liver tumors' shape
is ellipsoidal, the liver tumors can also be enhanced by the hessian-based
method and utilized in the model to improve the performance [23,24]. hence, the
model consisted of these two input channels: segmented liver ct image and its
hessian-enhanced image. also, the patches were extracted from input images from
both channels: a 5 × 5 × 5 sized patch in the same spatial position was
extracted to form a training patch with a size of 2 × 5 × 5 × 5 pixels.seven
cases and 24 cases in the dynamic contrast-enhanced ct scans dataset were used
for training and testing, respectively. 10,000 patches were randomly selected
from the liver mask region in each case, summing up to a total of 70,000
training samples for training. the number of input units in the mtann model with
one hidden layer was 250. the structure optimization process started with 80
hidden units in the hidden layer. the binary cross-entropy (bce) loss function
was used to train the model. the mtann model classified the input patches into
tumor or non-tumor classes, and the output pixels represented the probability of
being a tumor class. during the structure optimization process, the f1 score on
the training patches and the dice coefficient on the training images were also
calculated as the reference to select a suitable compact model that performed
equivalently to the original large model.as observed in the four evaluation
metric curves in fig. 3, as the number of hidden units was reduced from 80 to 9,
the performance of the model fluctuated up and down, and after it was reduced
below 9, the performance of the model dropped dramatically. therefore, we chose
a number of hidden units of 9 as the optimized structure.then, we applied the
unsupervised hierarchical clustering algorithm to the weighted function maps
from the optimized compact model with 9 hidden units. figure 4 shows that the 9
hidden units are clearly divided into 3 different groups. we denote hidden units
3, 4, and 7 as group a, hidden units 2, 6, 1, and 8 as group b, and hidden units
0 and 5 as group c. the hidden units in the same group should have a similar
function, and the function maps from each group should show the function of the
group. as illustrated in fig. 5, the low-intensity areas in the function maps of
hidden units 0 and 5 in group c match the high-intensity areas in the
hessian-enhanced input image, which means they suppress the high-intensity
areas. likewise, group a enhances the liver area, and group b suppresses the
non-tumor area. we also understood that groups a and b worked together to
enhance the tumor area, and group c suppressed the liver's boundary as well as
reduced the false enhancements inside the liver. thus, our xai method was able
to reveal the learned functions of groups of neurons in the neural network,
which we call ""functional explanations"" and define as the explanations of the
model behavior by a combination of functions. our method is a post-hoc method
that offers both instance-based and model-based functional explanations.",2
379,TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classification,1.0,Introduction,"liver cancer is one of the most deadly cancers and has the second highest
fatality rate [17]. focal liver lesions (flls) are the most common lesions found
in liver cancer, yet flls are challenging to diagnose because they can be either
benign lesions, such as focal nodular hyperplasia (fnh), hepatic abscess (ha),
hepatic hemangioma (hh), and hepatic cyst (hc) or malignant tumors, such as
intrahepatic cholangiocarcinoma (icc), hepatic metastases (hm), and
hepatocellular carcinoma (hcc). accurate early diagnosis of flls is thus
critical to increasing the 5-year survival rate, a task that remains challenging
as of today. dynamic contrast-enhanced ct is a common technique for liver cancer
diagnosis, where four different phases of imaging, namely, non-contrast (nc),
arterial (art), portal venous (pv), and delayed (dl) provide complementary
information about the liver. different types of flls acquired in the four phases
are shown in fig. 1. with the development of deep learning, computer-aided liver
lesion diagnosis has attracted much attention [5,8,16] in recent years. romero
et al. [16] presented an end-to-end framework based on inception-v3 and
inceptionresnet-v2 to discriminate liver lesions between cysts and malignant
tumors. heker et al. [8] combined liver segmentation and classification using
transfer learning and joint learning to increase the performance of cnn. as a
manner to elevate the accuracy of cnns, frid-adar et al. [5] designed a
gan-based network to generate synthetic liver lesion images, improving the
classification performance based on cnn. it is reported in many studies [9,18]
that using multi-phase data, like most professionals do in practice, can help
the network get a more accurate result, which also acts in liver lesion
classification [15,23,24]. yasaka et al. [24] proposed multi-channel cnn to
extract features from multi-phase liver ct by concatenation. roboh et al. [15]
proposed an algorithm based on cnns to handle 3d context in liver cts and
utilized clinical context to assist the classification. xu et al. [23]
constructed a knowledge-guided framework to integrate liver lesion features from
three phases using self-attention and fused them with a cross-feature
interaction module and a cross-lesion correlation module.a single-phase lesion
annotation means the annotation of both lesion position and its class. in
hospitals, collected multi-phase cts are normally grouped by patients rather
than lesions, which makes single-phase lesion annotation insufficient for
feature fusion learning. however, the number of lesions inside a single patient
can vary from one to dozens and they can be of different types in realistic
cases. multi-phase cts are also not co-registered in most cases, therefore, it
is necessary to make sure the lesions extracted from different phases are
somehow aligned for feature fusion, which is called as multi-phase lesion
annotation. moreover, while most works have attached much importance to liver
lesion segmentation [2], its outcome is usually organized at a single-phase
level. additional effort will be needed when consolidating segmentation and
multi-phase classification.self-attention based transformers [19] have shown
strong capability in natural language processing tasks. meanwhile, vision
transformers (vit) [4] have been shown to replace cnn with a transformer encoder
in computer vision tasks and can achieve obvious advantages on large-scale
datasets. to the best of our knowledge, we find no study using vit backbone
network in liver lesion classification. the reason for this is twofold. first,
pure vit has several limitations itself [6], including ignoring local
information within each patch, extracting only single-scale features, and
lacking inductive bias. second, no complete open liver lesion classification
datasets exist. most relevant studies are based on private datasets, which tend
to be small in size and cause overfitting in learning models.in this paper, we
construct a hybrid framework with vit backbone for liver lesion classification,
transliver. we design a pre-processing unit to reduce the annotation cost, where
we obtain lesion area on multi-phase cts from annotations marked on a single
phase. to alleviate the limitations of pure transformers, we propose a
multi-stage pyramid structure and add convolutional layers to the original
transformer encoder. we use additional cross phase tokens at the last stage to
complete a multi-phase fusion, which can focus on cross-phase communication and
improve the fusion effectiveness as compared with conventional modes. while most
multi-phase liver lesion classification studies use datasets with no more than
three phases (without dl phase for its difficulty of collection) or no more than
six lesion classes, we validate the whole framework on an in-house dataset with
four phases of abdominal ct and seven classes of liver lesions. considering the
disproportion of axial lesion slice number and the relatively small scale of the
dataset, we adopt a 2-d network in classification part instead of 3-d in
pre-processing part and achieve a 90.9% accuracy.",2
381,TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classification,2.1,Pre-processing Unit,"the single-phase annotated lesion has the position and class labels in all
phases but they are not aligned, so we could have difficulty finding out which
lesions in different phases are the same with 2 or more lesions in one patient.
to reduce errors caused by unregistered data and address the situation that one
patient has multiple lesions of different types, we pre-process the multi-phase
liver cts registered and grouped by lesions.the registration network is based on
voxelmorph [1], with a u-net learning registration field and moving data
transformed by the field. we also use auxiliary dice loss function between fixed
image lesion masks and moved image lesion masks to help the registration field
learning. in [1], the network needs to specify an atlas image, otherwise, pairs
of images will be registered to each other. but in our work, we need to register
the original data in a cross-phase form. we choose an atlas phase art as
suggested by clinicians and other phases of cts are registered to the art phase
of every patient.after registration, a lesion matcher finds the same lesions in
different phases. we generate a minimum circumscribed cuboid with padding as the
lesion window for each lesion to keep the surrounding information. the windows
are then converted to 0-1 masks to calculate dice coefficient. lesions with the
maximal window dice coefficient that is no less than a set threshold are
considered the same. only lesions completely found in all phases will be used in
the following classification network.",2
385,TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classification,3.1,Liver Lesion Classification,"dataset. the employed single-phase annotated dataset is collected from sir run
run shaw hospital (srrsh), affiliated with the zhejiang university school of
medicine, and has received the ethics approval of irb. the collection process
can be found in supplementary materials. the size of each ct slice is decreased
to 224×224 using cubic interpolation. after the pre-processing unit with window
dice threshold of 0.3, we screen 761 lesions from 444 patients with four phases
of cts, seven types of lesions (13.2% of hcc, 5.3% of hm, 11.3% of icc, 22.6% of
hh, 31.1% of hc, 8.7% of fnh, and 7.8% of ha), and totally 4820 slices. to
handle the imbalance of dataset, we randomly select 586 lesions as the training
and validation set with no more than 700 axial slices in each lesion type, and
the rest 175 lesions constitute the test set. lesions from the same patient are
either assigned to the training and validation set or the test set, but not
both.implementations. the training and validation set is randomly divided with a
4:1 ratio. the data is augmented by flip, rotation, crop, shift, and scale. we
initialize the backbone network using pre-trained weights of cmt-s [6]. our
models are implemented by pytorch1.12.1 and timm0.6.13 [22]. then, they are
trained on four nvidia tesla a100 gpus for 200 epochs using cross-entropy loss
function with label smoothing and sgd optimizer with learning rate warmup and
cosine annealing. the batch size is 32 and the learning rate is 1e-3. we
measured performance by precision (pre.), sensitivity (sen.), specificity
(spe.), f1-score (f1), area under the curve (auc), and accuracy (acc.).results.
we first compare the class-wise accuracy of our model against other advanced
methods applying different architectures in multi-phase liver lesion
classification with more than four lesion types [3,11,15,23,24]. transliver gets
the highest overall accuracy of 90.9% classifying the most lesion types of seven
(hcc 90.9%, hm 62.5%, icc 73.7%, hh 91.7%, hc 100.0%, fnh 100.0%, and ha 93.3%).
in the results of our method, hm has a relatively low performance of 62.5%,
mainly due to its low proportion in our dataset. the details can be found in
supplementary materials.because the sources of data are different among the
methods compared above and to the best of our knowledge, no relevant study based
on transformers was found, we further train some sota normal classification
models on our dataset. considering the fairness, all the models below are
initialized with pre-trained weights and adopt 2-d structures using the same
slice-level classification strategy. for completeness, we concatenate the
multi-phase features to execute the fusion. as illustrated in table 1, our
proposed transliver model gets better performance than other models in all
metrics. behind our model, cmt-s achieves the best performance, indicating the
effect of convolutional structures in transformer.",2
407,Explainable Image Classification with Improved Trustworthiness for Tissue Characterisation,3.0,Experiments and Analysis,"dataset. the developed explainability framework has been validated on an in vivo
and ex vivo pcle dataset of meningioma, glioblastoma and metastases of an
invasive ductal carcinoma (idc). all studies on human subjects were performed
according to the requirements of the local ethic committee and in agreement with
the declaration of helsinki (no. cle-001 nr: 2014480). the cellvizio c by mauna
kea technologies, paris, france has been used in combination with the mini laser
probe cystoflex c uhd-r. the distinguishing characteristic of the meningioma is
the psammoma body with concentric circles that show various degrees of
calcification. regarding glioblastomas, the pcle images allow for the
visualization of the characteristic hypercellularity, evidence of irregular
nuclei with mitotic activities or multinuclear appearance with irregular cell
shape. when examining metastases of an idc, the tumor presents as egg-shaped
cells with uniform evenly spaced nuclei. our dataset includes 38 meningioma
videos, 24 glioblastoma and 6 idc. each pcle video represents one tumour type
and corresponds to a different patient. the data has been curated to remove
noisy images and similar frames. this resulted in a training dataset of 2500
frames per class (7500 frames in total) and a testing dataset of the same size.
the dataset is split into a training and testing subset, with the division done
on the patient level.implementation. to implement the dl models we use the
open-source framework pytorch [25] and a nvidia geforce rtx 3090 graphics card
for parallel computation. to show our method generalises we trained two
lightweight models: resnet-18 [17] with a learning rate of 0.01 and mobilenetv2
[29] with a learning rate of 0.001. both were trained using the adam-w [22]
optimiser with a weight decay of 0.01 and dropout probability 0.1. we report the
model's top-1 accuracy for resnet18 as 94.0% and for mobilenet as 86.6%. at test
time, we set t = 100 to create a fair distribution of pa maps. pa methods were
implemented with the help of torchcam [9] and reciprocam was implemented using
the authors' source code.evaluation metrics. evaluating a pa method is not a
trivial task because a pa map may not need to be inline with what a human deems
""reasonable"" [1]. segmentation scores like intersection over union (iou) may be
used with caution to compare thresholded pa maps to ground truth maps with
annotated salient regions. by doing so, we can measure how informed the model is
about a particular class. to quantify how misinformed a model is, we can
estimate at its average drop [6]:where, x = x f s ( ŷ (x). the above equation
measures the effect on the output score of the classification model if we only
include the pixels which the pa method scored highly. a minimum average drop is
desired.as average drop was found to not be sufficient on its own, the unified
method adcc [27] was introduced which is the harmonic mean of average drop,
coherency and complexity, defined as:coherency is the pearson correlation
coefficient which ensures that the remaining pixels after dropping are still
important, defined as:where, cov(., .) is the covariance and σ is the standard
deviation. a higher coherency is better. complexity is the l1 norm of the output
pa map.complexity is used to measure how cluttered a pa map is. for a good pa
map, complexity should be a minimum. as it has been shown in the literature, the
metrics in eqs. ( 3), ( 5) and ( 6), can not be used individually to evaluate a
pa method [27]. adcc combined with computation time gives us a reliable overall
metric of how a pa method is performing. performance evaluation. the proposed
method has been compared to combinations of resnet18 and mobilenetv2 with sota
pa methods. at test time, dropout is not enabled for these standard methods, it
is only enabled for our method. in table 1, we show that our method outperforms
all the compared cnn-pa method combinations on adcc. the dropout version of
scorecam is too computationally expensive and therefore is not included in our
comparison. we believe that the better performance of our method is because of
the random dropping of features taking place during dropout at test time which
helps to suppress noise in the estimated enhanced pa map. the combination of
recipro-cam with our proposed method improves performance (increases adcc) at
the expense of increasing the computational complexity. we believe that this
could be reduced using a batched implementation of recipro-cam. we attribute
slow down in smoothgradcam++ when dropout is applied during test time to the
perturbations it adds on top of the pa method. our validation study shows that
grad-cam, grad-cam++ and recipro-cam are often leading in terms of speed as
expected from the literature. in fig. 1, we can see our proposed method reduces
noise in the pa map around the salient region. the distinguishing characteristic
of the meningioma is the psammoma body which is highlighted by all the pa
methods. risk estimations from eq. ( 2) are also displayed and provide an added
visualisation for a surgeon to trust the model. as it can be seen, areas of low
cv match the areas of high pa values which verifies the trustworthiness of our
method. we believe that the proposed explainability method could be used to
support the surgeon intraoperatively in diagnosis and decision making during
tumour resection. the enhanced pa map extracted with our method highlights the
areas which were the most important to the model's prediction. when these areas
correlate with clinically relevant areas, it shows that the model has learned to
robustly classify the different tissue classes. hence, it can be trusted by the
surgeon for diagnosis.",2
447,Localized Region Contrast for Enhancing Self-supervised Learning in Medical Image Segmentation,3.2,Fine-Tuning Datasets,"during the fine-tuning stage, we perform extensive experiments on three datasets
with respect to different regions of the human body. abd-110 is an abdomen
dataset from [25] that contains 110 ct images from patients with various
abdominal tumors and these ct images were taken during the treatment planning
stage. we report the average dsc on 11 abdominal organs (large bowel, duodenum,
spinal cord, liver, spleen, small bowel, pancreas, left kidney, right kidney,
stomach and gallbladder).thorax-85 is a thorax dataset from [5] that contains 85
thoracic ct images. we report the average dsc on 6 thoracic organs (esophagus,
trachea, spinal cord, left lung, right lung, and heart).han is from [24] and
contains 120 ct images covering the head and neck region. we report the average
dsc on 9 organs (brainstem, mandible, optical chiasm, left optical nerve, right
optical nerve, left parotid, right parotid, left submandibular gland, and right
submandibular gland).",2
