title,keyword
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,hospital
M&M: Tackling False Positives in Mammography with a Multi-view and Multi-instance Learning Sparse Detector,hospital
MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,hospital
MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,hospital
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,hospital
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,hospital
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,hospital
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,hospital
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,hospital
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,hospital
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,hospital
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,countries
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,hospital
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,hospital
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,hospital
ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,clinic
DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,hospitals
Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,hospital
Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,hospital
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,geographical
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,geographical
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,geographical
DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,hospital
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,countries
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,hospitals
MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,hospitals
StainDiff: Transfer Stain Styles of Histology Images with Denoising Diffusion Probabilistic Models and Self-ensemble,hospitals
MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,hospital
Histopathology Image Classification Using Deep Manifold Contrastive Learning,hospital
Histopathology Image Classification Using Deep Manifold Contrastive Learning,hospital
Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image Based Cancer Survival Prediction,countries
Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification,hospital
Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,hospitals
CTFlow: Mitigating Effects of Computed Tomography Acquisition and Reconstruction with Normalizing Flows,clinic
DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,hospital
Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,hospital
Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,geographical
Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,hospitals
Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,hospital
Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,geographic
Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,hospital
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,hospitals
CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,clinic
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,hospital
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,hospital
A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,hospital
Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,hospital
A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,hospital
Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,hospital
Surgical Video Captioning with Mutual-Modal Concept Alignment,hospital
Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,hospital
Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,hospital
FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,clinic
Fast Reconstruction for Deep Learning PET Head Motion Correction,clinic
Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,clinics
An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,hospitals
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,clinic
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,clinic
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,clinic
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,clinic
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,clinic
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,hospital
