title,extracted_keyword_sent
VISA-FSS: A Volume-Informed Self Supervised Approach for Few-Shot 3D Segmentation,none
ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification,none
SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,none
UniSeg: A Prompt-Driven Universal Segmentation Model as Well as A Strong Representation Learner,none
Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,none
Unpaired Cross-Modal Interaction Learning for COVID-19 Segmentation on Limited CT Images,none
Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,none
DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,none
MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,none
Co-assistant Networks for Label Correction,none
Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,none
Robust T-Loss for Medical Image Segmentation,none
Multi-Head Multi-Loss Model Calibration,none
Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images,none
Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,none
Understanding Silent Failures in Medical Image Classification,none
Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,none
Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,none
WeakPolyp: You only Look Bounding Box for Polyp Segmentation,none
Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,none
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,none
FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,none
Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,none
DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,none
Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,none
HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,none
Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,none
Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,none
BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,none
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,none
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,none
Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk,none
Learning Reliability of Multi modality Medical Images for Tumor Segmentation via Evidence Identified Denoising Diffusion Probabilistic Models,none
Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,none
SwinUNETR-V2: Stronger Swin Transformers with Stagewise Convolutions for 3D Medical Image Segmentation,none
SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,none
Uncertainty-Informed Mutual Learning for Joint Medical Image Classification and Segmentation,none
Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,none
DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,none
HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,none
MDViT: Multi-domain Vision Transformer for Small Medical Image Segmentation Datasets,none
M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,none
Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,none
RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,none
Certification of Deep Learning Models for Medical Image Segmentation,none
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,none
A Sheaf Theoretic Perspective for Robust Prostate Segmentation,none
MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,none
Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,none
A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,none
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"in addition, information of patient age and tumor
position is also used."
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"specifically, the in-house dataset collected in cooperation hospitals
contains pre-operative multimodal mr images, including t1, t1 contrast enhanced
(t1c), t2, and flair, of 1726 patients (age 49.7 ± 13.1) with confirmed diffuse
glioma types."
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"besides the inhouse
dataset, a public dataset brats2019, including pre-operative multimodal mr
images of 210 non-censored patients (age 61.4 ± 12.2), is adopted as the
external independent testing dataset."
Medical Boundary Diffusion Model for Skin Lesion Segmentation,none
H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,none
TransNuSeg: A Lightweight Multi-task Transformer for Nuclei Segmentation,none
Learnable Cross-modal Knowledge Distillation for Multi-modal Learning with Missing Modality,none
QCResUNet: Joint Subject-Level and Voxel-Level Prediction of Segmentation Quality,none
EGE-UNet: An Efficient Group Enhanced UNet for Skin Lesion Segmentation,none
Diffusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,none
Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,none
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,none
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,none
Factor Space and Spectrum for Medical Hyperspectral Image Segmentation,none
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,none
Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus,"all images were acquired at an average age of 30.6 years on a signa
3.0t scanner with an eight-channel standard head coil."
CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,none
Self- and Semi-supervised Learning for Gastroscopic Lesion Detection,none
Revisiting Feature Propagation and Aggregation in Polyp Segmentation,none
"Joint Prediction of Response to Therapy, Molecular Traits, and Spatial Organisation in Colorectal Cancer Biopsies",none
Automatic Bleeding Risk Rating System of Gastric Varices,none
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"black patients exhibit a 50% higher
age-standardized pe fatality rate and a twofold risk for pe hospitalization than
white patients [18,24]."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the pulmonary embolism dataset used in this study from 918
patients (163 deceased, median age 64 years, range 13-99 years, 52% female),
including 3978 ctpa images and 918 clinical reports, which were identified via
retrospective review across three institutions."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"for each patient, the race labels, survival time-to-event labels and
pesi variables are collected from clinical data, and the 11 pesi variables are
used to calculate the pesi scores, which include age, sex, comorbid illnesses
(cancer, heart failure, chronic lung disease), pulse, systolic blood pressure,
respiratory rate, temperature, altered mental status, and arterial oxygen
saturation at the time of diagnosis [2].diverse bias of multimodal survival
prediction model."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"breast cancer impacts women globally [15] and mammographic screening for women
over a certain age has been shown to reduce mortality [7,10,23]."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"for medical applications, x typically
represents patient information like age, family history, genetic makeup, and
diagnostic test results (e.g., a mammogram)."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,none
M&M: Tackling False Positives in Mammography with a Multi-view and Multi-instance Learning Sparse Detector,none
Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection,none
SHISRCNet: Super-Resolution and Classification Network for Low-Resolution Breast Cancer Histopathology Image,none
Text-Guided Foundation Model Adaptation for Pathological Image Classification,none
Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,none
Contrastive Feature Decoupling for Weakly-Supervised Disease Detection,none
Multiple Prompt Fusion for Zero-Shot Lesion Detection Using Vision-Language Models,none
Fast Non-Markovian Diffusion Model for Weakly Supervised Anomaly Detection in Brain MR Images,none
MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,none
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,none
Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,none
What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,none
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"we further stratify patients by our signature after
grouping them by tumor size and ca19-9, two clinically used preoperative
criteria for selection, and also age."
DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,none
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,none
Self-supervised Polyp Re-identification in Colonoscopy,none
YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,none
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,none
Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,none
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,none
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,none
Self-supervised Learning for Endoscopic Video Analysis,none
Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"in addition,
clinical indicators (e.g., age, gender) also can be integrated by the coxph
model."
ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,none
DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,none
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,none
Detection of Basal Cell Carcinoma in Whole Slide Images,none
IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,none
Multi-scale Prototypical Transformer for Whole Slide Image Classification,none
Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,none
Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,none
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,none
NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,none
DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,none
Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning,none
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,none
Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images,none
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,none
HIGT: Hierarchical Interaction Graph-Transformer for Whole Slide Image Analysis,none
Learning Robust Classifier for Imbalanced Medical Image Dataset with Noisy Labels by Minimizing Invariant Risk,none
MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,none
Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology,none
Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening,none
CellGAN: Conditional Cervical Cell Synthesis for Augmenting Cytopathological Image Classification,none
An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,none
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis,none
Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions,none
Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering,none
Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction,none
Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement,none
StainDiff: Transfer Stain Styles of Histology Images with Denoising Diffusion Probabilistic Models and Self-ensemble,none
MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,"the mean and median
age of patients at the date of dissection was 47 and 50 years, respectively."
Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors,none
Gene-Induced Multimodal Pre-training for Image-Omic Classification,none
Histopathology Image Classification Using Deep Manifold Contrastive Learning,none
Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides,none
Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image Based Cancer Survival Prediction,none
Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection,none
Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification,none
Artifact Restoration in Histology Images with Diffusion Probabilistic Models,none
Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound,none
Scribble-Based 3D Multiple Abdominal Organ Segmentation via Triple-Branch Multi-Dilated Network with Pixel- and Class-Wise Consistency,none
Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,none
CTFlow: Mitigating Effects of Computed Tomography Acquisition and Reconstruction with Normalizing Flows,none
Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,none
DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,none
Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network,none
Skin Lesion Correspondence Localization in Total Body Photography,none
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,none
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,none
Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,none
Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism,none
Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,none
Automated CT Lung Cancer Screening Workflow Using 3D Camera,none
Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"age-related macular degeneration (amd) is the leading cause of blindness in the
elderly, affecting nearly 200 million people worldwide [24]."
Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"we
also include a demographic baseline using age and sex."
Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"in all tasks the
standard biomarkers are only marginally more indicative of risk than the
patient's age and sex."
Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma,none
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,none
CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,none
EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,none
Self-feedback Transformer: A Multi-label Diagnostic Model for Real-World Pancreatic Neuroendocrine Neoplasms Data,"for labels with continuous values such as
age, the value normalized to 0 ∼ 1 is w p i ."
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,none
3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,none
Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,none
Diffusion-Based Data Augmentation for Nuclei Image Segmentation,none
Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,none
A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,none
CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,none
Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,none
Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning,none
Prompt-Based Grouping Transformer for Nucleus Detection and Classification,none
Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,none
Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,none
TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,none
Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,none
Exploring Unsupervised Cell Recognition with Prior Self-activation Maps,none
Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,none
atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning,none
B-Cos Aligned Transformers Learn Human-Interpretable Features,none
Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,none
Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"patients with gbm generally have a very poor survival rate;
the median overall survival time is about 14 months [17]; and the overall
survival time is affected by many factors, including patient characteristics
(e.g., age and physical status), tissue histopathology (e.g., cellular density
and nuclear atypia), and molecular pathology (e.g., mutations and gene
expression levels) [1,14,15]."
Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"it publicly released preprocessed
restingstate fmri data of 1000 healthy right-handed subjects with an average age
21.5 ± 2.9 years and approximately equal numbers of males and females from the
brain genomics superstruct project (gsp) [5], where the concrete image
acquisition parameters and preprocessing procedures can be found as well."
A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,none
Intraoperative CT Augmentation for Needle-Based Liver Interventions,none
Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,none
Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,none
Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,none
Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,none
Surgical Video Captioning with Mutual-Modal Concept Alignment,none
Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,none
Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,none
Learning Expected Appearances for Intraoperative Registration During Neurosurgery,none
Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,none
FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,none
FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,none
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,none
A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,none
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,none
Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,none
StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,none
X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,none
Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,"we targeted the age group from 6-24 months since
pediatric patients are more susceptible to ionizing radiation and experience a
greater cancer risk (up to 24% increase) from radiation exposure [7]."
Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,"furthermore, surgery for craniosynostosis, a birth defect in which the skull
bones fuse too early, typically occurs during this age [5,16]."
FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,none
Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,none
Fast Reconstruction for Deep Learning PET Head Motion Correction,none
Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,none
An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,none
Geometric Ultrasound Localization Microscopy,none
Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras,none
DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration,none
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,none
Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,none
DULDA: Dual-Domain Unsupervised Learned Descent Algorithm for PET Image Reconstruction,none
Low-Dose CT Image Super-Resolution Network with Dual-Guidance Feature Distillation and Dual-Path Content Communication,none
Non-iterative Coarse-to-Fine Transformer Networks for Joint Affine and Deformable Image Registration,none
Trackerless Volume Reconstruction from Intraoperative Ultrasound Images,none
CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,none
InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model,"this network ε θ is conditioned on four conditional variables c: age,
gender, ventricular volume and brain volume, which are all introduced by
cross-attention layers [22]."
Topology-Preserving Computed Tomography Super-Resolution Based on Dual-Stream Diffusion Model,none
LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline,none
