title,extracted_keyword_sent
Efficient Subclass Segmentation in Medical Images,none
Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"future challenges
include improving scalability with fewer manual operations, validating
segmentation maps from a more objective perspective, and comparing our proposed
algorithm with existing methods, such as those based on superpixels [10].data
use declaration and acknowledgment: the pelvic mri and chest ct datasets were
collected from the national cancer center hospital."
Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"both were in-house datasets collected
from a single hospital."
Localized Region Contrast for Enhancing Self-supervised Learning in Medical Image Segmentation,none
FedGrav: An Adaptive Federated Aggregation Algorithm for Multi-institutional Medical Image Segmentation,none
Faithful Synthesis of Low-Dose Contrast-Enhanced Brain MRI Scans Using Noise-Preserving Conditional GANs,none
A Spatial-Temporal Deformable Attention Based Framework for Breast Lesion Detection in Videos,none
DeDA: Deep Directed Accumulator,none
OpenAL: An Efficient Deep Active Learning Framework for Open-Set Pathology Image Classification,none
SFusion: Self-attention Based N-to-One Multimodal Fusion Block,none
VISA-FSS: A Volume-Informed Self Supervised Approach for Few-Shot 3D Segmentation,none
ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification,none
SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,"although there are publicly available liver
tumor datasets [1,24], they only contain major tumor types and differ in image
characteristics and label distribution from our hospital's data."
SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,"deploying a
model trained from public data to our hospital directly will be
problematic.collecting large-scale data from our hospital and training a new
model will be expensive."
SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,"therefore, we can use the model trained from them as a
starting point and use slpt to adapt it to our hospital with minimum cost."
SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,"we
collected a dataset from our in-house hospital comprising 941 ct scans with
eight categories: hepatocellular carcinoma, cholangioma, metastasis,
hepatoblastoma, hemangioma, focal nodular hyperplasia, cyst, and others."
UniSeg: A Prompt-Driven Universal Segmentation Model as Well as A Strong Representation Learner,none
Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,none
Unpaired Cross-Modal Interaction Learning for COVID-19 Segmentation on Limited CT Images,none
Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,none
DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,none
MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,none
Co-assistant Networks for Label Correction,none
Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,none
Robust T-Loss for Medical Image Segmentation,none
Multi-Head Multi-Loss Model Calibration,none
Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images,none
Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,none
Understanding Silent Failures in Medical Image Classification,"we emulate two acquisition shifts by defining either images from
the memorial sloan kettering cancer center (mskcc) or hospital clinic barcelona
(hcb) as the target domain and the remaining images as the source domain."
Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,"the in-house pancreas
tumor dataset collected from a cooperative hospital is composed of eight
classes: pdac (302), ipmn (71), net (43), scn (37), asc (33), cp (6), mcn (3),
and panin (1)."
Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,none
WeakPolyp: You only Look Bounding Box for Polyp Segmentation,none
Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,none
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,none
FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,none
Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,none
DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,none
Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,"in clinics, couinaud segments obtained from manual
annotation are tedious and time-consuming, based on the vasculature used as
rough guide (fig."
HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,"this study is approved by the ethical committee of west china
hospital of sichuan university, china."
Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,none
Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,none
BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,none
Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,none
Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,none
Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk,none
Learning Reliability of Multi modality Medical Images for Tumor Segmentation via Evidence Identified Denoising Diffusion Probabilistic Models,"in the clinic, the consistent
information and complementary information in multi-modality medical images
provide the basis for tumor diagnosis."
Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,none
SwinUNETR-V2: Stronger Swin Transformers with Stagewise Convolutions for 3D Medical Image Segmentation,none
SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,none
Uncertainty-Informed Mutual Learning for Joint Medical Image Classification and Segmentation,none
Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,none
DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,none
HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,none
MDViT: Multi-domain Vision Transformer for Small Medical Image Segmentation Datasets,none
M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,none
Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,none
RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,none
Certification of Deep Learning Models for Medical Image Segmentation,none
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,none
A Sheaf Theoretic Perspective for Robust Prostate Segmentation,none
MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,none
Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,none
A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,none
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"concerning the inherent issue of imbalanced tumor types in the training data
collected in clinic, a novel ordinal manifold mixup based feature augmentation
is presented and applied in the training stage of the tumor subtyping network."
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"in this way, inconsistency between the augmented features and the corresponding
labels can be effectively reduced.our method is evaluated using pre-operative
multimodal mr brain images of 1726 diffuse glioma patients collected from
cooperation hospitals and a public dataset brats2019 [12] containing multimodal
mr brain images of 210 patients."
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"to solve the inherent issue of
imbalanced tumor type in the training data collected in clinic, a novel ordinal
manifold mixup based feature augmentation is applied in the training of the
tumor subtyping network."
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"specifically, the in-house dataset collected in cooperation hospitals
contains pre-operative multimodal mr images, including t1, t1 contrast enhanced
(t1c), t2, and flair, of 1726 patients (age 49.7 ± 13.1) with confirmed diffuse
glioma types."
Medical Boundary Diffusion Model for Skin Lesion Segmentation,none
H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,none
TransNuSeg: A Lightweight Multi-task Transformer for Nuclei Segmentation,none
Learnable Cross-modal Knowledge Distillation for Multi-modal Learning with Missing Modality,none
QCResUNet: Joint Subject-Level and Voxel-Level Prediction of Segmentation Quality,none
EGE-UNet: An Efficient Group Enhanced UNet for Skin Lesion Segmentation,none
Diffusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,none
Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,none
EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,none
EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,none
Factor Space and Spectrum for Medical Hyperspectral Image Segmentation,none
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,none
Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus,"dataset and preprocessing: the t2-weighted mr images of 39 participants
including 23 patients with npsle and 16 hcs were gathered from our affiliated
hospital."
CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,none
Self- and Semi-supervised Learning for Gastroscopic Lesion Detection,"collection : lgmdd collects about 1m+ gastroscopic
images from 2 hospitals of about 500 patients and their diagnosis reports."
Revisiting Feature Propagation and Aggregation in Polyp Segmentation,none
"Joint Prediction of Response to Therapy, Molecular Traits, and Spatial Organisation in Colorectal Cancer Biopsies",none
Automatic Bleeding Risk Rating System of Gastric Varices,"this may cause inconsistency or even
misdiagnosis due to the variant experience of endoscopists in different
hospitals."
Automatic Bleeding Risk Rating System of Gastric Varices,"all of these cases are collected
from 411 patients in a grade-iii class-a hospital during the period from 2017 to
2022."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,none
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,none
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"for the ncct, we annotate over 4,029 nodules from
over 2,565 patients from our collaborating hospital."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"the in-house cohort was retrospectively collected from 2,565 patients
at our collaborating hospital between 2019 and 2022."
M&M: Tackling False Positives in Mammography with a Multi-view and Multi-instance Learning Sparse Detector,"academic
hospital (see [18], sec."
Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection,none
SHISRCNet: Super-Resolution and Classification Network for Low-Resolution Breast Cancer Histopathology Image,none
Text-Guided Foundation Model Adaptation for Pathological Image Classification,none
Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,none
Contrastive Feature Decoupling for Weakly-Supervised Disease Detection,none
Multiple Prompt Fusion for Zero-Shot Lesion Detection Using Vision-Language Models,none
Fast Non-Markovian Diffusion Model for Weakly Supervised Anomaly Detection in Brain MR Images,none
MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,"we further collect 36 cases from
the two medical centers mentioned above (14 benign cases) and another center
(fujian provincial hospital, 22 malignant cases) to form the test set."
MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,"there is an obvious visual difference between
the images from the fujian provincial hospital (last column in fig."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,none
Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,none
What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,none
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"in this study, we used data from shengjing hospital to train our method
with 892 patients, and data from three other centers, including guangdong
provincial people's hospital, tianjin medical university and sun yatsen
university cancer center for independent testing with 178 patients."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"pdac masks for 340 patients were manually labeled by a
radiologist from shengjing hospital with 18 years of experience in pancreatic
cancer, while the rest were predicted using self-learning models [11,24] and
checked by the same annotator."
DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,none
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"our study analyzed a dataset of ct scans collected
from guangdong province people's hospital between years 2018 and 2020, with
2,139 patients consisting of 787 gastric cancer and 1,352 normal cases."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"to further evaluate specificity in
a larger population, we collected an external test set of 903 normal cases from
shengjing hospital."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"a reader study was conducted with two
experienced radiologists, one from guangdong province people's hospital with 20
years of experience and the other from the first affiliated hospital of zhejiang
university with 9 years of experience in gastric imaging."
Self-supervised Polyp Re-identification in Colonoscopy,none
YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,none
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"breast cancer is a life-threatening disease that has surpassed lung cancer as
leading cancer in some countries and regions [20]."
Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,none
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"hence, it is not clear how well
they will work in such a scenario.in this work, we evaluate an attention-based
mil model on unseen data from a new hospital and propose a way to quantify the
domain shift severity."
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"we split the data from the new
hospital into several subsets to investigate clinically realistic scenarios
triggering different levels of domain shift."
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"our results show that domain
shift is present between the wsis from the same hospital (camelyon data) and
another medical centre (brln data)."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,none
Self-supervised Learning for Endoscopic Video Analysis,none
Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,none
ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,"this
group should be managed differently from the rest of the low-risk prostate
cancer patients in the clinic."
DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,"the images are extracted from 16
colorectal adenocarcinoma wsis, each of which belongs to an individual patient,
and scanned with an omnyx vl120 scanner within the department of pathology at
university hospitals coventry and warwickshire, uk."
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,none
Detection of Basal Cell Carcinoma in Whole Slide Images,none
IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,none
Multi-scale Prototypical Transformer for Whole Slide Image Classification,none
Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"our dataset contained 282 consecutive patients who underwent thyroid
nodule examination at nanjing drum tower hospital."
Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"all data were approved by the institutional review board of
nanjing drum tower hospital, and all patients signed the informed consent before
enrollment into the study.implementation details."
Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,none
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,"in this study, we
introduce a novel approach called triangular analysis of geographical interplay
of lymphocytes (triangil), representing a unique and interpretable way to
characterize the distribution, and higher-order interaction of various cell
families (e.g., cancerous cells, stromal cells, lymphocyte subtypes) across
digital histopathology slides."
Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,"we presented a new approach, triangular analysis of geographical interplay of
lymphocytes (triangil), to quantitatively chartacterize the spatial arrangement
and relative geographical interplay of multiple cell families across
pathological images."
NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,none
DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,"we measure the performance of our model on an in-house
rectum cancer dataset which contains 130 patients who underwent volumetric
modulated arc therapy (vmat) treatment at west china hospital."
Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning,none
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,"cervical cancer is a common and severe disease that affects millions of women
globally, particularly in developing countries [9]."
Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,"in this study, we have collected 5384 cervical
cytopathological wsi by 20x lens, each with 20000 × 20000 pixels, from our
collaborating hospitals."
Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images,none
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,none
HIGT: Hierarchical Interaction Graph-Transformer for Whole Slide Image Analysis,none
Learning Robust Classifier for Imbalanced Medical Image Dataset with Noisy Labels by Minimizing Invariant Risk,none
MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,"-no potential focal infection in the liver before the
colorectal radical surgery.-no metastases in other organs before the liver
metastases.-no other malignant tumors.our retrospective dataset includes two
cohorts from two hospitals."
Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology,none
Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening,none
CellGAN: Conditional Cervical Cell Synthesis for Augmenting Cytopathological Image Classification,none
An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,none
Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis,none
Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions,none
Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering,none
Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction,none
Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement,none
StainDiff: Transfer Stain Styles of Histology Images with Denoising Diffusion Probabilistic Models and Self-ensemble,"meanwhile, in some clinical settings, multiple institutions or hospitals are
involved, where stain normalization is usually employed for multiple stain
styles to one style alignment."
MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,"all images were acquired during clinical
routine at the kardinal schwarzenberg hospital."
Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors,none
Gene-Induced Multimodal Pre-training for Image-Omic Classification,none
Histopathology Image Classification Using Deep Manifold Contrastive Learning,"the dataset for the former task was collected from 168 patients
with 332 wsis from seoul national university hospital."
Histopathology Image Classification Using Deep Manifold Contrastive Learning,"this study was approved by the institutional review board of seoul national
university hospital (irb no.h-1011-046-339)."
Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides,none
Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image Based Cancer Survival Prediction,"[13] 0.580 ± 0.005 0.634 ± 0.005 0.617 ± 0.094 deepattnmisl [26] 0.570 ± 0.001
0.644 ± 0.009 0.584 ± 0.019 clam [18] 0.575 ± 0.010 0.641 ± 0.002 0.635 ± 0.006
dsmil [16] 0.550 ± 0.016 0.626 ± 0.005 0.603 ± 0.022 patchgcn [ we selected the
crc dataset for further interpretable analysis, as it is one of
the leading causes of mortality in industrialized countries, and its
prognosis-related factors have been widely studied [3,8]."
Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection,none
Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification,"although patch-level labels are officially
provided in camelyon16, they were not used in our experiments.the second dataset
is a private hepatocellular carcinoma (hcc) dataset collected from sir run run
shaw hospital, hangzhou, china."
Artifact Restoration in Histology Images with Diffusion Probabilistic Models,none
Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound,none
Scribble-Based 3D Multiple Abdominal Organ Segmentation via Triple-Branch Multi-Dilated Network with Pixel- and Class-Wise Consistency,none
Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,"this model requires gaze input during both the
training and inference stages, which limits its practical use in hospitals
without eyetrackers."
CTFlow: Mitigating Effects of Computed Tomography Acquisition and Reconstruction with Normalizing Flows,"(2) aapm-mayo clinic low-dose ct ""grand challenge"" dataset,
a publicly available grand challenge dataset consisting of 5,936 abdominal ct
images from 10 patient cases reconstructed at 1.0 mm slice thickness."
Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,none
DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,"the in-house
dataset comprises 43,258 mammography exams from 10,670 women between 2004-2020,
collected from a hospital with irb approvals."
Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network,none
Skin Lesion Correspondence Localization in Total Body Photography,none
Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,none
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,none
Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,"we use a dataset of 172 patients containing 94 paaf and 78 peaf cases
collected from the sun yat-sen memorial hospital in china."
Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism,none
Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,"npc is characterized
by a distinct geographical distribution in southeast asia, north africa, and
arctic [2]."
Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,"the three hospitals were labelled
as institution-1 (110 patients), institution-2 (58 patients), and institution-3
(135 patients), respectively."
Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,"the use of this dataset was approved by the institutional review board
of the university of hong kong/hospital authority hong kong west cluster (hku/ha
hkw irb) with reference number uw21-412, and the research ethics committee
(kowloon central/kowloon east) with reference number kc/ke-18-0085/er-1."
Automated CT Lung Cancer Screening Workflow Using 3D Camera,none
Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"late amd is classified into either
choroidal neovascularisation (cnv), identified by subretinal fluid, or
geographic atrophy, signalled by progressive loss of photoreceptors and retinal
thinning."
Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"afterwards, we test our method on a
second independent unseen dataset, which was obtained from moorfields eye
hospital."
Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma,none
Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,"however, the precise delineation of the gtv is laborintensive, and is restricted
to specialized hospitals with highly skilled rt experts."
