,title,extracted_keyword_sent
35,ArSDM: Colonoscopy Images Synthesis with Adaptive Refinement Semantic Diffusion Models,none
36,Synthetic Augmentation with Large-Scale Unconditional Pre-training,none
37,Learning Transferable Object-Centric Diffeomorphic Transformations for Data Augmentation in Medical Image Segmentation,none
38,Longitudinal Multimodal Transformer Integrating Imaging and Latent Clinical Signatures from Routine EHRs for Pulmonary Nodule Classification,none
39,Partially Supervised Multi-organ Segmentation via Affinity-Aware Consistency Learning and Cross Site Feature Alignment,none
40,Centroid-Aware Feature Recalibration for Cancer Grading in Pathology Images,none
41,Explaining Massive-Training Artificial Neural Networks in Medical Image Analysis Task Through Visualizing Functions Within the Models,none
42,FeSViBS: Federated Split Learning of Vision Transformer with Block Sampling,none
43,TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classification,none
44,Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation,none
45,COLosSAL: A Benchmark for Cold-Start Active Learning for 3D Medical Image Segmentation,none
46,Explainable Image Classification with Improved Trustworthiness for Tissue Characterisation,none
47,Continual Learning for Abdominal Multi-organ and Tumor Segmentation,none
48,Efficient Subclass Segmentation in Medical Images,none
49,Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,none
50,Localized Region Contrast for Enhancing Self-supervised Learning in Medical Image Segmentation,none
51,FedGrav: An Adaptive Federated Aggregation Algorithm for Multi-institutional Medical Image Segmentation,none
52,Faithful Synthesis of Low-Dose Contrast-Enhanced Brain MRI Scans Using Noise-Preserving Conditional GANs,none
53,A Spatial-Temporal Deformable Attention Based Framework for Breast Lesion Detection in Videos,none
54,DeDA: Deep Directed Accumulator,none
55,OpenAL: An Efficient Deep Active Learning Framework for Open-Set Pathology Image Classification,none
56,SFusion: Self-attention Based N-to-One Multimodal Fusion Block,none
57,VISA-FSS: A Volume-Informed Self Supervised Approach for Few-Shot 3D Segmentation,none
58,ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification,none
59,SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,none
60,UniSeg: A Prompt-Driven Universal Segmentation Model as Well as A Strong Representation Learner,none
61,Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,none
62,Unpaired Cross-Modal Interaction Learning for COVID-19 Segmentation on Limited CT Images,none
63,Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,none
64,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,none
65,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,none
66,Co-assistant Networks for Label Correction,none
67,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,none
68,Robust T-Loss for Medical Image Segmentation,none
69,Multi-Head Multi-Loss Model Calibration,none
70,Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images,none
71,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,none
72,Understanding Silent Failures in Medical Image Classification,none
73,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,none
74,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,none
75,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,none
76,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,none
77,ACC-UNet: A Completely Convolutional UNet Model for the 2020s,none
78,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,none
79,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,none
80,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,none
81,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,none
82,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,none
83,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,none
84,Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,none
85,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,none
86,Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,none
87,Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,none
88,Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk,none
89,Learning Reliability of Multi modality Medical Images for Tumor Segmentation via Evidence Identified Denoising Diffusion Probabilistic Models,none
90,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,none
91,SwinUNETR-V2: Stronger Swin Transformers with Stagewise Convolutions for 3D Medical Image Segmentation,none
92,SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,none
93,Uncertainty-Informed Mutual Learning for Joint Medical Image Classification and Segmentation,none
94,Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,none
95,DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,none
96,HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,none
97,MDViT: Multi-domain Vision Transformer for Small Medical Image Segmentation Datasets,none
98,M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,none
99,Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,none
100,RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,none
101,Certification of Deep Learning Models for Medical Image Segmentation,none
102,Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,none
103,A Sheaf Theoretic Perspective for Robust Prostate Segmentation,none
104,MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,none
105,Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,none
106,A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,none
107,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"in addition, information of patient age and tumor
position is also used."
108,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"specifically, the in-house dataset collected in cooperation hospitals
contains pre-operative multimodal mr images, including t1, t1 contrast enhanced
(t1c), t2, and flair, of 1726 patients (age 49.7 ± 13.1) with confirmed diffuse
glioma types."
109,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"besides the inhouse
dataset, a public dataset brats2019, including pre-operative multimodal mr
images of 210 non-censored patients (age 61.4 ± 12.2), is adopted as the
external independent testing dataset."
110,Medical Boundary Diffusion Model for Skin Lesion Segmentation,none
111,H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,none
112,TransNuSeg: A Lightweight Multi-task Transformer for Nuclei Segmentation,none
113,Learnable Cross-modal Knowledge Distillation for Multi-modal Learning with Missing Modality,none
114,QCResUNet: Joint Subject-Level and Voxel-Level Prediction of Segmentation Quality,none
115,EGE-UNet: An Efficient Group Enhanced UNet for Skin Lesion Segmentation,none
116,Diffusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,none
117,Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,none
118,EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,none
119,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,none
120,Factor Space and Spectrum for Medical Hyperspectral Image Segmentation,none
121,Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,none
122,Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus,"all images were acquired at an average age of 30.6 years on a signa
3.0t scanner with an eight-channel standard head coil."
123,CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,none
124,Self- and Semi-supervised Learning for Gastroscopic Lesion Detection,none
125,Revisiting Feature Propagation and Aggregation in Polyp Segmentation,none
126,"Joint Prediction of Response to Therapy, Molecular Traits, and Spatial Organisation in Colorectal Cancer Biopsies",none
127,Automatic Bleeding Risk Rating System of Gastric Varices,none
128,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"black patients exhibit a 50% higher
age-standardized pe fatality rate and a twofold risk for pe hospitalization than
white patients [18,24]."
129,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the pulmonary embolism dataset used in this study from 918
patients (163 deceased, median age 64 years, range 13-99 years, 52% female),
including 3978 ctpa images and 918 clinical reports, which were identified via
retrospective review across three institutions."
130,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"for each patient, the race labels, survival time-to-event labels and
pesi variables are collected from clinical data, and the 11 pesi variables are
used to calculate the pesi scores, which include age, sex, comorbid illnesses
(cancer, heart failure, chronic lung disease), pulse, systolic blood pressure,
respiratory rate, temperature, altered mental status, and arterial oxygen
saturation at the time of diagnosis [2].diverse bias of multimodal survival
prediction model."
131,Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"breast cancer impacts women globally [15] and mammographic screening for women
over a certain age has been shown to reduce mortality [7,10,23]."
132,Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"for medical applications, x typically
represents patient information like age, family history, genetic makeup, and
diagnostic test results (e.g., a mammogram)."
133,Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,none
134,M&M: Tackling False Positives in Mammography with a Multi-view and Multi-instance Learning Sparse Detector,none
135,Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection,none
136,SHISRCNet: Super-Resolution and Classification Network for Low-Resolution Breast Cancer Histopathology Image,none
137,Text-Guided Foundation Model Adaptation for Pathological Image Classification,none
138,Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,none
139,Contrastive Feature Decoupling for Weakly-Supervised Disease Detection,none
140,Multiple Prompt Fusion for Zero-Shot Lesion Detection Using Vision-Language Models,none
141,Fast Non-Markovian Diffusion Model for Weakly Supervised Anomaly Detection in Brain MR Images,none
142,MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,none
143,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,none
144,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,none
145,What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,none
146,Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"we further stratify patients by our signature after
grouping them by tumor size and ca19-9, two clinically used preoperative
criteria for selection, and also age."
147,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,none
148,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,none
149,Self-supervised Polyp Re-identification in Colonoscopy,none
150,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,none
151,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,none
152,Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,none
153,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,none
154,Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,none
155,Self-supervised Learning for Endoscopic Video Analysis,none
156,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"in addition,
clinical indicators (e.g., age, gender) also can be integrated by the coxph
model."
157,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,none
158,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,none
159,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,none
160,Detection of Basal Cell Carcinoma in Whole Slide Images,none
161,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,none
162,Multi-scale Prototypical Transformer for Whole Slide Image Classification,none
163,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,none
164,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,none
165,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,none
166,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,none
167,DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,none
168,Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning,none
169,Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,none
170,Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images,none
171,Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,none
172,HIGT: Hierarchical Interaction Graph-Transformer for Whole Slide Image Analysis,none
173,Learning Robust Classifier for Imbalanced Medical Image Dataset with Noisy Labels by Minimizing Invariant Risk,none
174,MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,none
175,Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology,none
176,Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening,none
177,CellGAN: Conditional Cervical Cell Synthesis for Augmenting Cytopathological Image Classification,none
178,An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,none
179,Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis,none
180,Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions,none
181,Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering,none
182,Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction,none
183,Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement,none
184,StainDiff: Transfer Stain Styles of Histology Images with Denoising Diffusion Probabilistic Models and Self-ensemble,none
185,MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,"the mean and median
age of patients at the date of dissection was 47 and 50 years, respectively."
186,Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors,none
187,Gene-Induced Multimodal Pre-training for Image-Omic Classification,none
188,Histopathology Image Classification Using Deep Manifold Contrastive Learning,none
189,Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides,none
190,Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image Based Cancer Survival Prediction,none
191,Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection,none
192,Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification,none
193,Artifact Restoration in Histology Images with Diffusion Probabilistic Models,none
194,Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound,none
195,Scribble-Based 3D Multiple Abdominal Organ Segmentation via Triple-Branch Multi-Dilated Network with Pixel- and Class-Wise Consistency,none
196,Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,none
197,CTFlow: Mitigating Effects of Computed Tomography Acquisition and Reconstruction with Normalizing Flows,none
198,Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,none
199,DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,none
200,Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network,none
201,Skin Lesion Correspondence Localization in Total Body Photography,none
202,Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,none
203,Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,none
204,Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,none
205,Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism,none
206,Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,none
207,Automated CT Lung Cancer Screening Workflow Using 3D Camera,none
208,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"age-related macular degeneration (amd) is the leading cause of blindness in the
elderly, affecting nearly 200 million people worldwide [24]."
209,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"we
also include a demographic baseline using age and sex."
210,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"in all tasks the
standard biomarkers are only marginally more indicative of risk than the
patient's age and sex."
211,Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma,none
212,Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,none
213,CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,none
214,EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,none
215,Self-feedback Transformer: A Multi-label Diagnostic Model for Real-World Pancreatic Neuroendocrine Neoplasms Data,"for labels with continuous values such as
age, the value normalized to 0 ∼ 1 is w p i ."
216,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,none
217,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,none
218,Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,none
219,Diffusion-Based Data Augmentation for Nuclei Image Segmentation,none
220,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,none
221,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,none
222,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,none
223,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,none
224,Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning,none
225,Prompt-Based Grouping Transformer for Nucleus Detection and Classification,none
226,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,none
227,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,none
228,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,none
229,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,none
230,Exploring Unsupervised Cell Recognition with Prior Self-activation Maps,none
231,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,none
232,atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning,none
233,B-Cos Aligned Transformers Learn Human-Interpretable Features,none
234,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,none
235,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"patients with gbm generally have a very poor survival rate;
the median overall survival time is about 14 months [17]; and the overall
survival time is affected by many factors, including patient characteristics
(e.g., age and physical status), tissue histopathology (e.g., cellular density
and nuclear atypia), and molecular pathology (e.g., mutations and gene
expression levels) [1,14,15]."
236,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"it publicly released preprocessed
restingstate fmri data of 1000 healthy right-handed subjects with an average age
21.5 ± 2.9 years and approximately equal numbers of males and females from the
brain genomics superstruct project (gsp) [5], where the concrete image
acquisition parameters and preprocessing procedures can be found as well."
237,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,none
238,Intraoperative CT Augmentation for Needle-Based Liver Interventions,none
239,Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,none
240,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,none
241,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,none
242,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,none
243,Surgical Video Captioning with Mutual-Modal Concept Alignment,none
244,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,none
245,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,none
246,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,none
247,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,none
248,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,none
249,FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,none
250,Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,none
251,A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,none
252,Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,none
253,Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,none
254,StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,none
255,X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,none
256,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,"we targeted the age group from 6-24 months since
pediatric patients are more susceptible to ionizing radiation and experience a
greater cancer risk (up to 24% increase) from radiation exposure [7]."
257,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,"furthermore, surgery for craniosynostosis, a birth defect in which the skull
bones fuse too early, typically occurs during this age [5,16]."
258,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,none
259,Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,none
260,Fast Reconstruction for Deep Learning PET Head Motion Correction,none
261,Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,none
262,An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,none
263,Geometric Ultrasound Localization Microscopy,none
264,Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras,none
265,DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration,none
266,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,none
267,Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,none
268,DULDA: Dual-Domain Unsupervised Learned Descent Algorithm for PET Image Reconstruction,none
269,Low-Dose CT Image Super-Resolution Network with Dual-Guidance Feature Distillation and Dual-Path Content Communication,none
270,Non-iterative Coarse-to-Fine Transformer Networks for Joint Affine and Deformable Image Registration,none
271,Trackerless Volume Reconstruction from Intraoperative Ultrasound Images,none
272,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,none
273,InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model,"this network ε θ is conditioned on four conditional variables c: age,
gender, ventricular volume and brain volume, which are all introduced by
cross-attention layers [22]."
274,Topology-Preserving Computed Tomography Super-Resolution Based on Dual-Stream Diffusion Model,none
275,LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline,none
