,title,extracted_keyword_sent
46,Localized Region Contrast for Enhancing Self-supervised Learning in Medical Image Segmentation,none
47,FedGrav: An Adaptive Federated Aggregation Algorithm for Multi-institutional Medical Image Segmentation,none
48,Faithful Synthesis of Low-Dose Contrast-Enhanced Brain MRI Scans Using Noise-Preserving Conditional GANs,none
49,A Spatial-Temporal Deformable Attention Based Framework for Breast Lesion Detection in Videos,none
50,DeDA: Deep Directed Accumulator,none
51,OpenAL: An Efficient Deep Active Learning Framework for Open-Set Pathology Image Classification,none
52,SFusion: Self-attention Based N-to-One Multimodal Fusion Block,none
53,VISA-FSS: A Volume-Informed Self Supervised Approach for Few-Shot 3D Segmentation,none
54,ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification,none
55,SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,none
56,UniSeg: A Prompt-Driven Universal Segmentation Model as Well as A Strong Representation Learner,none
57,Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,none
58,Unpaired Cross-Modal Interaction Learning for COVID-19 Segmentation on Limited CT Images,none
59,Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,none
60,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,none
61,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,none
62,Co-assistant Networks for Label Correction,none
63,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,none
64,Robust T-Loss for Medical Image Segmentation,none
65,Multi-Head Multi-Loss Model Calibration,none
66,Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images,none
67,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,none
68,Understanding Silent Failures in Medical Image Classification,none
69,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,none
70,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,none
71,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,none
72,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,none
73,ACC-UNet: A Completely Convolutional UNet Model for the 2020s,none
74,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,none
75,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,none
76,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,none
77,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,none
78,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,none
79,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,none
80,Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,none
81,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,none
82,Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,none
83,Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,none
84,Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk,none
85,Learning Reliability of Multi modality Medical Images for Tumor Segmentation via Evidence Identified Denoising Diffusion Probabilistic Models,none
86,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,none
87,SwinUNETR-V2: Stronger Swin Transformers with Stagewise Convolutions for 3D Medical Image Segmentation,none
88,SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,none
89,Uncertainty-Informed Mutual Learning for Joint Medical Image Classification and Segmentation,none
90,Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,none
91,DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,none
92,HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,none
93,MDViT: Multi-domain Vision Transformer for Small Medical Image Segmentation Datasets,none
94,M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,none
95,Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,none
96,RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,none
97,Certification of Deep Learning Models for Medical Image Segmentation,none
98,Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,none
99,A Sheaf Theoretic Perspective for Robust Prostate Segmentation,none
100,MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,none
101,Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,none
102,A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,none
103,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,none
104,Medical Boundary Diffusion Model for Skin Lesion Segmentation,none
105,H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,none
106,TransNuSeg: A Lightweight Multi-task Transformer for Nuclei Segmentation,none
107,Learnable Cross-modal Knowledge Distillation for Multi-modal Learning with Missing Modality,none
108,QCResUNet: Joint Subject-Level and Voxel-Level Prediction of Segmentation Quality,none
109,EGE-UNet: An Efficient Group Enhanced UNet for Skin Lesion Segmentation,none
110,Diffusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,none
111,Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,none
112,EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,none
113,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,none
114,Factor Space and Spectrum for Medical Hyperspectral Image Segmentation,none
115,Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,none
116,Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus,none
117,CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,none
118,Self- and Semi-supervised Learning for Gastroscopic Lesion Detection,none
119,Revisiting Feature Propagation and Aggregation in Polyp Segmentation,none
120,"Joint Prediction of Response to Therapy, Molecular Traits, and Spatial Organisation in Colorectal Cancer Biopsies",none
121,Automatic Bleeding Risk Rating System of Gastric Varices,none
122,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"systemic bias poses a
greater threat to ai model's applications, as these biases can be baked right
into the model's decision process [22].pulmonary embolism (pe) is an example of
health disparities related to race."
123,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"we will first introduce our pulmonary embolism multimodal
datasets, including survival and race labels."
124,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"for each patient, the race labels, survival time-to-event labels and
pesi variables are collected from clinical data, and the 11 pesi variables are
used to calculate the pesi scores, which include age, sex, comorbid illnesses
(cancer, heart failure, chronic lung disease), pulse, systolic blood pressure,
respiratory rate, temperature, altered mental status, and arterial oxygen
saturation at the time of diagnosis [2].diverse bias of multimodal survival
prediction model."
125,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"this
redundancy leads to model overfitting on race, compromising the fairness of risk
prediction across different races."
126,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"besides, clinical data in the form of text
reports and pesi variables objectively reflect the patient's physiological
information and the physician's diagnosis, exhibiting smaller race biases in
correlation with survival across different races."
127,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"2, we
present a feature-level de-biased sp module that enhances fairness in survival
outcomes by decoupling race attributes, as shown in the lower right of fig."
128,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"in the de-biased sp module, firstly, two separate encoders e m i and e m c are
formulated to embed features f m into disentangled latent vectors for
race-intrinsic attributes z id or race-conflicting attributes z sur implied
survival information [16]."
129,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"then, the linear classifiers c m i and c m c
constructed to predict the race label y id with concatenated vector z = [z id ;
z sur ]."
130,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"to disentangle survival features from the race identification, we use
the generalized cross-entropy (gce) loss [31] to train e m c and c m c to
overfit to race label while training e m i and c m i with crossentropy (ce)
loss."
131,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"1 reweight and enhance
the learning of the race-intrinsic attributes [20]."
132,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"2, but the parameters of id or survival branch are
only updated by their respective losses:to promote race-intrinsic learning in e
m i and c m i , we apply diversify with latent vectors swapping."
133,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"as the random combination are generated from different samples, the
swapping decreases the correlation of these feature vectors, thereby enhancing
the race-intrinsic attributes."
134,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"in
general, our framework including de-biased sp modules shows significantly better
predictions in testing set than the pesi-based outcome estimation with c-indexes
of 0.669, 0.654, 0.697, 0.043 for the overall testset, white testset, color
testset and race bias."
135,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the de-biased results outperform the baseline in overall
survival c-index and show a lower race bias, especially in imaging-and
fusion-based predictions."
136,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the results indicate the effectiveness of the proposed
de-biasing in mitigating race inequity."
137,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the results also prove the observations
for the different biases present in different modalities, especially in the ctpa
images containing more abundant race-related information."
138,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the disentangled
representations, transformed from latent space to a 2d plane via tsne and
color-coded by race [9], are shown in fig."
139,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"we observe the disentanglement in
the visualization of the id features z id , while the survival features z sur
eliminate the race bias."
140,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the lack of apparent race bias observed in both the
original features and those encoded in the baseline can be attributed to the
subordinate role that id features play in the multimodal information."
141,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"in addition, the predictions of
the de-biased framework show favorable performance, and our multimodal fusion
demonstrates a more pronounced discriminative ability in the k-m survival
analysis compared to the single-modal results.we conducted ablation studies to
examine the effect of the two key components, including swapping feature
augmentation and race-balance resampling."
142,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"in this work, we developed a de-biased survival prediction framework based on
the race-disentangled representation."
143,Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,none
144,Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,none
145,M&M: Tackling False Positives in Mammography with a Multi-view and Multi-instance Learning Sparse Detector,none
146,Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection,none
147,SHISRCNet: Super-Resolution and Classification Network for Low-Resolution Breast Cancer Histopathology Image,none
148,Text-Guided Foundation Model Adaptation for Pathological Image Classification,none
149,Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,none
150,Contrastive Feature Decoupling for Weakly-Supervised Disease Detection,none
151,Multiple Prompt Fusion for Zero-Shot Lesion Detection Using Vision-Language Models,none
152,Fast Non-Markovian Diffusion Model for Weakly Supervised Anomaly Detection in Brain MR Images,none
153,MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,none
154,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,none
155,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,none
156,What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,none
157,Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,none
158,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,none
159,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,none
160,Self-supervised Polyp Re-identification in Colonoscopy,none
161,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,none
162,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,none
163,Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,none
164,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,none
165,Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,none
166,Self-supervised Learning for Endoscopic Video Analysis,none
167,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,none
168,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,none
169,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,none
170,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,none
171,Detection of Basal Cell Carcinoma in Whole Slide Images,none
172,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,none
173,Multi-scale Prototypical Transformer for Whole Slide Image Classification,none
174,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,none
175,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,none
176,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,none
177,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,none
178,DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,none
179,Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning,none
180,Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,none
181,Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images,none
182,Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,none
183,HIGT: Hierarchical Interaction Graph-Transformer for Whole Slide Image Analysis,none
184,Learning Robust Classifier for Imbalanced Medical Image Dataset with Noisy Labels by Minimizing Invariant Risk,none
185,MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,none
186,Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology,none
187,Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening,none
188,CellGAN: Conditional Cervical Cell Synthesis for Augmenting Cytopathological Image Classification,none
189,An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,none
190,Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis,none
191,Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions,none
192,Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering,none
193,Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction,none
194,Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement,none
195,StainDiff: Transfer Stain Styles of Histology Images with Denoising Diffusion Probabilistic Models and Self-ensemble,none
196,MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,none
197,Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors,none
198,Gene-Induced Multimodal Pre-training for Image-Omic Classification,none
199,Histopathology Image Classification Using Deep Manifold Contrastive Learning,none
200,Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides,none
201,Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image Based Cancer Survival Prediction,none
202,Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection,none
203,Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification,none
204,Artifact Restoration in Histology Images with Diffusion Probabilistic Models,none
205,Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound,none
206,Scribble-Based 3D Multiple Abdominal Organ Segmentation via Triple-Branch Multi-Dilated Network with Pixel- and Class-Wise Consistency,none
207,Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,none
208,CTFlow: Mitigating Effects of Computed Tomography Acquisition and Reconstruction with Normalizing Flows,none
209,Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,none
210,DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,none
211,Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network,none
212,Skin Lesion Correspondence Localization in Total Body Photography,none
213,Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,none
214,Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,none
215,Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,none
216,Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism,none
217,Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,none
218,Automated CT Lung Cancer Screening Workflow Using 3D Camera,none
219,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,none
220,Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma,none
221,Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,none
222,CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,none
223,EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,none
224,Self-feedback Transformer: A Multi-label Diagnostic Model for Real-World Pancreatic Neuroendocrine Neoplasms Data,none
225,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,none
226,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,none
227,Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,none
228,Diffusion-Based Data Augmentation for Nuclei Image Segmentation,none
229,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,none
230,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,none
231,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,none
232,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,none
233,Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning,none
234,Prompt-Based Grouping Transformer for Nucleus Detection and Classification,none
235,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,none
236,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,none
237,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,none
238,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,none
239,Exploring Unsupervised Cell Recognition with Prior Self-activation Maps,none
240,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,none
241,atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning,none
242,B-Cos Aligned Transformers Learn Human-Interpretable Features,none
243,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,none
244,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,none
245,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,none
246,Intraoperative CT Augmentation for Needle-Based Liver Interventions,none
247,Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,none
248,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,none
249,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,none
250,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,none
251,Surgical Video Captioning with Mutual-Modal Concept Alignment,none
252,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,none
253,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,none
254,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,none
255,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,none
256,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,none
257,FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,none
258,Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,none
259,A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,none
260,Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,none
261,Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,none
262,StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,none
263,X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,none
264,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,none
265,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,none
266,Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,none
267,Fast Reconstruction for Deep Learning PET Head Motion Correction,none
268,Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,none
269,An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,none
270,Geometric Ultrasound Localization Microscopy,none
271,Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras,none
272,DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration,none
273,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,none
274,Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,none
275,DULDA: Dual-Domain Unsupervised Learned Descent Algorithm for PET Image Reconstruction,none
276,Low-Dose CT Image Super-Resolution Network with Dual-Guidance Feature Distillation and Dual-Path Content Communication,none
277,Non-iterative Coarse-to-Fine Transformer Networks for Joint Affine and Deformable Image Registration,none
278,Trackerless Volume Reconstruction from Intraoperative Ultrasound Images,none
279,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,none
280,InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model,none
281,Topology-Preserving Computed Tomography Super-Resolution Based on Dual-Stream Diffusion Model,none
282,LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline,none
