,title,extracted_keyword_sent
40,Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation,none
41,COLosSAL: A Benchmark for Cold-Start Active Learning for 3D Medical Image Segmentation,none
42,Explainable Image Classification with Improved Trustworthiness for Tissue Characterisation,none
43,Continual Learning for Abdominal Multi-organ and Tumor Segmentation,none
44,Efficient Subclass Segmentation in Medical Images,none
45,Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,none
46,Localized Region Contrast for Enhancing Self-supervised Learning in Medical Image Segmentation,none
47,FedGrav: An Adaptive Federated Aggregation Algorithm for Multi-institutional Medical Image Segmentation,none
48,Faithful Synthesis of Low-Dose Contrast-Enhanced Brain MRI Scans Using Noise-Preserving Conditional GANs,none
49,A Spatial-Temporal Deformable Attention Based Framework for Breast Lesion Detection in Videos,none
50,DeDA: Deep Directed Accumulator,none
51,OpenAL: An Efficient Deep Active Learning Framework for Open-Set Pathology Image Classification,none
52,SFusion: Self-attention Based N-to-One Multimodal Fusion Block,none
53,VISA-FSS: A Volume-Informed Self Supervised Approach for Few-Shot 3D Segmentation,none
54,ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification,none
55,SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,none
56,UniSeg: A Prompt-Driven Universal Segmentation Model as Well as A Strong Representation Learner,none
57,Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,none
58,Unpaired Cross-Modal Interaction Learning for COVID-19 Segmentation on Limited CT Images,none
59,Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,none
60,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,none
61,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,none
62,Co-assistant Networks for Label Correction,none
63,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,none
64,Robust T-Loss for Medical Image Segmentation,none
65,Multi-Head Multi-Loss Model Calibration,none
66,Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images,none
67,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,none
68,Understanding Silent Failures in Medical Image Classification,none
69,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,none
70,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,none
71,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,none
72,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,none
73,ACC-UNet: A Completely Convolutional UNet Model for the 2020s,none
74,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,none
75,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,none
76,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,none
77,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,none
78,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,none
79,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,none
80,Semi-supervised Domain Adaptive Medical Image Segmentation Through Consistency Regularized Disentangled Contrastive Learning,none
81,BerDiff: Conditional Bernoulli Diffusion Model for Medical Image Segmentation,none
82,Annotator Consensus Prediction for Medical Image Segmentation with Diffusion Models,none
83,Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,none
84,Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk,none
85,Learning Reliability of Multi modality Medical Images for Tumor Segmentation via Evidence Identified Denoising Diffusion Probabilistic Models,none
86,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,breast cancer is the leading cause of cancer-related fatalities among women.
87,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"currently, it holds the highest incidence rate of cancer among women in the
u.s., and in 2022 it accounted for 31% of all newly diagnosed cancer cases [1]."
88,SwinUNETR-V2: Stronger Swin Transformers with Stagewise Convolutions for 3D Medical Image Segmentation,none
89,SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,"breast cancer is the most common cause of cancer-related deaths among women all
around the world [8]."
90,Uncertainty-Informed Mutual Learning for Joint Medical Image Classification and Segmentation,none
91,Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,none
92,DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,none
93,HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation,none
94,MDViT: Multi-domain Vision Transformer for Small Medical Image Segmentation Datasets,none
95,M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,none
96,Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,none
97,RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,none
98,Certification of Deep Learning Models for Medical Image Segmentation,none
99,Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,none
100,A Sheaf Theoretic Perspective for Robust Prostate Segmentation,none
101,MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,none
102,Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,none
103,A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,none
104,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,none
105,Medical Boundary Diffusion Model for Skin Lesion Segmentation,none
106,H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,none
107,TransNuSeg: A Lightweight Multi-task Transformer for Nuclei Segmentation,none
108,Learnable Cross-modal Knowledge Distillation for Multi-modal Learning with Missing Modality,none
109,QCResUNet: Joint Subject-Level and Voxel-Level Prediction of Segmentation Quality,none
110,EGE-UNet: An Efficient Group Enhanced UNet for Skin Lesion Segmentation,none
111,Diffusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,none
112,Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,none
113,EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,none
114,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,none
115,Factor Space and Spectrum for Medical Hyperspectral Image Segmentation,none
116,Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,none
117,Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus,none
118,CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,none
119,Self- and Semi-supervised Learning for Gastroscopic Lesion Detection,none
120,Revisiting Feature Propagation and Aggregation in Polyp Segmentation,none
121,"Joint Prediction of Response to Therapy, Molecular Traits, and Spatial Organisation in Colorectal Cancer Biopsies",none
122,Automatic Bleeding Risk Rating System of Gastric Varices,none
123,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the pulmonary embolism dataset used in this study from 918
patients (163 deceased, median age 64 years, range 13-99 years, 52% female),
including 3978 ctpa images and 918 clinical reports, which were identified via
retrospective review across three institutions."
124,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"for each patient, the race labels, survival time-to-event labels and
pesi variables are collected from clinical data, and the 11 pesi variables are
used to calculate the pesi scores, which include age, sex, comorbid illnesses
(cancer, heart failure, chronic lung disease), pulse, systolic blood pressure,
respiratory rate, temperature, altered mental status, and arterial oxygen
saturation at the time of diagnosis [2].diverse bias of multimodal survival
prediction model."
125,Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"breast cancer impacts women globally [15] and mammographic screening for women
over a certain age has been shown to reduce mortality [7,10,23]."
126,Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"recently,
several studies [8,32,33] revealed the potential of artificial intelligence (ai)
to develop a better risk assessment model to identify women who may benefit from
supplemental screening or a personalized screening interval and these may lead
to improved screening outcomes.in clinical practice, breast density and
traditional statistical methods for predicting breast cancer risks such as the
gail [14] and the tyrer-cuzick models [27] have been used to estimate an
individual's risk of developing breast cancer."
127,Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"women with dense breasts have a four-to six-fold higher
risk of breast cancer [2]."
128,Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,none
129,M&M: Tackling False Positives in Mammography with a Multi-view and Multi-instance Learning Sparse Detector,none
130,Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection,none
131,SHISRCNet: Super-Resolution and Classification Network for Low-Resolution Breast Cancer Histopathology Image,"breast cancer is one of the high-mortality cancers among women in the 21st
century."
132,SHISRCNet: Super-Resolution and Classification Network for Low-Resolution Breast Cancer Histopathology Image,"every year, 1.2 million women around the world suffer from breast
cancer and about 0.5 million die of it [3]."
133,Text-Guided Foundation Model Adaptation for Pathological Image Classification,none
134,Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,none
135,Contrastive Feature Decoupling for Weakly-Supervised Disease Detection,none
136,Multiple Prompt Fusion for Zero-Shot Lesion Detection Using Vision-Language Models,none
137,Fast Non-Markovian Diffusion Model for Weakly Supervised Anomaly Detection in Brain MR Images,none
138,MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,none
139,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,none
140,Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,none
141,What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,none
142,Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,none
143,DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,none
144,Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,none
145,Self-supervised Polyp Re-identification in Colonoscopy,none
146,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,none
147,Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,none
148,Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,none
149,Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,none
150,Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,none
151,Self-supervised Learning for Endoscopic Video Analysis,none
152,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,"in addition,
clinical indicators (e.g., age, gender) also can be integrated by the coxph
model."
153,ALL-IN: A Local GLobal Graph-Based DIstillatioN Model for Representation Learning of Gigapixel Histopathology Images With Application In Cancer Risk Assessment,none
154,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,none
155,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,none
156,Detection of Basal Cell Carcinoma in Whole Slide Images,none
157,IIB-MIL: Integrated Instance-Level and Bag-Level Multiple Instances Learning with Label Disambiguation for Pathological Image Analysis,none
158,Multi-scale Prototypical Transformer for Whole Slide Image Classification,none
159,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,none
160,Label-Free Nuclei Segmentation Using Intra-Image Self Similarity,none
161,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,none
162,NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models,none
163,DiffDP: Radiotherapy Dose Prediction via a Diffusion Model,none
164,Position-Aware Masked Autoencoder for Histopathology WSI Representation Learning,none
165,Detection-Free Pipeline for Cervical Cancer Screening of Whole Slide Images,"cervical cancer is a common and severe disease that affects millions of women
globally, particularly in developing countries [9]."
166,Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images,none
167,Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,none
168,HIGT: Hierarchical Interaction Graph-Transformer for Whole Slide Image Analysis,none
169,Learning Robust Classifier for Imbalanced Medical Image Dataset with Noisy Labels by Minimizing Invariant Risk,none
170,MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,none
171,Deep Cellular Embeddings: An Explainable Plug and Play Improvement for Feature Representation in Histopathology,none
172,Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening,"it is the most prevalent human candidal infection,
estimated to afflict approximately 75% of all women at least once in their
lifetime [1,20], resulting in huge consumption of medical resources."
173,CellGAN: Conditional Cervical Cell Synthesis for Augmenting Cytopathological Image Classification,none
174,An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,none
175,Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis,"breast cancer (bc) is one of the most common malignant tumors in women worldwide
and it causes nearly 0.7 million deaths in 2020 [26]."
176,Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions,none
177,Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering,none
178,Pathology-and-Genomics Multimodal Transformer for Survival Outcome Prediction,none
179,Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Refinement,cervical cancer is the second most common cancer among adult women.
180,StainDiff: Transfer Stain Styles of Histology Images with Denoising Diffusion Probabilistic Models and Self-ensemble,none
181,MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,"the
data set comprised 13 male and 27 female patients, corresponding to a slight
gender imbalance."
182,Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors,"breast cancer (bc) is the most common cancer diagnosed among females and the
second leading cause of cancer death among women after lung cancer [1]."
183,Gene-Induced Multimodal Pre-training for Image-Omic Classification,none
184,Histopathology Image Classification Using Deep Manifold Contrastive Learning,none
185,Deep Learning for Tumor-Associated Stroma Identification in Prostate Histopathology Slides,none
186,Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image Based Cancer Survival Prediction,none
187,Mining Negative Temporal Contexts for False Positive Suppression in Real-Time Ultrasound Lesion Detection,none
188,Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification,none
189,Artifact Restoration in Histology Images with Diffusion Probabilistic Models,none
190,Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound,none
191,Scribble-Based 3D Multiple Abdominal Organ Segmentation via Triple-Branch Multi-Dilated Network with Pixel- and Class-Wise Consistency,none
192,Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,"breast cancer is the most prevalent form of cancer among women and can have
serious physical and mental health consequences if left unchecked [5]."
193,CTFlow: Mitigating Effects of Computed Tomography Acquisition and Reconstruction with Normalizing Flows,none
194,Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,none
195,DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,"breast cancer (bc) is the most common cancer in women and incidence is
increasing [14]."
196,DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,"the in-house
dataset comprises 43,258 mammography exams from 10,670 women between 2004-2020,
collected from a hospital with irb approvals."
197,DisAsymNet: Disentanglement of Asymmetrical Abnormality on Bilateral Mammograms Using Self-adversarial Learning,"in this study, we randomly select
20% women of the full dataset, comprising 6,000 normal (bi-rads = 1) and 28,732
abnormal (bi-rads = 1) images."
198,Segmentation of Kidney Tumors on Non-Contrast CT Images Using Protuberance Detection Network,none
199,Skin Lesion Correspondence Localization in Total Body Photography,none
200,Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,none
201,Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,none
202,Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,none
203,Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism,"breast cancer is the most common cancer and the leading cause of cancer death in
women [18]."
204,Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,none
205,Automated CT Lung Cancer Screening Workflow Using 3D Camera,none
206,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"we
also include a demographic baseline using age and sex."
207,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"in all tasks the
standard biomarkers are only marginally more indicative of risk than the
patient's age and sex."
208,Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma,none
209,Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,none
210,CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,none
211,EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,none
212,Self-feedback Transformer: A Multi-label Diagnostic Model for Real-World Pancreatic Neuroendocrine Neoplasms Data,none
213,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,"breast cancer is a serious health problem with high incidence and wide
prevalence for women throughout the world [1,2]."
214,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,none
215,Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,none
216,Diffusion-Based Data Augmentation for Nuclei Image Segmentation,none
217,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,none
218,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,none
219,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,none
220,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,none
221,Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning,none
222,Prompt-Based Grouping Transformer for Nucleus Detection and Classification,none
223,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,none
224,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,none
225,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,none
226,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,none
227,Exploring Unsupervised Cell Recognition with Prior Self-activation Maps,none
228,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,none
229,atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning,none
230,B-Cos Aligned Transformers Learn Human-Interpretable Features,none
231,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,none
232,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,none
233,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,none
234,Intraoperative CT Augmentation for Needle-Based Liver Interventions,none
235,Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,none
236,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,none
237,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,none
238,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,none
239,Surgical Video Captioning with Mutual-Modal Concept Alignment,none
240,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,none
241,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,none
242,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,none
243,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,none
244,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,none
245,FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,none
246,Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,none
247,A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,none
248,Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,none
249,Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,"we evaluated our method on a dataset of 66
consecutive adult patients with brain gliomas who were surgically treated at the
brigham and women's hospital, boston usa, where both pre-operative 3d t2-space
and pre-dural opening intraoperative us (ius) reconstructed from a tracked
handheld 2d probe were acquired."
250,StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,none
251,X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,none
252,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,none
253,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,none
254,Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,none
255,Fast Reconstruction for Deep Learning PET Head Motion Correction,none
256,Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,none
257,An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,none
258,Geometric Ultrasound Localization Microscopy,none
259,Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras,none
260,DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration,"our neural network is
trained using patches from the ""gold atlas -male pelvis -gentle radiotherapy""
[14] dataset, which is comprised of 18 patients each with a ct, mr t1, and mr t2
volumes."
261,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,none
262,Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,none
263,DULDA: Dual-Domain Unsupervised Learned Descent Algorithm for PET Image Reconstruction,none
264,Low-Dose CT Image Super-Resolution Network with Dual-Guidance Feature Distillation and Dual-Path Content Communication,none
265,Non-iterative Coarse-to-Fine Transformer Networks for Joint Affine and Deformable Image Registration,none
266,Trackerless Volume Reconstruction from Intraoperative Ultrasound Images,none
267,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,none
268,InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model,"this network ε θ is conditioned on four conditional variables c: age,
gender, ventricular volume and brain volume, which are all introduced by
cross-attention layers [22]."
269,InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model,"gender is a binary variable, while the rest of the
covariates are scaled to [0, 1]."
270,Topology-Preserving Computed Tomography Super-Resolution Based on Dual-Stream Diffusion Model,none
271,LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline,none
