paper_id,extracted_sents_cancer
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_39.pdf,"https://doi.org/10.1007/978-3-031-43987-2_39
merging-diverging hybrid transformer networks
401
1
introduction
head and neck (h&n) cancer refers to malignant tumors in h&n regions, which is
among the most common cancers worldwide [1]. survival prediction, a regression task
that models the survival outcomes of patients, is crucial for h&n cancer patients: it pro-
vides early prognostic information to guide treatment planning and potentially improves
the overall survival outcomes of patients [2]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_39.pdf,"therefore, survival prediction from pet-ct images in h&n cancer has
attracted wide attention and serves as a key research area."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_39.pdf,"for instance, head and neck
tumor segmentation and outcome prediction challenges (hecktor) have been held
for the last three years to facilitate the development of new algorithms for survival
prediction from pet-ct images in h&n cancer"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_39.pdf,"for survival prediction in
h&n cancer, deep survival models have achieved top performance in the hecktor
2021/2022 and are regarded as state-of-the-art"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_39.pdf,"for survival prediction in h&n cancer, existing methods usu-
ally use single imaging modality"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_39.pdf,"in this study, we design an x-shape merging-diverging hybrid transformer network
(named xsurv, fig. 1) for survival prediction in h&n cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_39.pdf,"3
experimental setup
3.1
dataset and preprocessing
we adopted the training dataset of hecktor 2022 (refer to https://hecktor.grand-cha
llenge.org/), including 488 h&n cancer patients acquired from seven medical centers"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_39.pdf,"our xsurv achieved a higher c-index than all compared methods, which demon-
strates that our xsurv has achieved state-of-the-art performance in survival prediction
of h&n cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_76.pdf,"https://doi.org/10.1007/978-3-031-43987-2_76
nasdm: nuclei-aware histopathology image generation
787
be used to generate histopathology images with speciﬁc characteristics, such as
visual patterns identifying rare cancer subtypes [4]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"the diagnosis of prostate cancer is driven by the histopatho-
logical appearance of epithelial cells and epithelial tissue architecture."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"our experimental
results indicate that stromal alterations are detectable in the presence of
prostate cancer and highlight the potential for tumor-associated stroma
to serve as a diagnostic biomarker in prostate cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"furthermore, our
research oﬀers a promising computational framework for in-depth explo-
ration of the ﬁeld eﬀect and tumor progression in prostate cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"keywords: field eﬀect · tumor-associated stroma · prostate cancer
1
introduction
prostate cancer (pca) diagnosis and grading rely on histopathology analysis of
biopsy slides [1]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"however, prostate biopsies are known to have sampling error
as pca is heterogenous and commonly multifocal, meaning cancer legions can
be missed during the biopsy procedure [2]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"https://doi.org/10.1007/978-3-031-43987-2_62
deep learning for prostate tumor-associated stroma identiﬁcation
643
biopsies and the patient has organ-conﬁned cancer with no contraindications,
radical prostatectomy (rp) is the standard of care"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"understanding ﬁeld eﬀect is essential for cancer research
as it provides insights into the mechanisms underlying tumor development and
progression."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"reac-
tive stroma is often associated with tumor-associated stroma and is thought
to be a result of ﬁeld eﬀects in prostate cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"therefore, investigating the histological
characterization of tumor-associated stroma is crucial in gaining insights into
the ﬁeld eﬀect and tumor progression of prostate cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"machine learning algorithms have been used to quantify
the percentage of tumor to stroma in bladder cancer patients, but required
dichotomizing patients based on a threshold"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"software has been used to seg-
ment tumor and stroma tissue in breast cancer patient samples, but the method
required constant supervision by a pathologist [15]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"similarly, akoya biosciences
inform software was used to quantify reactive stroma in pca, but this method
required substantial pathologist input to train the software [16]. fully automated
deep-learning methods have been developed to identify tumor-associated stroma
in breast cancer biopsies, achieving an auc of 0.962 in predicting invasive ductal
cancer"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"analyzing tumor-associated stroma in prostate cancer requires combining
whole-mount and biopsy histopathology slides."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"in this work, we explore
the ﬁeld eﬀect in prostate cancer by analyzing tumor-associated stroma in multi-
modal histopathological images."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"our research oﬀers
a promising computational framework for in-depth exploration of the ﬁeld
eﬀect and cancer progression in prostate cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"– we proposed a novel approach for stroma classiﬁcation with spatial graphs
modeling, which enable more accurate and eﬃcient analysis of tumor microen-
vironment in prostate cancer pathology."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"given the spatial nature of cancer
ﬁeld eﬀect and tumor microenvironment, our graph-based method oﬀers valu-
able insights into stroma region analysis."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"the spatial
relationship can reveal valuable information about the tumor microenvironment,
and neighboring stroma cells can undergo similar phenotypic changes in response
to cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"it combines two sets of tiles: 224
images from 20 patients featuring stroma, normal glands, low-grade and high-
grade cancer"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"[22], along with 289 images from 20 patients with dense high-grade
cancer (gleason grades 4 and 5) and cribriform/non-cribriform glands [23]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_62.pdf,"these slides are presumed
to contain predominantly normal stroma tissues without phenotypic alterations
in response to cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_63.pdf,"keywords: cervical abnormal cell detection · consistency learning ·
cervical cytologic images
1
introduction
cervical cancer is the second most common cancer among adult women."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_63.pdf,"nevertheless, delayed
diagnosis of cervical cancer until an advanced stage will have a negative impact
on patient prognosis and consume medical resources."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_63.pdf,"currently, early screening
of cervical cancer is recommended worldwide as an eﬀective method to prevent
c
⃝ the author(s), under exclusive license to springer nature switzerland ag 2023
h. greenspan et al."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_63.pdf,"https://doi.org/10.1007/978-3-031-43987-2_63
robust cervical abnormal cell detection
653
and treat cervical cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_63.pdf,"although tct has been widely used in clinical applications and
has signiﬁcantly reduced the mortality rates caused by cervical cancer, it is still
unavailable for population-wide screening"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"the triaangil’s eﬃcacy for
microenvironment characterization from qif images is demonstrated in
problems of predicting (1) response to immunotherapy (n = 122) and
(2) overall survival (n = 135) in patients with lung cancer in comparison
with four hand-crafted approaches namely dentil, gg, ccg, spatil,
and deep learning with gnn."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"https://doi.org/10.1007/978-3-031-43987-2_77
798
s. arabyarmohammadi et al.
1
introduction
the tumor microenvironment (tme) is comprised of cancer, immune (e.g. b
lymphocytes, and t lymphocytes), stromal, and other cells together with non-
cellular tissue components"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"immunotherapy
(io) is the standard treatment for patients with advanced non-small cell lung
cancer (nsclc)"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"[19] but only 27–45% of patients respond to this treatment [21].
therefore, better algorithms and improved biomarkers are essential for identify-
ing which cancer patients are most likely to respond to io in advance of treat-
ment."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"[9] which attempted to characterize the interplay between
immune and cancer cells and has proven to be helpful in predicting the recur-
rence in early-stage nsclc."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"all of these approaches point to overwhelming
evidence that spatial architecture of cells in tme is critical in predicting cancer
triangular analysis of geographical interplay of lymphocytes (triangil)
799
outcome."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"this in turn allows for development of
machine classiﬁers to predict outcome and response in lung cancer patients
treated with io.
(2) triangil includes a set of quantitative metrics that capture the interplay
within and between nuclei corresponding to diﬀerent types/families."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"a key consideration in cancer
immunology is the need for actionable insights into the spatial relationships
between diﬀerent types of immune cells."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"4.3
experiment 1: immunotherapy response prediction in lung
cancer
design: triangil was also trained to diﬀerentiate between patients who
responded to io and those who did not."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"(color ﬁgure online)
804
s. arabyarmohammadi et al.
4.4
experiment 2: predicting survival in lung cancer patients
treated with immunotherapy
design: st was used to construct a least absolute shrinkage and selection oper-
ator (lasso)"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"research reported in this publication was supported by the
national cancer institute under award numbers r01ca268287a1, u01 ca269181,
r01 ca26820701a1, r01ca249992- 01a1, r01ca202752- 01a1, r01ca208236- 01a1,
r01ca216579- 01a1, r01ca220581-01a1, r01ca257612- 01a1, 1u01ca239055- 01,
1u01ca248226- 01, 1u54ca254566- 01, national heart, lung and blood institute
1r01hl15127701a1, r01hl15807101a1, national institute of biomedical imaging
and bioengineering 1r43eb028736- 01, va merit review award ibx004121a from
the united states department of veterans aﬀairs biomedical laboratory research and
development service the oﬃce of the assistant secretary of defense for health aﬀairs,
through the breast cancer research program (w81xwh- 19- 1-0668), the prostate
cancer research program (w81xwh- 20-1- 0851), the lung cancer research program
(w81xwh-18-1-0440, w81xwh-20-1-0595), the peer reviewed cancer research pro-
gram (w81xwh- 18-1-0404, w81xwh- 21-1-0345, w81xwh- 21-1-0160), the kidney
precision medicine project (kpmp) glue grant and sponsored research agreements
from bristol myers-squibb, boehringer-ingelheim, eli-lilly and astrazeneca."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"computerized image-based detection and grading of
lymphocytic inﬁltration in her2+ breast cancer histopathology."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"prognostic eﬀect of tumor lymphocytic inﬁltration in
resectable non-small-cell lung cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"rev. 63(5), 277 (1956)
5. corredor, g., et al.: spatial architecture and arrangement of tumor-inﬁltrating
lymphocytes for predicting likelihood of recurrence in early-stage non-small cell
lung cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"cancer res. 25(5), 1526–1534 (2019)
6."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"64, 7–12 (2017)
14. lee, g., veltri, r.w., zhu, g., ali, s., epstein, j.i., madabhushi, a.: nuclear shape
and architecture in benign ﬁelds predict biochemical recurrence in prostate cancer
patients following radical prostatectomy: preliminary ﬁndings."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"prognostic implications of residual disease tumor-inﬁltrating lym-
phocytes and residual cancer burden in triple-negative breast cancer patients after
neoadjuvant chemotherapy."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"malhotra, j., jabbour, s.k., aisner, j.: current state of immunotherapy for non-
small cell lung cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,lung cancer res.
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"reck, m., et al.: pembrolizumab versus chemotherapy for pd-l1-positive non-
small-cell lung cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"de rodas, m.l., et al.: role of tumor inﬁltrating lymphocytes and spatial immune
heterogeneity in sensitivity to pd-1 axis blockers in non-small cell lung cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"j.
immunotherapy cancer 10(6), e004440 (2022)
23."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"cancer sci.
111(6), 1921–1932 (2020)
24."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"schalper, k.a., et al.: objective measurement and clinical signiﬁcance of tils in
non-small cell lung cancer 107(3)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"bmc cancer 21(1), 1–12 (2021)
28."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_77.pdf,"transformer as a spatially aware multi-instance learning frame-
work to predict the risk of death for early-stage non-small cell lung cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_61.pdf,"lastly, we introduce the multi-ihc stain
translation (mist) dataset, which contains aligned h&e-ihc patches
for 4 diﬀerent ihc stains critical to breast cancer diagnosis."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_61.pdf,"the mist dataset
contains 4k+ training and 1k testing aligned h&e-ihc patches for each of the
following ihc stains that are critical for breast cancer diagnostics: her2, ki67,
er (estrogen receptor) and pr (progesterone receptor)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_61.pdf,"the following datasets are used in our experiments: the breast cancer
immunohistochemical (bci) challenge dataset"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"we
validated the method using four hematoxylin and eosin stained wsi classiﬁca-
tion tasks: human epidermal growth factor receptor 2 status and estrogen receptor
status in primary breast cancer, breast cancer metastasis in lymph node tissue,
and cell of origin classiﬁcation in diffuse large b-cell lymphoma."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"keywords: deep learning · whole slide images · hematoxylin and eosin
1
introduction
accurate diagnosis plays an important role in achieving the best treatment outcomes
for people with cancer [1]. identiﬁcation of cancer biomarkers permits more granular
classiﬁcation of tumors, leading to better diagnosis, prognosis, and treatment decisions"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"on the other hand,
histological analysis of hematoxylin and eosin (h&e)-stained pathology slides is widely
used in cancer diagnosis and prognosis."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"the backbone
was trained with the bootstrap your own latent (byol) method [13] using four publicly
available data sets from the cancer genome atlas (tcga) and three data sets from
private vendors that included healthy and malignant tissue from a range of organs [14].
2.1
tile-level embeddings
following standard practice, we extracted tiles with dimensions of 256 × 256 pixels
from wsis (digitized at 40 × magniﬁcation) on a spatial grid without overlap."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"for breast cancer human epidermal growth factor receptor 2 (her2) prediction,
we used data from the herohe challenge data set [26]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"deep cellular embeddings: an explainable plug and play improvement
781
for these two tasks we used artifact-free tiles from tumor regions detected with an
in-house tumor detection model.
for breast cancer metastasis detection in lymph node tissue, we used wsis of h&e-
stained healthy lymph node tissue and lymph node tissue with breast cancer metastases
from the publicly available camelyon16 challenge data set [16, 29]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"4. model performance using the xformer and a-mil architectures for the breast cancer
her2 status, breast cancer er status, and breast cancer metastasis detection in lymph node tissue
classiﬁcation tasks."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"when reviewed by a trained pathologist, cells with positive gradients
had characteristics previously associated with breast cancer tumors (e.g., larger nuclei,
more visible nucleoli, differences in size and shape)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_75.pdf,"6. cellular explainability method applied to breast cancer metastasis detection in lymph
nodes and coo prediction in dlbcl."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_49.pdf,"keywords: multimodal learning · whole slide image classiﬁcation
1
introduction
pathological image-omic analysis is the cornerstone of modern medicine and
demonstrates promise in a variety of diﬀerent tasks such as cancer diagnosis
and prognosis [12]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_49.pdf,"https://doi.org/10.1007/978-3-031-43987-2_49
gene-induced multimodal pre-training for image-omic classiﬁcation
509
technologies, modern cancer screening has jointly incorporated genomics and
histology analysis of whole slide images (wsis)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_49.pdf,"we verify the eﬀectiveness of our method on the caner genome
atlas (tcga) non-small cell lung cancer (nsclc) dataset, which contains two
cancer subtypes, i.e., lung squamous cell carcinoma (lusc) and lung adeno-
carcinoma (luad)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_49.pdf,"in particular, 1.6% higher than the
514
t. jin et al.
table 1. accuracy comparison on the tcga lung cancer dataset."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_49.pdf,"compari-
gene-induced multimodal pre-training for image-omic classiﬁcation
515
table 2. ablation study on tcga lung cancer dataset."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"we compared the performance of our proposed model against the state-
of-the-art (sota) techniques in histopathology risk stratiﬁcation in two
cancer datasets."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"keywords: histopathology · risk assessment · graph processing
1
introduction
the examination of tissue and cells using microscope (referred to as histology)
has been a key component of cancer diagnosis and prognostication since more
than a hundred years ago."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"histological features allow visual readout of cancer
biology as they represent the overall impact of genetic changes on cells [20]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"as such, there is a paucity of eﬀorts that embark
on utilizing machine learning models for patient prognostication and survival
analysis (for example, predicting risk of cancer recurrence or expected patient
survival)."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"in the machine learning domain, patient prognostication can be treated as a
weakly supervised problem, which a model would predict the outcome (e.g., time
to cancer recurrence) based on the histopathology images."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"while local contexts mainly capture cell-cell
interactions, global patterns such as immune cell inﬁltration patterns and tumor
invasion in normal tissue structures (e.g., depth of invasion through myometrium
in endometrial cancer [1]) could capture critical information about outcome [10].
hence, locally focused methods are unable to beneﬁt from the coarse properties
of slides due to their high dimensions which may lead to poor performance."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"this paper aims to investigate the potential of extracting ﬁne and coarse
features from histopathology slides and integrating them for risk stratiﬁcation
in cancer patients."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"therefore, the contributions of this work can be summarized
as: 1) a novel graph-based model for predicting survival that extracts both local
and global properties by identifying morphological super-nodes; 2) introducing
a ﬁne-coarse feature distillation module with 3 various strategies to aggregate
interactions at diﬀerent scales; 3) outperforming sota approaches in both risk
prediction and patient stratiﬁcation scenarios on two datasets; 4) publishing
two large and rare prostate cancer datasets containing more than 220 graphs for
active surveillance and 240 graphs for brachytherapy cases."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"4
experiments and results
4.1
dataset
we utilize two prostate cancer (pca) datasets to evaluate the performance of
our proposed model."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"we also utilized the prostate cancer grade assessment (panda) challenge
dataset [7] that includes more than 10,000 pca needle biopsy slides (no outcome
data) as an external dataset for training the encoder of our model.
4.2
experiments
we evaluate the models’ performance in two scenarios utilizing several objective
metrics."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"furthermore, our ﬁndings
have signiﬁcant clinical implications as they identify, for the ﬁrst time, high-
risk prostate cancer patients who are otherwise known to be low-risk based on
clinico-pathological parameters."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_74.pdf,"this group should be managed diﬀerently from
the rest of the low-risk prostate cancer patients in the clinic."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"survival outcome assessment is challenging and inherently
associated with multiple clinical factors (e.g., imaging and genomics
biomarkers) in cancer."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"in this study, we pro-
pose a multimodal transformer (pathomics) integrating pathology
and genomics insights into colon-related cancer survival prediction."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"we evaluate our approach on
both tcga colon and rectum cancer cohorts, showing that the proposed
approach is competitive and outperforms state-of-the-art studies."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"keywords: histopathological image analysis · multimodal learning ·
cancer diagnosis · survival prediction
1
introduction
cancers are a group of heterogeneous diseases reﬂecting deep interactions
between pathological and genomics variants in tumor tissue environments"
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"[24].
diﬀerent cancer genotypes are translated into pathological phenotypes that
could be assessed by pathologists [24]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"meanwhile,
genomics data (e.g., mrna-sequence) display a high relevance to regulate cancer
progression [3,29]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"for instance, genome-wide molecular portraits are crucial for
cancer prognostic stratiﬁcation and targeted therapy [16]."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"despite their impor-
tance, seldom eﬀorts jointly exploit the multimodal value between cancer image
morphology and molecular biomarkers."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"in a broader context, assessing cancer
prognosis is essentially a multimodal task in association with pathological and
genomics ﬁndings."
/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol6/paper_60.pdf,"each group contains a list of well-deﬁned molecular features related to
cancer biology, including transcription factors, tumor suppression, cytokines and
pathology-and-genomics multimodal transformer for survival prediction
625
growth factors, cell diﬀerentiation markers, homeodomain proteins, translocated
cancer genes, and protein kinases."
