path,title,paper_id
miccai23vol8/paper_55.pdf,Prompt-Based Grouping Transformer for Nucleus Detection and Classiﬁcation,131
miccai23vol8/paper_60.pdf,Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Speciﬁc Prompt Tuning,132
miccai23vol7/paper_15.pdf,Radiomics-Informed Deep Learning for Classiﬁcation of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes,133
miccai23vol9/paper_33.pdf,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,134
miccai23vol2/paper_57.pdf,Reveal to Revise: An Explainable AI Life Cycle for Iterative Bias Correction of Deep Models,135
miccai23vol10/paper_3.pdf,Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,136
miccai23vol5/paper_61.pdf,Revisiting Feature Propagation and Aggregation in Polyp Segmentation,137
miccai23vol6/paper_63.pdf,Robust Cervical Abnormal Cell Detection via Distillation from Local-Scale Consistency Reﬁnement,138
miccai23vol3/paper_68.pdf,"Robust T-Loss for Medical Image Segmentation Alvaro Gonzalez-Jimenez1(B),",139
miccai23vol1/paper_4.pdf,S2ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-Supervised Polyp Segmentation,140
miccai23vol5/paper_3.pdf,SHISRCNet: Super-Resolution and Classiﬁcation Network for Low-Resolution Breast Cancer Histopathology Image,141
miccai23vol1/paper_25.pdf,SLPD: Slide-Level Prototypical,142
miccai23vol2/paper_2.pdf,SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,143
miccai23vol3/paper_65.pdf,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,144
miccai23vol7/paper_4.pdf,Scribble-Based 3D Multiple Abdominal Organ Segmentation via Triple-Branch Multi-Dilated Network with Pixel- and Class-Wise Consistency,145
miccai23vol7/paper_48.pdf,Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,146
miccai23vol6/paper_52.pdf,Segment Membranes and Nuclei from Histopathological Images via Nuclei Point-Level Supervision,147
miccai23vol7/paper_2.pdf,Segmentation of Kidney Tumors,148
miccai23vol5/paper_9.pdf,Self- and Semi-supervised Learning for Gastroscopic Lesion Detection,149
miccai23vol1/paper_52.pdf,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,150
miccai23vol8/paper_52.pdf,Self-supervised Dense Representation,151
miccai23vol5/paper_55.pdf,Self-supervised Learning for Endoscopic Video Analysis,152
miccai23vol5/paper_57.pdf,Self-supervised Polyp Re-identiﬁcation,153
miccai23vol6/paper_55.pdf,Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions,154
miccai23vol3/paper_48.pdf,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,155
miccai23vol4/paper_54.pdf,SimPLe: Similarity-Aware Propagation,156
miccai23vol10/paper_50.pdf,Solving Low-Dose CT Reconstruction,157
miccai23vol6/paper_53.pdf,StainDiﬀ: Transfer Stain Styles of Histology Images with Denoising Diﬀusion Probabilistic Models and Self-ensemble,158
miccai23vol10/paper_73.pdf,StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,159
miccai23vol3/paper_51.pdf,Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,160
miccai23vol10/paper_6.pdf,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation Vu Minh,161
miccai23vol1/paper_57.pdf,Structured State Space Models,162
miccai23vol4/paper_40.pdf,SwinUNETR-V2: Stronger Swin Transformers,163
miccai23vol7/paper_8.pdf,Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-Based Hierarchical Fusion Network with Attention Mechanism,164
miccai23vol2/paper_72.pdf,Synthetic Augmentation with Large-Scale Unconditional Pre-training,165
miccai23vol1/paper_11.pdf,TPRO: Text-Prompting-Based Weakly Supervised Histopathology Tissue Segmentation,166
miccai23vol5/paper_52.pdf,Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image Go-,167
miccai23vol5/paper_27.pdf,Text-Guided Foundation Model Adaptation for Pathological Image Classiﬁcation,168
miccai23vol3/paper_18.pdf,The Role of Subgroup Separability,169
miccai23vol6/paper_16.pdf,Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound,170
miccai23vol6/paper_17.pdf,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Inﬁltration Awareness,171
miccai23vol2/paper_39.pdf,Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,172
miccai23vol9/paper_64.pdf,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,173
miccai23vol6/paper_3.pdf,Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering,174
miccai23vol10/paper_29.pdf,"Trackerless Volume Reconstruction from Intraoperative Ultrasound Images Sidaty El hadramy1,2,",175
miccai23vol1/paper_56.pdf,"Tracking Adaptation to Improve SuperPoint for 3D Reconstruction in Endoscopy O. Le´on Barbed1(B), Jos´e M. M. Montiel1,",176
miccai23vol2/paper_32.pdf,TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classiﬁcation,177
miccai23vol4/paper_20.pdf,TransNuSeg: A Lightweight Multi-task Transformer for Nuclei Segmentation,178
miccai23vol6/paper_59.pdf,Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Inﬁltrating Lymphocytes and Tumors,179
miccai23vol6/paper_77.pdf,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,180
miccai23vol4/paper_4.pdf,Uncertainty-Informed Mutual Learning for Joint Medical Image Classiﬁcation and Segmentation,181
miccai23vol3/paper_39.pdf,Understanding Silent Failures in Medical Image Classiﬁcation,182
miccai23vol3/paper_58.pdf,Unpaired Cross-Modal Interaction Learning for COVID-19 Segmentation on Limited CT Images,183
miccai23vol1/paper_7.pdf,VesselVAE: Recursive Variational Autoencoders for 3D Blood Vessel Synthesis,184
miccai23vol3/paper_72.pdf,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,185
miccai23vol1/paper_22.pdf,Weakly-Supervised Positional Contrastive Learning: Application to Cirrhosis Classiﬁcation,186
miccai23vol10/paper_66.pdf,X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,187
miccai23vol5/paper_5.pdf,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,188
miccai23vol1/paper_58.pdf,vox2vec: A Framework for Self-supervised Contrastive Learning of Voxel-Level Representations in Medical Images,189
