title,authors,page_numbers,doi,publication_year,volume,paper_id,path,path_long,extracted_sents_organs
A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,"Zirui Wang, Yi Hong",673-681,10.1007/978-3-031-43901-8_64,2023,4,34,miccai23vol3/paper_16.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_16.pdf,"nihcc has 10,280 frontal-view x-ray images,
where 5,110 are normal and 5,170 are with lung diseases."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"– we introduce the new biomedical imaging dataset for prostate cancer detec-
tion, i.e., panda-mil."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"– we demonstrate the generalization of cfd by achieving new sota perfor-
mance on two biomedical imaging datasets concerning diﬀerent pathological
modalities, i.e., the colonoscopy videos in polyp and prostate tissue biopsies
in panda-mil.
254
j.-c."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"[17] constructed a transformer-based model
to detect spinal cancer for mri scans."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"[14] formu-
lated polyp detection in a wvad scheme while tackling polyp detection using
colonoscopy videos to search colon polyps in the temporal sequence."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"unlike pre-
vious methods of handling one speciﬁc pathological modality, we simultaneously
address disease detection across pathological modalities of colonoscopy videos
and prostate tissue biopsies using our contrastive feature decoupling network."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"in practice, we estimate the degree of disease/abnormal based on
the diﬀerence between f and fh by
ω = sigmoid(φd(g(ψ(f)"
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"the prostate cancer grade assessment (panda) challenge
[2] comprises over 10k whole-slide images (wsis) of digitized hematoxylin
and eosin-stained biopsies originating from radboud university medical cen-
ter and karolinska institute."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"panda-mil collects the eosin-stained biopsies
with region-based masks indicating the benign (normal) and cancerous (abnor-
mal) tissue, combined by stroma and epithelium."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"to ﬁt the mil-based wvad
task, we non-overlapped partition each wsi (bag) into patches (instances) and
only keep those patches comprising tissue over the 50% patch size."
ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"Nabil Ibtehaz, Daisuke Kihara",692-702,10.1007/978-3-031-43898-1_66,2023,3,35,miccai23vol5/paper_25.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol5/paper_25.pdf,"2. qualitative results of our cfd model on one testing prostate tissue biopsy of
the panda-mil dataset."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"in this work, we propose a few-shot colorectal tissue image
generation method for addressing the scarcity of histopathological train-
ing data for rare cancer tissues."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"our few-shot generation method, named
xm-gan, takes one base and a pair of reference tissue images as input
and generates high-quality yet diverse images."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"to the best of our knowledge, we are the ﬁrst
to investigate few-shot generation in colorectal tissue images."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"we evaluate
our few-shot colorectral tissue image generation by performing extensive
qualitative, quantitative and subject specialist (pathologist) based evalu-
ations."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"speciﬁcally, in specialist-based evaluation, pathologists could dif-
ferentiate between our xm-gan generated tissue images and real images
only 55% time."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"moreover, we utilize these generated images as data aug-
mentation to address the few-shot tissue image classiﬁcation task, achiev-
ing a gain of 4.4% in terms of mean accuracy over the vanilla few-shot clas-
siﬁer."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"https://doi.org/10.1007/978-3-031-43898-1_13
few-shot image generation for colorectal tissue classiﬁcation
129
colorectal cancer, which is one of the most common reason for cancer deaths
around the world and particularly in europe and america [23].
existing deep learning-based colorectal tissue classiﬁcation methods [18,21,22]
typically require large amounts of annotated histopathological training data for all
tissue types to be categorized."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"to this end, it is desirable to develop
a few-shot colorectal tissue classiﬁcation method, which can learn from seen tissue
classes having suﬃcient training data, and be able to transfer this knowledge to
unseen (novel) tissue classes having only a few exemplar training images."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"therefore, we propose a few-shot (fs) image generation approach for
generating high-quality and diverse colorectal tissue images of novel classes using
limited exemplars."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"moreover, we demonstrate the applicability of these generated
images for the challenging problem of fs colorectal tissue classiﬁcation."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"contributions: we propose a few-shot colorectal tissue image generation
framework, named xm-gan, which simultaneously focuses on generating high-
quality yet diverse images."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"within our tissue image generation framework, we
introduce a novel controllable fusion block (cfb) that enables a dense aggrega-
tion of local regions of the reference tissue images based on their congruence to
those in the base tissue image."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"our cfb employs a cross-attention based feature
aggregation between the base (query) and reference (keys, values) tissue image
features."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"consequently, colorectal tissue images are generated with reduced artifacts."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"to further enhance the diversity and quality of the generated tissue images,
we introduce a mapping network along with a controllable cross-modulated layer
normalization (cln) within our cfb."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"our mapping network generates ‘meta-
weights’ that are a function of the global-level features of the reference tissue
image and the control parameters."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"this enables
the cross-attended tissue image features to be re-weighted and enriched in a
controllable manner, based on the reference tissue image features and associated
control parameters."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"consequently, it results in improved diversity of the tissue
images generated by our transformer-based framework (see fig. 3)."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"we validate our xm-gan on the fs colorectral tissue image generation task
by performing extensive qualitative, quantitative and subject specialist (pathol-
ogist) based evaluations."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"our xm-gan generates realistic and diverse colorectal
tissue images (see fig."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"in our subject specialist (pathologist) based evalua-
tion, pathologists could diﬀerentiate between our xm-gan generated colorec-
tral tissue images and real images only 55% time."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"furthermore, we evaluate the
eﬀectiveness of our generated tissue images by using them as data augmentation
during training of fs colorectal tissue image classiﬁer, leading to an absolute gain
of 4.4% in terms of mean classiﬁcation accuracy over the vanilla fs classiﬁer."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"our approach: while the aforementioned works explore fs generation in nat-
ural images, to the best of our knowledge, we are the ﬁrst to investigate fs gener-
ation in colorectal tissue images."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"in this work, we look into multi-class colorectal
tissue analysis problem, with low and high-grade tumors included in the set."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"the
corresponding dataset [14] used in this study is widely employed for multi-class
texture classiﬁcation in colorectal cancer histology and comprises eight types of
tissue: tumor epithelium, simple stroma, complex stroma, immune cells, debris,
normal mucosal glands, adipose tissue and background (no tissue)."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"generating
colorectal tissue images of these diverse categories is a challenging task, espe-
cially in the fs setting."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"generating realistic and diverse tissue images require
ensuring both global and local texture consistency (patterns)."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"[5,20] from all relevant local regions of the reference
tissue images at a global-receptive ﬁeld along with a controllable mechanism for
modulating the tissue image features by utilizing meta-weights computed from
the input reference tissue image features."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"as a result, this leads to high-quality
yet diverse colorectal tissue image generation in fs setting."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"3
method
problem formulation: in our few-shot colorectal tissue image generation
framework, the goal is to generate diverse set of images from k input exam-
ples x of a unseen (novel) tissue classes."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"let ds and du be the set of seen and
unseen classes, respectively, where ds ∩du = ∅. in the training stage, we sample
images from ds and train the model to learn transferable generation ability to
produce new tissue images for unseen classes."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"few-shot image generation for colorectal tissue classiﬁcation
131
fig."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"our xm-gan comprises a cnn encoder, a transformer-based controllable
fusion block (cfb), and a cnn decoder for tissue image generation."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"for k-shot set-
ting, a shared encoder fe takes a base tissue image xb"
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"along with k−1 reference
tissue images {xref
i
}k−1
i=1
and outputs visual features hb and {href
i
}k−1
i=1 , respectively."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"here, we randomly assign a tissue image from x as a base
image xb, and denote the remaining k−1 tissue images as reference {xref
i
}k−1
i=1 ."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"given the input images x, we obtain feature representation of the base tis-
sue image and each reference tissue image by passing them through the shared
encoder fe."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"the resulting
fused representation f is input to a decoder fd to generate tissue image ˆx."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"here, the cross-transformer
is based on multi-headed cross-attention mechanism that densely aggregates rel-
evant input image features, based on pairwise attention scores between each posi-
tion in the base tissue image with every region of the reference tissue image."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"2. cross-attending the base
and reference tissue image features
using controllable cross-modulated
layer norm (cln) in our cfb."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"as a result of this control-
lable feature modulation, the out-
put features fi enable the gen-
eration of tissue images that are
diverse yet aligned with the seman-
tics of the input tissue images."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"controllable cross-modulated layer normalization (cln): our cln learns
sample-dependent modulation weights for normalizing features since it is desired
few-shot image generation for colorectal tissue classiﬁcation
133
to generate images that are similar to the few-shot samples."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"the dataset
consist of 8 categories of colorectal tissues, tumor, stroma, lymph, complex,
debris, mucosa, adipose, and empty with 625 per categories."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"our xm-gan is trained with a batch-
size of 8 using the adam optimizer and a ﬁxed learning rate of 10−4.
4.1
state-of-the-art comparison
fs tissue image generation: in tab."
ACT-Net: Anchor-Context Action Detection in Surgery Videos,"Luoying Hao, Yan Hu, Wenjun Lin, Qun Wang, Heng Li, Huazhu Fu et al.",196-206,10.1007/978-3-031-43996-4_19,2023,9,36,miccai23vol3/paper_13.pdf,/Users/yasminsarkhosh/Documents/GitHub/machine-learning-bsc-thesis-2024/miccai_2023/miccai23vol3/paper_13.pdf,"1, we compare our xm-gan approach
for fs tissue image generation with state-of-the-art lofgan"
