,title,extracted_keyword_sent
18,TPRO: Text-Prompting-Based Weakly Supervised Histopathology Tissue Segmentation,none
19,MetaLR: Meta-tuning of Learning Rates for Transfer Learning in Medical Imaging,none
20,DAS-MIL: Distilling Across Scales for MIL Classification of Histological WSIs,"to sum up, the overall optimization problem is formulated as
a mixture of two objectives: the one requiring higher conditional likelihood
w.r.t."
21,vox2vec: A Framework for Self-supervised Contrastive Learning of Voxel-Level Representations in Medical Images,"we
reproduce the key results on msd challenge ct datasets, which contain tumor and
organ segmentation tasks."
22,vox2vec: A Framework for Self-supervised Contrastive Learning of Voxel-Level Representations in Medical Images,"another interesting research direction is exploring the
effectiveness of vox2vec with regard to domain adaptation to address the
challenges of domain shift between different medical imaging datasets obtained
from different sources."
23,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"many researchers proposed using adversarial learning to
tackle distribution shift problems to tackle the aforementioned issues, we
propose utilizing prompt learning to take full advantage of domain information."
24,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"the infant brain
mri dataset for cross-age segmentation; 2)."
25,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"the first dataset, i.e., cross-age infant segmentation the first
dataset is for infant brain segmentation (white matter, gray matter and
cerebrospinal fluid)."
26,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"to build the cross-age dataset, we take advantage 10 brain
mris of 6-month-old from iseg2019 the 2nd dataset is for brain tumor
segmentation (enhancing tumor, peritumoral edema and necrotic and non-enhancing
tumor core), which has 285 mri samples (210 hgg and 75 lgg)."
27,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"we compared our method with four sota methods: adda for fair comparison, we have
replaced the backbone of these models with the same we used in our approach."
28,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"the
quantitative comparison results of cross-age infant brain segmentation is
presented in table when transferring to a single target domain in the brain
tumor segmentation task, our proposed da solution improves about 3.09 dice in
the target lgg domain."
29,Gall Bladder Cancer Detection from US Images with only Image Level Labels,none
30,Structured State Space Models for Multiple Instance Learning in Digital Pathology,"to deal with this issue, multiple instance
learning (mil) schemes based on weakly supervised training are used for wsi
classification tasks."
31,Multi-scale Self-Supervised Learning for Longitudinal Lesion Tracking with Optional Supervision,"this information can be leveraged to assess treatment response, e.g., by
analyzing the evolution of size and morphology for a given tumor in practice,
the development of automatic and reliable lesion tracking solutions is hindered
by the complexity of the data (over different modalities), the absence of large,
annotated datasets, and the difficulties associated with lesion identification
(i.e., varying sizes, poses, shapes, and sparsely distributed locations)."
32,Geometry-Invariant Abnormality Detection,none
33,Interpretable Medical Image Classification Using Prototype Learning and Privileged Information,none
34,ArSDM: Colonoscopy Images Synthesis with Adaptive Refinement Semantic Diffusion Models,none
35,Synthetic Augmentation with Large-Scale Unconditional Pre-training,"by ensuring that the fine-tuning
process is representative of the entire dataset through even sampling from each
tissue type, we can eliminate bias towards any particular tissue type."
36,Learning Transferable Object-Centric Diffeomorphic Transformations for Data Augmentation in Medical Image Segmentation,"this challenge of data annotation becomes even worse for medical image
segmentation tasks that require pixel-level annotation by experts."
37,Learning Transferable Object-Centric Diffeomorphic Transformations for Data Augmentation in Medical Image Segmentation,"data
augmentation (da) is a recognized approach to tackle this challenge."
38,Learning Transferable Object-Centric Diffeomorphic Transformations for Data Augmentation in Medical Image Segmentation,"this
assumption is restrictive and associated with several challenges."
39,Learning Transferable Object-Centric Diffeomorphic Transformations for Data Augmentation in Medical Image Segmentation,"the learning of transformations itself is also complicated by the
presence of other objects in the image and is best suited when the object of
interest is always in the same (and often centre) location in all the images,
i.e., images are globally aligned a priori intuitively, object-centric
transformations and augmentations have the potential to overcome the challenges
associated with global image-level transformations."
40,Centroid-Aware Feature Recalibration for Cancer Grading in Pathology Images,none
41,Explaining Massive-Training Artificial Neural Networks in Medical Image Analysis Task Through Visualizing Functions Within the Models,"our
structure optimization algorithm refined the structure and made every hidden
unit in the model have a clear, meaningful function by removing redundant hidden
units and ""condensing"" the functions into fewer hidden units, which solved the
issue of unstable xai results with conventional xai methods."
42,TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classification,"in hospitals, collected multi-phase cts are
normally grouped by patients rather than lesions, which makes single-phase
lesion annotation insufficient for feature fusion learning."
43,TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classification,"while most multi-phase liver lesion classification studies
use datasets with no more than three phases (without dl phase for its difficulty
of collection) or no more than six lesion classes, we validate the whole
framework on an in-house dataset with four phases of abdominal ct and seven
classes of liver lesions."
44,Adaptive Region Selection for Active Learning in Whole Slide Image Semantic Segmentation,"with a patch extraction stride s = 256 pixels, our framework yields
an froc score of 0.760 that is equivalent to the challenge top 2, and an miou
(tumor) of 0.749, which is higher than the most comparable method in"
45,Explainable Image Classification with Improved Trustworthiness for Tissue Characterisation,none
46,Continual Learning for Abdominal Multi-organ and Tumor Segmentation,"in contrast, deep learning models suffer
from catastrophic forgetting the medical domain faces a similar problem: the
ability to dynamically extend a model to new classes is critical for multiple
organ and tumor segmentation, wherein the key obstacle lies in mitigating
'forgetting.' a typical strategy involves retaining some previous data."
47,Continual Learning for Abdominal Multi-organ and Tumor Segmentation,"q1: can
we relieve the forgetting problem without needing previous data and annotations?"
48,Continual Learning for Abdominal Multi-organ and Tumor Segmentation,"to tackle the above
questions, in this paper, we propose a novel continual multi-organ and tumor
segmentation method that overcomes the forgetting problem with little memory and
computation overhead."
49,Efficient Subclass Segmentation in Medical Images,problem definition.
50,Efficient Subclass Segmentation in Medical Images,"to
alleviate this issue, we aim to enhance the internal diversity of the
distribution within the same superclass while preserving the discriminative
features among superclasses."
51,Efficient Subclass Segmentation in Medical Images,"while mixing up
only the semantic foreground provides a way of exchanging knowledge between
similar foreground objects while lifting the confirmation bias in pseudo
labeling"
52,Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"however, designing educational materials solely
based on real-world data poses several challenges."
53,Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"another major challenge is longitudinal tracking
of pathological progression over time (e.g., from the early stage of cancer to
the advanced stage), which is difficult to understand because medical images are
often snapshots."
54,Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"future challenges
include improving scalability with fewer manual operations, validating
segmentation maps from a more objective perspective, and comparing our proposed
algorithm with existing methods, such as those based on superpixels data use
declaration and acknowledgment: the pelvic mri and chest ct datasets were
collected from the national cancer center hospital."
55,COLosSAL: A Benchmark for Cold-Start Active Learning for 3D Medical Image Segmentation,none
56,FedGrav: An Adaptive Federated Aggregation Algorithm for Multi-institutional Medical Image Segmentation,"the real-world dataset used in experiments is provided by the
fets challenge organizer, which is the training set of the whole dataset about
brain tumor segmentation."
57,FedGrav: An Adaptive Federated Aggregation Algorithm for Multi-institutional Medical Image Segmentation,"we evaluated our
method on cifar-10 and real-world miccai federated tumor segmentation challenge
(fets) datasets, and the superior results demonstrated the effectiveness and
robustness of our fedgrav."
58,Faithful Synthesis of Low-Dose Contrast-Enhanced Brain MRI Scans Using Noise-Preserving Conditional GANs,none
59,A Spatial-Temporal Deformable Attention Based Framework for Breast Lesion Detection in Videos,"automatically detecting breast lesions is a
challenging problem with a potential to aid in improving the efficiency of
radiologists in ultrasound-based breast cancer diagnosis most existing breast
lesion detection methods can be categorized into imagebased to address the
aforementioned issues, we propose a spatial-temporal deformable attention based
network, named stnet, for detecting the breast lesions in ultrasound videos."
60,DeDA: Deep Directed Accumulator,none
61,OpenAL: An Efficient Deep Active Learning Framework for Open-Set Pathology Image Classification,"deep learning techniques have achieved unprecedented success in the field of
medical image classification, but this is largely due to large amount of
annotated data active learning (al) is an effective approach to address this
issue from a data selection perspective, which selects the most informative
samples from an unlabeled sample pool for experts to label and improves the
performance of the trained model with reduced labeling cost recently, ning et
al."
62,SFusion: Self-attention Based N-to-One Multimodal Fusion Block,"in this paper, we propose a self-attention based n-to-one fusion block sfusion
to tackle the problem of multimodal missing modalities fusion."
63,ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification,"long-tailed problem is usually caused by differences in incidence
rate and difficulties in data collection."
64,ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification,"some diseases are common while others
are rare, making it difficult to collect balanced data to tackle the challenge
of learning unbiased classifiers with imbalanced data, many previous works focus
on three main ideas, including re-sampling data recently, contrastive learning
(cl) methods pose great potential for representation learning when trained on
imbalanced data to address the above issues, we propose a class-enhancement
contrastive learning (ecl) method for skin lesion classification, differences
between scl and ecl are illustrated in fig."
65,SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,"we conducted experiments on automating liver
tumor segmentation in contrast-enhanced ct scans, a crucial task in liver cancer
diagnosis and surgical planning collecting large-scale data from our hospital
and training a new model will be expensive."
66,SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,"therefore, we can use the model
trained from them as a starting point and use slpt to adapt it to our hospital
with minimum cost."
67,SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation,"we collected a dataset from our in-house hospital comprising
941 ct scans with eight categories: hepatocellular carcinoma, cholangioma,
metastasis, hepatoblastoma, hemangioma, focal nodular hyperplasia, cyst, and
others."
68,UniSeg: A Prompt-Driven Universal Segmentation Model as Well as A Strong Representation Learner,"however, although the performance of deep learning models
even surpasses the accuracy of human exports on some segmentation tasks, two
challenges still persist."
69,UniSeg: A Prompt-Driven Universal Segmentation Model as Well as A Strong Representation Learner,"several strategies have been
attempted to address both challenges."
70,Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,"in this work, we investigate the problem of diagnosing colorectal
cancer, which is one of the most common reason for cancer deaths around the
world and particularly in europe and america existing deep learning-based
colorectal tissue classification methods while generative adversarial networks
(gans) the ability of generative models our approach: while the aforementioned
works
explore fs generation in natural images, to the best of our knowledge, we are
the first to investigate fs generation in colorectal tissue images."
71,Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,"in this
work, we look into multi-class colorectal tissue analysis problem, with low and
high-grade tumors included in the set."
72,Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,we use the gland segmentation challenge dataset
73,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,none
74,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,none
75,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,none
76,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"the accuracy of the existing nodule detection model reaches
96.1% several studies have proposed solutions to tackle the large scale span
challenges at both the input and feature level."
77,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,"this indirect supervision avoids the misleading of
box-shape bias of annotations."
78,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,none
79,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,none
80,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,"the results reported before reveal that approaching the problem of segmentation
uncertainty prediction via a regression task, where the uncertainty is expressed
in terms of landmark location, is globally better than via pixel-based
segmentation methods."
81,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,"while our method works well on the
tasks presented, it is worth noting that it may not be applicable to all
segmentation problems like tumour segmentation."
82,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,"in this paper, to tackle the aforementioned challenges,
we propose a pointvoxel fusion framework that represents the liver ct in
continuous points to better learn the spatial structure, while performing the
convolutions in voxels to obtain the complementary semantic information of the
couinaud segments."
83,HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images,"segmentation of the pulmonary vessels is the foundation for the clinical
diagnosis of pulmonary vascular diseases such as pulmonary embolism (pe),
pulmonary hypertension (ph) and lung cancer in the literature, several
conventional methods to summarize, there exist several challenges for pulmonary
vessel segmentation in non-contrast ct images: to address the above challenges,
we propose a h ierarchical e nhancement n etwork (henet) for pulmonary vessel
segmentation in non-contrast ct images by enhancing the representation of
vessels at both image-and feature-level."
84,Dice Semimetric Losses: Optimizing the Dice Score with Soft Labels,none
85,Anti-adversarial Consistency Regularization for Data Augmentation: Applications to Robust Medical Image Segmentation,none
86,Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk,none
87,Learning Reliability of Multi-modality Medical Images for Tumor Segmentation via Evidence-Identified Denoising Diffusion Probabilistic Models,"in the clinic, the consistent
information and complementary information in multi-modality medical images
provide the basis for tumor diagnosis."
88,Learning Reliability of Multi-modality Medical Images for Tumor Segmentation via Evidence-Identified Denoising Diffusion Probabilistic Models,"this approach
has been utilised in robot control the missing modality issue is a significant
challenge in the multi-modal domain, and it has motivated the community to
develop approaches that attempt to address this problem."
89,Learning Reliability of Multi-modality Medical Images for Tumor Segmentation via Evidence-Identified Denoising Diffusion Probabilistic Models,"aiming at
this issue, we propose the non-dedicated training model -we propose the
learnable cross-modal knowledge distillation (lckd) model to address missing
modality problem in multi-modal learning."
90,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,breast cancer is the leading cause of cancer-related fatalities among women.
91,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"currently, it holds the highest incidence rate of cancer among women in the
u.s., and in 2022 it accounted for 31% of all newly diagnosed cancer cases in
the past decade, deep learning-based approaches achieved remarkable advancements
in bus tumor classification vision transformer (vit) accordingly, numerous prior
studies introduced modifications to the original vit network specifically
designed for bus image classification multitask learning leverages shared
information across related tasks by jointly training the model."
92,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"moreover, multitask learning acts as a
regularizer by introducing inductive bias and prevents overfitting in this
study, we introduce a hybrid multitask approach, hybrid-mt-estan, which
encompasses tumor classification as a primary task and tumor segmentation as a
secondary task."
93,Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"because malignant tumors are more
challenging to detect due to greater differences in margin, shape, and
appearance in bus images, focal loss forces the model to focus more on difficult
predictions."
94,SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,"breast cancer is the most common cause of cancer-related deaths among women all
around the world to better support the radiologists with breast cancer
diagnosis, various segmentation algorithms have been developed although in this
study, we propose a simple yet effective weakly-supervised strategy, by using
extreme points as annotations (see fig."
95,SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,such setting can help alleviate class imbalance issue.
96,Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,"brats (brain tumor segmentation challenge) only
classification labels are used during training the diffusion models, and
segmentation masks are used for evaluation in the test stage."
97,DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,"first, modeling relationships between
3d voxel sequences is much more difficult than 2d pixel sequences."
98,DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,"we use the multimodal brain tumor segmentation challenge (brats 2021
comparative experiments."
99,M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,none
100,Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,"the new eafa
enhances edge awareness by utilizing boundary information as prior knowledge
while capturing the long-range dependency of features to improve feature
selection and fusion."
101,RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,none
102,Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,none
103,A Sheaf Theoretic Perspective for Robust Prostate Segmentation,none
104,MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,"transformers the convnext architecture marries the scalability and long-range
spatial representation learning capabilities of vision in this work, we maximize
the potential of a convnext design while uniquely addressing challenges of
limited datasets in medical image segmentation."
105,Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,"in particular, dose painting uses functional images to paint optimised dose
prescriptions based on the spatially varying radiation sensitivities of tumours,
thus enhancing the efficacy of tumour control to address both tumour delineation
and corresponding dose painting challenges, we propose to combine the
expressiveness of deep cnns with the versa-tility of kspc in a unified
framework, which we call kspc-net."
106,Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,"more
specifically, we use the classic unet the dataset is from the hecktor challenge
in miccai 2021 (head and neck tumor
segmentation challenge)."
107,Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,"promising performance was achieved by
our proposed kspc-net compared to the state-of-the-art approaches on the miccai
2021 challenge dataset (hecktor)."
108,A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,"to address this issue, we
normalize the different attention weights by using a softmax function: that is,
we only consider feature maps from those available modalities but normalize
their contribution to the final fusion result, so that, the fused one has a
consistent value range, no matter how many modalities are missing."
109,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"notably, tumor types have been found to be strongly
correlated with the prognosis of diffuse glioma our method is evaluated using
pre-operative multimodal mr brain images of 1726 diffuse glioma patients
collected from cooperation hospitals and a public dataset brats2019 diffuse
glioma can be classified into three histological types: the
oligodendroglioma, the astrocytoma, and the glioblastoma the tumor subtyping
network is trained independently before being integrated into the backbone."
110,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"to
solve the inherent issue of imbalanced tumor type in the training data collected
in clinic, a novel ordinal manifold mixup based feature augmentation is applied
in the training of the tumor subtyping network."
111,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"in addition, information of patient
age and tumor position is also used."
112,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"for binary classification, the original manifold mixup can
effectively enhance the network performance, however, for the classification of
more than two classes, e.g., tumor types, there exists a big issue."
113,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"specifically, the in-house dataset collected in cooperation hospitals
contains pre-operative multimodal mr images, including t1, t1 contrast enhanced
(t1c), t2, and flair, of 1726 patients (age 49.7 ± 13.1) with confirmed diffuse
glioma types."
114,Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,"besides the inhouse
dataset, a public dataset brats2019, including pre-operative multimodal mr
images of 210 non-censored patients (age 61.4 ± 12.2), is adopted as the
external independent testing dataset."
115,Medical Boundary Diffusion Model for Skin Lesion Segmentation,none
116,H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,"in the past few years, transformer structure although remarkable
performance has been accomplished with these efforts, there still exist several
challenges to be resolved."
117,H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,"to mitigate the pixel imbalance
problem, we use a combined loss of focal loss where n refers to the total number
of pixels, p t and q t denote the predicted probability and ground truth of the
t-th pixel, respectively, and r = 2 is the modulation factor."
118,H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation,"concretely, a
multi-path parallel embedding module and a densely connected transformer block
were developed and integrated to balance accuracy and computational complexity."
119,TransNuSeg: A Lightweight Multi-task Transformer for Nuclei Segmentation,none
120,QCResUNet: Joint Subject-Level and Voxel-Level Prediction of Segmentation Quality,"to address these challenges, we
propose a novel framework for joint subject-level and voxel-level prediction of
segmentation quality from multimodal mri."
121,QCResUNet: Joint Subject-Level and Voxel-Level Prediction of Segmentation Quality,"the
two parts are combined using a weight parameter λ to balance the different loss
components: 3 experiments for this study, pre-operative multimodal mri scans of
varying grades of glioma were obtained from the 2021 brain tumor segmentation
(brats) challenge in this work, we proposed a novel cnn architecture called
qcresunet to perform
automatic brain tumor segmentation qc in multimodal mri scans."
122,EGE-UNet: An Efficient Group Enhanced UNet for Skin Lesion Segmentation,"as
estimated by the american cancer society, there were approximately 100,350 new
cases and over 6,500 deaths in 2020 transunet prior works have enhanced
performance by introducing intricate modules, but neglected the constraint of
computational resources in real medical settings."
123,Diffusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,"considering the varying
sizes, shapes and appearances of tumors that results from intratumor
heterogeneity and results in difficulties of accurate cancer annotation, we
design the segmentation loss as follows: where l ssim is used to evaluate tumor
structural characteristics, s and g represents segmentation map and ground
truth, respectively; μ s is the mean of s and μ g is the mean of g; ϕ s
represents the variance of s and ϕ g represents the variance of g; c 1 and c 2
denote the constant to hold training stable where k 1 is set as 0.01, k 2 is set
as 0.03 and l is set as the range of voxel values."
124,Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,"on
the one hand, existing uss methods have shown promising results in various
medical modalities, e.g., magnetic resonance images x-ray images to tackle the
above challenges, our solution is to incorporate an empirical cue about gland
morphology as additional knowledge to guide gland segmentation."
125,Morphology-Inspired Unsupervised Gland Segmentation via Selective Semantic Grouping,"our contributions are as follows: (1) we identify the
major challenge encountered by prior unsupervised semantic segmentation (uss)
methods when dealing with gland images, and propose a novel mssg for
unsupervised gland segmentation."
126,EoFormer: Edge-Oriented Transformer for Brain Tumor Segmentation,"the encoder effectively extracts features from
images by striking a balance between cnn and transformer architectures."
127,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"furthermore, clinical data collected for training is usually
imbalanced in some properties, e.g., more samples with light skins compared with
dark skins."
128,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"our
dataset with manual labels is available at this url secondly, we design a simple
yet novel data preprocessing and alternation method, called edgemixup, to
improve lyme disease segmentation and diagnosis fairness on samples with
different skin-tones."
129,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"such an
improvement is an iterative process that gradually improves lesion edge
detection and segmentation fairness until convergence."
130,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"then, the detected,
converged edge in the first step also helps classification of lyme diseases via
mixup with improved fairness."
131,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"our
results show that edgemixup is able to increase segmentation utility and improve
fairness."
132,EdgeMixup: Embarrassingly Simple Data Alteration to Improve Lyme Disease Lesion Segmentation and Diagnosis Fairness,"we also show that the improved segmentation further improves
classification fairness as well as joint fairness-utility metrics compared to
existing debiasing methods, e.g., ad"
133,Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,none
134,CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,"lung cancer is currently the foremost cause of cancer-related mortalities
globally, with non-small cell lung cancer (nsclc) being responsible for 85% of
reported cases recently, several deep-learning methods have been put forward to
differentiate between the nsclc histological subtypes using ct images despite
the promising results of previous multi-view methods, they still confront a
severe challenge for accurate nsclc histological subtype prediction."
135,CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,"in fact,
due to the limitation of scan time and hardware capacity in clinical practice,
different views of ct volumes are anisotropic in terms of in-plane and
inter-plane resolution to overcome the challenge mentioned above, we propose a
novel cross-aligned representation learning (carl) method for the multi-view
histologic subtype classification of nsclc."
136,Revisiting Feature Propagation and Aggregation in Polyp Segmentation,none
137,"Joint Prediction of Response to Therapy, Molecular Traits, and Spatial Organisation in Colorectal Cancer Biopsies","we address this imbalance in
the supplementary materials."
138,Automatic Bleeding Risk Rating System of Gastric Varices,none
139,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"this section describes the detail of how we identify the varying degrees of bias
in multimodal information and illustrates bias using the relative difference in
survival outcomes."
140,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"we will first introduce our pulmonary embolism multimodal
datasets, including survival and race labels."
141,Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the pulmonary embolism dataset used in this study from 918 patients
(163 deceased, median age 64 years, range 13-99 years, 52% female), including
3978 ctpa images and 918 clinical reports, which were identified via
retrospective review across three institutions."
